Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53736.76226852    -4834329.093    -5158630.705    -3043498.381     5774.524104    -3446.318622    -1905.424299        4.226658        4.510259        2.666890
 53736.76238426    -4776373.209    -5192867.712    -3062418.904     5816.583603    -3401.016371    -1878.642905        4.185159        4.550164        2.689372
 53736.76250000    -4717998.813    -5226649.705    -3081070.491     5858.225636    -3355.315876    -1851.637199        4.143165        4.589907        2.711752
 53736.76261574    -4659210.104    -5259972.708    -3099450.904     5899.445241    -3309.218786    -1824.408208        4.100673        4.629483        2.734029
 53736.76273148    -4600011.333    -5292832.764    -3117557.914     5940.237433    -3262.726791    -1796.956982        4.057682        4.668887        2.756199
 53736.76284722    -4540406.797    -5325225.933    -3135389.306     5980.597207    -3215.841621    -1769.284596        4.014189        4.708117        2.778260
 53736.76296296    -4480400.847    -5357148.292    -3152942.873     6020.519535    -3168.565052    -1741.392150        3.970192        4.747167        2.800210
 53736.76307870    -4419997.881    -5388595.935    -3170216.419     6059.999368    -3120.898898    -1713.280769        3.925690        4.786033        2.822047
 53736.76319444    -4359202.351    -5419564.977    -3187207.762     6099.031635    -3072.845022    -1684.951604        3.880679        4.824711        2.843767
 53736.76331019    -4298018.757    -5450051.550    -3203914.729     6137.611246    -3024.405328    -1656.405833        3.835158        4.863196        2.865368
 53736.76342593    -4236451.652    -5480051.804    -3220335.161     6175.733088    -2975.581768    -1627.644659        3.789125        4.901483        2.886847
 53736.76354167    -4174505.639    -5509561.912    -3236466.909     6213.392031    -2926.376340    -1598.669313        3.742578        4.939569        2.908201
 53736.76365741    -4112185.372    -5538578.065    -3252307.837     6250.582920    -2876.791086    -1569.481055        3.695514        4.977447        2.929429
 53736.76377315    -4049495.558    -5567096.475    -3267855.824     6287.300586    -2826.828102    -1540.081170        3.647932        5.015114        2.950526
 53736.76388889    -3986440.955    -5595113.375    -3283108.760     6323.539837    -2776.489527    -1510.470976        3.599831        5.052564        2.971490
 53736.76400463    -3923026.373    -5622625.021    -3298064.547     6359.295462    -2725.777554    -1480.651815        3.551207        5.089793        2.992319
 53736.76412037    -3859256.675    -5649627.689    -3312721.104     6394.562233    -2674.694423    -1450.625063        3.502060        5.126795        3.013008
 53736.76423611    -3795136.775    -5676117.680    -3327076.361     6429.334904    -2623.242429    -1420.392124        3.452387        5.163565        3.033556
 53736.76435185    -3730671.641    -5702091.316    -3341128.264     6463.608209    -2571.423918    -1389.954433        3.402186        5.200098        3.053958
 53736.76446759    -3665866.293    -5727544.944    -3354874.772     6497.376867    -2519.241287    -1359.313455        3.351457        5.236388        3.074212
 53736.76458333    -3600725.804    -5752474.936    -3368313.861     6530.635579    -2466.696991    -1328.470689        3.300197        5.272430        3.094315
 53736.76469907    -3535255.299    -5776877.687    -3381443.519     6563.379030    -2413.793536    -1297.427664        3.248404        5.308218        3.114264
 53736.76481481    -3469459.959    -5800749.618    -3394261.752     6595.601889    -2360.533487    -1266.185943        3.196078        5.343748        3.134054
 53736.76493056    -3403345.015    -5824087.177    -3406766.580     6627.298811    -2306.919465    -1234.747121        3.143217        5.379012        3.153683
 53736.76504630    -3336915.753    -5846886.836    -3418956.042     6658.464434    -2252.954148    -1203.112827        3.089818        5.414006        3.173148
 53736.76516204    -3270177.515    -5869145.098    -3430828.191     6689.093384    -2198.640272    -1171.284724        3.035882        5.448723        3.192444
 53736.76527778    -3203135.693    -5890858.489    -3442381.097     6719.180272    -2143.980634    -1139.264511        2.981406        5.483157        3.211569
 53736.76539352    -3135795.734    -5912023.567    -3453612.847     6748.719697    -2088.978091    -1107.053921        2.926389        5.517303        3.230519
 53736.76550926    -3068163.142    -5932636.918    -3464521.546     6777.706247    -2033.635560    -1074.654722        2.870830        5.551154        3.249290
 53736.76562500    -3000243.470    -5952695.155    -3475105.318     6806.134496    -1977.956023    -1042.068721        2.814729        5.584703        3.267879
 53736.76574074    -2932042.331    -5972194.925    -3485362.304     6833.999009    -1921.942523    -1009.297758        2.758083        5.617945        3.286282
 53736.76585648    -2863565.387    -5991132.903    -3495290.663     6861.294342    -1865.598167     -976.343714        2.700892        5.650873        3.304495
 53736.76597222    -2794818.359    -6009505.796    -3504888.575     6888.015038    -1808.926129     -943.208505        2.643156        5.683481        3.322514
 53736.76608796    -2725807.020    -6027310.344    -3514154.236     6914.155637    -1751.929646     -909.894088        2.584873        5.715761        3.340336
 53736.76620370    -2656537.198    -6044543.318    -3523085.866     6939.710666    -1694.612026     -876.402456        2.526042        5.747707        3.357956
 53736.76631944    -2587014.777    -6061201.525    -3531681.701     6964.674650    -1636.976640     -842.735643        2.466663        5.779313        3.375371
 53736.76643519    -2517245.694    -6077281.803    -3539940.001     6989.042105    -1579.026932     -808.895724        2.406736        5.810570        3.392577
 53736.76655093    -2447235.942    -6092781.028    -3547859.046     7012.807545    -1520.766413     -774.884812        2.346260        5.841474        3.409569
 53736.76666667    -2376991.568    -6107696.108    -3555437.135     7035.965478    -1462.198666     -740.705064        2.285235        5.872015        3.426344
 53736.76678241    -2306518.675    -6122023.989    -3562672.592     7058.510409    -1403.327346     -706.358675        2.223660        5.902187        3.442897
 53736.76689815    -2235823.422    -6135761.655    -3569563.760     7080.436843    -1344.156179     -671.847886        2.161535        5.931983        3.459223
 53736.76701389    -2164912.019    -6148906.126    -3576109.009     7101.739283    -1284.688966     -637.174977        2.098861        5.961395        3.475320
 53736.76712963    -2093790.734    -6161454.460    -3582306.727     7122.412233    -1224.929580     -602.342274        2.035637        5.990416        3.491181
 53736.76724537    -2022465.891    -6173403.757    -3588155.330     7142.450198    -1164.881973     -567.352145        1.971864        6.019038        3.506804
 53736.76736111    -1950943.865    -6184751.153    -3593653.253     7161.847685    -1104.550171     -532.207002        1.907542        6.047254        3.522183
 53736.76747685    -1879231.090    -6195493.827    -3598798.961     7180.599206    -1043.938276     -496.909303        1.842671        6.075055        3.537315
 53736.76759259    -1807334.053    -6205628.998    -3603590.939     7198.699279     -983.050470     -461.461550        1.777252        6.102435        3.552193
 53736.76770833    -1735259.294    -6215153.930    -3608027.700     7216.142425     -921.891014     -425.866292        1.711286        6.129384        3.566815
 53736.76782407    -1663013.412    -6224065.928    -3612107.782     7232.923176     -860.464249     -390.126122        1.644773        6.155895        3.581175
 53736.76793981    -1590603.057    -6232362.339    -3615829.749     7249.036071     -798.774594     -354.243682        1.577715        6.181961        3.595268
 53736.76805556    -1518034.935    -6240040.558    -3619192.190     7264.475660     -736.826553     -318.221659        1.510112        6.207571        3.609091
 53736.76817130    -1445315.806    -6247098.024    -3622193.726     7279.236506     -674.624711     -282.062790        1.441966        6.232719        3.622637
 53736.76828704    -1372452.485    -6253532.222    -3624832.999     7293.313182     -612.173736     -245.769860        1.373279        6.257396        3.635902
 53736.76840278    -1299451.841    -6259340.684    -3627108.685     7306.700280     -549.478383     -209.345699        1.304051        6.281594        3.648882
 53736.76851852    -1226320.796    -6264520.991    -3629019.486     7319.392403     -486.543487     -172.793191        1.234284        6.305303        3.661571
 53736.76863426    -1153066.328    -6269070.772    -3630564.131     7331.384178     -423.373974     -136.115267        1.163981        6.328516        3.673964
 53736.76875000    -1079695.465    -6272987.705    -3631741.383     7342.670246     -359.974854      -99.314908        1.093143        6.351223        3.686057
 53736.76886574    -1006215.293    -6276269.521    -3632550.031     7353.245271     -296.351225      -62.395145        1.021773        6.373416        3.697844
 53736.76898148     -932632.948    -6278913.999    -3632988.898     7363.103942     -232.508273      -25.359061        0.949873        6.395086        3.709320
 53736.76909722     -858955.619    -6280918.973    -3633056.835     7372.240969     -168.451274       11.790209        0.877445        6.416224        3.720481
 53736.76921296     -785190.551    -6282282.329    -3632752.727     7380.651089     -104.185594       49.049480        0.804492        6.436821        3.731320
 53736.76932870     -711345.038    -6283002.007    -3632075.490     7388.329069      -39.716688       86.415514        0.731017        6.456868        3.741832
 53736.76944444     -637426.428    -6283076.003    -3631024.072     7395.269703       24.949895      123.885021        0.657023        6.476355        3.752013
 53736.76956019     -563442.119    -6282502.369    -3629597.456     7401.467820       89.808518      161.454657        0.582514        6.495274        3.761857
 53736.76967593     -489399.563    -6281279.212    -3627794.656     7406.918279      154.853448      199.121027        0.507493        6.513615        3.771359
 53736.76979167     -415306.263    -6279404.698    -3625614.724     7411.615978      220.078859      236.880680        0.431963        6.531369        3.780513
 53736.76990741     -341169.770    -6276877.053    -3623056.743     7415.555850      285.478831      274.730112        0.355928        6.548526        3.789314
 53736.77002315     -266997.689    -6273694.560    -3620119.834     7418.732869      351.047352      312.665765        0.279393        6.565077        3.797756
 53736.77013889     -192797.672    -6269855.564    -3616803.153     7421.142051      416.778312      350.684025        0.202361        6.581012        3.805835
 53736.77025463     -118577.424    -6265358.473    -3613105.891     7422.778455      482.665505      388.781226        0.124838        6.596322        3.813543
 53736.77037037      -44344.695    -6260201.755    -3609027.278     7423.637186      548.702631      426.953644        0.046828        6.610997        3.820877
 53736.77048611       29892.712    -6254383.942    -3604566.580     7423.713399      614.883292      465.197502       -0.031665        6.625027        3.827830
 53736.77060185      104126.948    -6247903.632    -3599723.102     7423.002297      681.200992      503.508964       -0.110635        6.638403        3.834397
 53736.77071759      178350.118    -6240759.487    -3594496.188     7421.499136      747.649138      541.884141       -0.190076        6.651115        3.840572
 53736.77083333      252554.275    -6232950.237    -3588885.220     7419.199230      814.221040      580.319088       -0.269983        6.663152        3.846350
 53736.77094907      326731.431    -6224474.676    -3582889.620     7416.097947      880.909907      618.809801       -0.350350        6.674506        3.851725
 53736.77106481      400873.548    -6215331.672    -3576508.852     7412.190718      947.708852      657.352223       -0.431171        6.685166        3.856691
 53736.77118056      474972.544    -6205520.156    -3569742.417     7407.473032     1014.610887      695.942239       -0.512440        6.695123        3.861243
 53736.77129630      549020.292    -6195039.134    -3562589.862     7401.940448     1081.608925      734.575676       -0.594150        6.704365        3.865374
 53736.77141204      623008.622    -6183887.681    -3555050.773     7395.588588     1148.695779      773.248306       -0.676294        6.712884        3.869080
 53736.77152778      696929.318    -6172064.946    -3547124.780     7388.413146     1215.864164      811.955844       -0.758865        6.720670        3.872355
 53736.77164352      770774.125    -6159570.151    -3538811.554     7380.409888     1283.106693      850.693947       -0.841856        6.727711        3.875192
 53736.77175926      844534.743    -6146402.590    -3530110.814     7371.574655     1350.415879      889.458216       -0.925259        6.733999        3.877587
 53736.77187500      918202.832    -6132561.636    -3521022.318     7361.903367     1417.784137      928.244195       -1.009066        6.739524        3.879533
 53736.77199074      991770.010    -6118046.736    -3511545.872     7351.392022     1485.203780      967.047371       -1.093269        6.744275        3.881026
 53736.77210648     1065227.859    -6102857.415    -3501681.328     7340.036704     1552.667021     1005.863174       -1.177859        6.748242        3.882058
 53736.77222222     1138567.918    -6086993.277    -3491428.582     7327.833579     1620.165973     1044.686977       -1.262828        6.751415        3.882625
 53736.77233796     1211781.692    -6070454.003    -3480787.578     7314.778907     1687.692651     1083.514098       -1.348167        6.753785        3.882720
 53736.77245370     1284860.646    -6053239.358    -3469758.305     7300.869035     1755.238968     1122.339798       -1.433867        6.755342        3.882339
 53736.77256944     1357796.210    -6035349.186    -3458340.802     7286.100407     1822.796739     1161.159279       -1.519917        6.756074        3.881476
 53736.77268519     1430579.780    -6016783.413    -3446535.156     7270.469564     1890.357679     1199.967691       -1.606308        6.755974        3.880125
 53736.77280093     1503202.716    -5997542.050    -3434341.502     7253.973147     1957.913404     1238.760126       -1.693030        6.755030        3.878280
 53736.77291667     1575656.347    -5977625.191    -3421760.024     7236.607899     2025.455434     1277.531621       -1.780072        6.753233        3.875936
 53736.77303241     1647931.967    -5957033.015    -3408790.956     7218.370672     2092.975187     1316.277157       -1.867424        6.750573        3.873087
 53736.77314815     1720020.843    -5935765.790    -3395434.584     7199.258425     2160.463987     1354.991661       -1.955074        6.747041        3.869728
 53736.77326389     1791914.209    -5913823.868    -3381691.243     7179.268230     2227.913061     1393.670007       -2.043012        6.742626        3.865854
 53736.77337963     1863603.272    -5891207.691    -3367561.321     7158.397274     2295.313538     1432.307011       -2.131224        6.737320        3.861459
 53736.77349537     1935079.210    -5867917.789    -3353045.258     7136.642862     2362.656453     1470.897440       -2.219701        6.731112        3.856538
 53736.77361111     2006333.176    -5843954.784    -3338143.546     7114.002423     2429.932746     1509.436004       -2.308428        6.723994        3.851086
 53736.77372685     2077356.297    -5819319.387    -3322856.729     7090.473506     2497.133263     1547.917363       -2.397394        6.715955        3.845096
 53736.77384259     2148139.677    -5794012.402    -3307185.407     7066.053792     2564.248758     1586.336125       -2.486585        6.706988        3.838565
 53736.77395833     2218674.396    -5768034.726    -3291130.233     7040.741091     2631.269892     1624.686845       -2.575989        6.697082        3.831487
 53736.77407407     2288951.515    -5741387.350    -3274691.915     7014.533346     2698.187236     1662.964029       -2.665592        6.686228        3.823857
 53736.77418981     2358962.073    -5714071.359    -3257871.216     6987.428639     2764.991271     1701.162132       -2.755379        6.674419        3.815670
 53736.77430556     2428697.092    -5686087.934    -3240668.955     6959.425191     2831.672389     1739.275560       -2.845338        6.661644        3.806921
 53736.77442130     2498147.576    -5657438.353    -3223086.006     6930.521367     2898.220897     1777.298671       -2.935452        6.647895        3.797606
 53736.77453704     2567304.513    -5628123.991    -3205123.301     6900.715678     2964.627013     1815.225775       -3.025708        6.633164        3.787719
 53736.77465278     2636158.878    -5598146.320    -3186781.830     6870.006786     3030.880873     1853.051136       -3.116090        6.617442        3.777257
 53736.77476852     2704701.634    -5567506.914    -3168062.637     6838.393505     3096.972530     1890.768971       -3.206583        6.600722        3.766213
 53736.77488426     2772923.730    -5536207.444    -3148966.828     6805.874804     3162.891954     1928.373455       -3.297171        6.582994        3.754585
 53736.77500000     2840816.109    -5504249.683    -3129495.565     6772.449815     3228.629037     1965.858714       -3.387838        6.564252        3.742368
 53736.77511574     2908369.703    -5471635.505    -3109650.071     6738.117828     3294.173593     2003.218837       -3.478568        6.544488        3.729557
 53736.77523148     2975575.441    -5438366.887    -3089431.626     6702.878302     3359.515359     2040.447868       -3.569343        6.523693        3.716149
 53736.77534722     3042424.243    -5404445.908    -3068841.570     6666.730863     3424.643999     2077.539812       -3.660148        6.501861        3.702139
 53736.77546296     3108907.031    -5369874.752    -3047881.306     6629.675309     3489.549104     2114.488634       -3.750964        6.478985        3.687524
 53736.77557870     3175014.722    -5334655.706    -3026552.295     6591.711613     3554.220196     2151.288261       -3.841773        6.455058        3.672300
 53736.77569444     3240738.236    -5298791.163    -3004856.059     6552.839927     3618.646729     2187.932583       -3.932559        6.430072        3.656463
 53736.77581019     3306068.495    -5262283.622    -2982794.182     6513.060582     3682.818090     2224.415457       -4.023302        6.404022        3.640009
 53736.77592593     3370996.424    -5225135.688    -2960368.309     6472.374095     3746.723605     2260.730704       -4.113984        6.376902        3.622937
 53736.77604167     3435512.955    -5187350.072    -2937580.147     6430.781170     3810.352538     2296.872112       -4.204586        6.348705        3.605241
 53736.77615741     3499609.029    -5148929.595    -2914431.467     6388.282699     3873.694093     2332.833440       -4.295090        6.319426        3.586920
 53736.77627315     3563275.595    -5109877.184    -2890924.099     6344.879769     3936.737423     2368.608417       -4.385475        6.289059        3.567970
 53736.77638889     3626503.614    -5070195.877    -2867059.940     6300.573662     3999.471623     2404.190744       -4.475722        6.257599        3.548390
 53736.77650463     3689284.062    -5029888.819    -2842840.948     6255.365858     4061.885741     2439.574095       -4.565811        6.225041        3.528175
 53736.77662037     3751607.931    -4988959.266    -2818269.143     6209.258041     4123.968776     2474.752121       -4.655721        6.191382        3.507324
 53736.77673611     3813466.229    -4947410.584    -2793346.611     6162.252094     4185.709684     2509.718450       -4.745433        6.156615        3.485835
 53736.77685185     3874849.986    -4905246.249    -2768075.501     6114.350113     4247.097379     2544.466689       -4.834925        6.120738        3.463706
 53736.77696759     3935750.252    -4862469.850    -2742458.026     6065.554398     4308.120736     2578.990427       -4.924176        6.083747        3.440934
 53736.77708333     3996158.103    -4819085.086    -2716496.462     6015.867465     4368.768597     2613.283234       -5.013165        6.045638        3.417519
 53736.77719907     4056064.640    -4775095.767    -2690193.152     5965.292042     4429.029770     2647.338666       -5.101870        6.006409        3.393459
 53736.77731481     4115460.992    -4730505.817    -2663550.502     5913.831075     4488.893037     2681.150266       -5.190270        5.966057        3.368753
 53736.77743056     4174338.320    -4685319.271    -2636570.981     5861.487729     4548.347153     2714.711566       -5.278343        5.924579        3.343399
 53736.77754630     4232687.817    -4639540.275    -2609257.126     5808.265390     4607.380853     2748.016088       -5.366065        5.881973        3.317397
 53736.77766204     4290500.710    -4593173.092    -2581611.537     5754.167668     4665.982854     2781.057350       -5.453415        5.838239        3.290747
 53736.77777778     4347768.265    -4546222.095    -2553636.878     5699.198399     4724.141861     2813.828861       -5.540371        5.793374        3.263447
 53736.77789352     4404481.786    -4498691.770    -2525335.880     5643.361646     4781.846565     2846.324132       -5.626908        5.747378        3.235499
 53736.77800926     4460632.621    -4450586.716    -2496711.338     5586.661704     4839.085653     2878.536671       -5.713005        5.700251        3.206901
 53736.77812500     4516212.158    -4401911.646    -2467766.111     5529.103096     4895.847811     2910.459989       -5.798637        5.651992        3.177655
 53736.77824074     4571211.836    -4352671.387    -2438503.124     5470.690582     4952.121726     2942.087603       -5.883782        5.602602        3.147760
 53736.77835648     4625623.140    -4302870.877    -2408925.366     5411.429153     5007.896088     2973.413034       -5.968416        5.552082        3.117218
 53736.77847222     4679437.607    -4252515.168    -2379035.892     5351.324041     5063.159602     3004.429817       -6.052515        5.500433        3.086030
 53736.77858796     4732646.827    -4201609.425    -2348837.820     5290.380712     5117.900983     3035.131494       -6.136055        5.447656        3.054198
 53736.77870370     4785242.446    -4150158.926    -2318334.334     5228.604874     5172.108966     3065.511625       -6.219013        5.393754        3.021721
 53736.77881944     4837216.169    -4098169.062    -2287528.681     5166.002473     5225.772312     3095.563785       -6.301364        5.338729        2.988604
 53736.77893519     4888559.761    -4045645.333    -2256424.173     5102.579698     5278.879805     3125.281570       -6.383084        5.282584        2.954847
 53736.77905093     4939265.050    -3992593.356    -2225024.186     5038.342979     5331.420263     3154.658598       -6.464149        5.225322        2.920453
 53736.77916667     4989323.930    -3939018.855    -2193332.158     4973.298992     5383.382541     3183.688512       -6.544534        5.166948        2.885424
 53736.77928241     5038728.362    -3884927.669    -2161351.593     4907.454654     5434.755535     3212.364982       -6.624215        5.107466        2.849765
 53736.77939815     5087470.379    -3830325.746    -2129086.058     4840.817127     5485.528186     3240.681709       -6.703167        5.046881        2.813476
 53736.77951389     5135542.085    -3775219.143    -2096539.179     4773.393820     5535.689487     3268.632427       -6.781367        4.985197        2.776563
 53736.77962963     5182935.661    -3719614.030    -2063714.650     4705.192385     5585.228485     3296.210906       -6.858789        4.922421        2.739029
 53736.77974537     5229643.365    -3663516.684    -2030616.223     4636.220719     5634.134289     3323.410956       -6.935409        4.858559        2.700878
 53736.77986111     5275657.535    -3606933.491    -1997247.713     4566.486967     5682.396071     3350.226425       -7.011202        4.793618        2.662114
 53736.77997685     5320970.592    -3549870.945    -1963612.996     4495.999517     5730.003074     3376.651210       -7.086144        4.727605        2.622742
 53736.78009259     5365575.042    -3492335.648    -1929716.011     4424.767001     5776.944617     3402.679252       -7.160211        4.660527        2.582766
 53736.78020833     5409463.478    -3434334.306    -1895560.754     4352.798299     5823.210097     3428.304543       -7.233378        4.592394        2.542193
 53736.78032407     5452628.584    -3375873.734    -1861151.282     4280.102531     5868.788997     3453.521129       -7.305620        4.523213        2.501026
 53736.78043981     5495063.137    -3316960.850    -1826491.713     4206.689063     5913.670891     3478.323110       -7.376914        4.452994        2.459273
 53736.78055556     5536760.005    -3257602.674    -1791586.222     4132.567501     5957.845445     3502.704648       -7.447235        4.381747        2.416938
 53736.78067130     5577712.159    -3197806.333    -1756439.041     4057.747692     6001.302428     3526.659963       -7.516559        4.309481        2.374029
 53736.78078704     5617912.665    -3137579.052    -1721054.462     3982.239726     6044.031713     3550.183343       -7.584862        4.236209        2.330552
 53736.78090278     5657354.694    -3076928.158    -1685436.833     3906.053928     6086.023282     3573.269142       -7.652121        4.161940        2.286514
 53736.78101852     5696031.520    -3015861.078    -1649590.557     3829.200861     6127.267233     3595.911784       -7.718312        4.086687        2.241922
 53736.78113426     5733936.523    -2954385.338    -1613520.093     3751.691323     6167.753786     3618.105768       -7.783412        4.010462        2.196784
 53736.78125000     5771063.195    -2892508.559    -1577229.955     3673.536345     6207.473284     3639.845668       -7.847396        3.933278        2.151107
 53736.78136574     5807405.136    -2830238.461    -1540724.711     3594.747190     6246.416202     3661.126138       -7.910243        3.855149        2.104899
 53736.78148148     5842956.063    -2767582.855    -1504008.981     3515.335349     6284.573148     3681.941914       -7.971930        3.776087        2.058170
 53736.78159722     5877709.806    -2704549.648    -1467087.439     3435.312540     6321.934873     3702.287818       -8.032433        3.696107        2.010926
 53736.78171296     5911660.317    -2641146.839    -1429964.808     3354.690704     6358.492272     3722.158758       -8.091731        3.615224        1.963178
 53736.78182870     5944801.664    -2577382.514    -1392645.864     3273.482005     6394.236392     3741.549733       -8.149802        3.533453        1.914935
 53736.78194444     5977128.042    -2513264.851    -1355135.430     3191.698823     6429.158432     3760.455838       -8.206624        3.450811        1.866206
 53736.78206019     6008633.768    -2448802.114    -1317438.379     3109.353753     6463.249754     3778.872260       -8.262176        3.367312        1.817000
 53736.78217593     6039313.287    -2384002.653    -1279559.632     3026.459605     6496.501883     3796.794289       -8.316437        3.282975        1.767329
 53736.78229167     6069161.173    -2318874.902    -1241504.157     2943.029394     6528.906516     3814.217314       -8.369385        3.197816        1.717201
 53736.78240741     6098172.132    -2253427.375    -1203276.964     2859.076341     6560.455522     3831.136831       -8.421002        3.111853        1.666629
 53736.78252315     6126341.002    -2187668.670    -1164883.113     2774.613869     6591.140950     3847.548440       -8.471266        3.025103        1.615622
 53736.78263889     6153662.756    -2121607.461    -1126327.703     2689.655596     6620.955033     3863.447853       -8.520158        2.937587        1.564191
 53736.78275463     6180132.507    -2055252.499    -1087615.877     2604.215336     6649.890191     3878.830893       -8.567660        2.849322        1.512349
 53736.78287037     6205745.503    -1988612.611    -1048752.820     2518.307088     6677.939038     3893.693498       -8.613753        2.760328        1.460106
 53736.78298611     6230497.136    -1921696.697    -1009743.755     2431.945039     6705.094383     3908.031724       -8.658418        2.670625        1.407475
 53736.78310185     6254382.939    -1854513.725     -970593.946     2345.143554     6731.349238     3921.841745       -8.701637        2.580233        1.354467
 53736.78321759     6277398.591    -1787072.736     -931308.693     2257.917174     6756.696820     3935.119858       -8.743394        2.489174        1.301096
 53736.78333333     6299539.915    -1719382.835     -891893.334     2170.280607     6781.130553     3947.862485       -8.783671        2.397467        1.247372
 53736.78344907     6320802.885    -1651453.192     -852353.240     2082.248732     6804.644078     3960.066172       -8.822453        2.305135        1.193310
 53736.78356481     6341183.622    -1583293.041     -812693.818     1993.836583     6827.231252     3971.727596       -8.859723        2.212200        1.138922
 53736.78368056     6360678.400    -1514911.675     -772920.506     1905.059351     6848.886151     3982.843562       -8.895467        2.118684        1.084221
 53736.78379630     6379283.644    -1446318.445     -733038.775     1815.932376     6869.603077     3993.411012       -8.929670        2.024610        1.029220
 53736.78391204     6396995.933    -1377522.758     -693054.124     1726.471142     6889.376562     4003.427018       -8.962317        1.930000        0.973934
 53736.78402778     6413812.004    -1308534.076     -652972.082     1636.691270     6908.201366     4012.888792       -8.993395        1.834878        0.918376
 53736.78414352     6429728.749    -1239361.910     -612798.205     1546.608514     6926.072488     4021.793682       -9.022891        1.739267        0.862560
 53736.78425926     6444743.218    -1170015.821     -572538.073     1456.238756     6942.985160     4030.139178       -9.050794        1.643192        0.806500
 53736.78437500     6458852.621    -1100505.417     -532197.294     1365.597994     6958.934859     4037.922910       -9.077090        1.546677        0.750210
 53736.78449074     6472054.328    -1030840.348     -491781.495     1274.702345     6973.917305     4045.142654       -9.101770        1.449745        0.693704
 53736.78460648     6484345.872     -961030.308     -451296.328     1183.568029     6987.928463     4051.796327       -9.124822        1.352423        0.636998
 53736.78472222     6495724.948     -891085.029     -410747.462     1092.211371     7000.964548     4057.881996       -9.146236        1.254735        0.580106
 53736.78483796     6506189.413     -821014.279     -370140.587     1000.648790     7013.022028     4063.397872       -9.166005        1.156706        0.523042
 53736.78495370     6515737.292     -750827.862     -329481.409      908.896793     7024.097623     4068.342318       -9.184118        1.058362        0.465822
 53736.78506944     6524366.773     -680535.610     -288775.650      816.971968     7034.188309     4072.713846       -9.200569        0.959729        0.408461
 53736.78518519     6532076.211     -610147.388     -248029.047      724.890979     7043.291321     4076.511116       -9.215350        0.860832        0.350973
 53736.78530093     6538864.128     -539673.084     -207247.346      632.670559     7051.404153     4079.732944       -9.228454        0.761697        0.293375
 53736.78541667     6544729.213     -469122.613     -166436.309      540.327501     7058.524561     4082.378296       -9.239876        0.662351        0.235681
 53736.78553241     6549670.325     -398505.908     -125601.705      447.878653     7064.650563     4084.446293       -9.249611        0.562821        0.177906
 53736.78564815     6553686.490     -327832.922      -84749.310      355.340911     7069.780443     4085.936209       -9.257655        0.463131        0.120067
 53736.78576389     6556776.903     -257113.624      -43884.910      262.731211     7073.912748     4086.847472       -9.264003        0.363310        0.062179
 53736.78587963     6558940.931     -186357.996       -3014.291      170.066523     7077.046292     4087.179667       -9.268652        0.263384        0.004256
 53736.78599537     6560178.107     -115576.031       37856.753       77.363841     7079.180156     4086.932534       -9.271601        0.163379       -0.053685
 53736.78611111     6560488.138      -44777.727       78722.428      -15.359818     7080.313691     4086.105967       -9.272847        0.063322       -0.111628
 53736.78622685     6559870.898       26026.908      119576.941     -108.087427     7080.446513     4084.700017       -9.272391       -0.036759       -0.169558
 53736.78634259     6558326.433       96827.867      160414.498     -200.801954     7079.578508     4082.714892       -9.270231       -0.136839       -0.227460
 53736.78645833     6555854.959      167615.142      201229.309     -293.486368     7077.709830     4080.150955       -9.266368       -0.236890       -0.285318
 53736.78657407     6552456.863      238378.729      242015.589     -386.123650     7074.840902     4077.008722       -9.260804       -0.336884       -0.343117
 53736.78668981     6548132.700      309108.628      282767.558     -478.696793     7070.972416     4073.288870       -9.253541       -0.436797       -0.400840
 53736.78680556     6542883.197      379794.849      323479.444     -571.188818     7066.105329     4068.992225       -9.244581       -0.536600       -0.458473
 53736.78692130     6536709.250      450427.410      364145.483     -663.582774     7060.240869     4064.119773       -9.233928       -0.636267       -0.515999
 53736.78703704     6529611.925      520996.346      404759.924     -755.861748     7053.380529     4058.672650       -9.221586       -0.735772       -0.573404
 53736.78715278     6521592.455      591491.707      445317.025     -848.008873     7045.526066     4052.652148       -9.207559       -0.835087       -0.630672
 53736.78726852     6512652.243      661903.561      485811.060     -940.007333     7036.679503     4046.059710       -9.191854       -0.934187       -0.687789
 53736.78738426     6502792.860      732221.998      526236.318    -1031.840371     7026.843126     4038.896932       -9.174476       -1.033046       -0.744738
 53736.78750000     6492016.043      802437.132      566587.104    -1123.491295     7016.019484     4031.165560       -9.155432       -1.131636       -0.801505
 53736.78761574     6480323.696      872539.106      606857.740    -1214.943487     7004.211384     4022.867491       -9.134730       -1.229933       -0.858075
 53736.78773148     6467717.890      942518.089      647042.571    -1306.180406     6991.421893     4014.004769       -9.112379       -1.327910       -0.914433
 53736.78784722     6454200.860     1012364.283      687135.961    -1397.185598     6977.654334     4004.579587       -9.088387       -1.425542       -0.970564
 53736.78796296     6439775.005     1082067.927      727132.296    -1487.942704     6962.912283     3994.594284       -9.062763       -1.522804       -1.026455
 53736.78807870     6424442.888     1151619.294      767025.988    -1578.435460     6947.199571     3984.051342       -9.035519       -1.619670       -1.082090
 53736.78819444     6408207.231     1221008.696      806811.473    -1668.647710     6930.520276     3972.953388       -9.006664       -1.716116       -1.137455
