Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53737.27071759     -220542.387    -6294345.284    -3628486.584     7390.251730      303.364867      490.453398        0.228833        6.531147        3.774383
 53737.27083333     -146629.696    -6290984.804    -3623393.227     7392.159307      368.758234      528.228208        0.152602        6.547426        3.780517
 53737.27094907      -72701.750    -6286969.587    -3617921.822     7393.302168      434.311364      566.062501        0.075891        6.563098        3.786279
 53737.27106481        1233.782    -6282298.065    -3612071.791     7393.675545      500.018128      603.952531       -0.001295        6.578152        3.791664
 53737.27118056       75169.181    -6276968.733    -3605842.598     7393.274711      565.872304      641.894501       -0.078950        6.592578        3.796666
 53737.27129630      149096.680    -6270980.148    -3599233.741     7392.094991      631.867575      679.884559       -0.157071        6.606369        3.801281
 53737.27141204      223008.469    -6264330.933    -3592244.759     7390.131758      697.997527      717.918801       -0.235652        6.619513        3.805502
 53737.27152778      296896.688    -6257019.771    -3584875.231     7387.380438      764.255649      755.993269       -0.314687        6.632001        3.809325
 53737.27164352      370753.435    -6249045.414    -3577124.773     7383.836513      830.635335      794.103951       -0.394172        6.643824        3.812744
 53737.27175926      444570.762    -6240406.681    -3568993.045     7379.495520      897.129883      832.246783       -0.474100        6.654972        3.815754
 53737.27187500      518340.674    -6231102.456    -3560479.744     7374.353057      963.732491      870.417645       -0.554465        6.665435        3.818349
 53737.27199074      592055.137    -6221131.694    -3551584.612     7368.404784     1030.436261      908.612365       -0.635261        6.675203        3.820524
 53737.27210648      665706.070    -6210493.417    -3542307.431     7361.646423     1097.234197      946.826716       -0.716481        6.684266        3.822274
 53737.27222222      739285.351    -6199186.720    -3532648.027     7354.073765     1164.119204      985.056417       -0.798119        6.692615        3.823594
 53737.27233796      812784.817    -6187210.767    -3522606.266     7345.682669     1231.084088     1023.297135       -0.880168        6.700240        3.824477
 53737.27245370      886196.262    -6174564.796    -3512182.062     7336.469066     1298.121559     1061.544481       -0.962619        6.707131        3.824918
 53737.27256944      959511.443    -6161248.118    -3501375.369     7326.428962     1365.224226     1099.794011       -1.045467        6.713278        3.824913
 53737.27268519     1032722.074    -6147260.119    -3490186.189     7315.558439     1432.384599     1138.041231       -1.128702        6.718671        3.824455
 53737.27280093     1105819.831    -6132600.259    -3478614.568     7303.853658     1499.595090     1176.281588       -1.212317        6.723300        3.823540
 53737.27291667     1178796.353    -6117268.076    -3466660.596     7291.310864     1566.848013     1214.510481       -1.296303        6.727155        3.822161
 53737.27303241     1251643.243    -6101263.184    -3454324.412     7277.926386     1634.135581     1252.723251       -1.380652        6.730227        3.820314
 53737.27314815     1324352.064    -6084585.275    -3441606.200     7263.696640     1701.449910     1290.915188       -1.465355        6.732506        3.817994
 53737.27326389     1396914.346    -6067234.123    -3428506.193     7248.618133     1768.783017     1329.081527       -1.550403        6.733981        3.815194
 53737.27337963     1469321.586    -6049209.579    -3415024.671     7232.687466     1836.126819     1367.217453       -1.635786        6.734643        3.811910
 53737.27349537     1541565.244    -6030511.578    -3401161.962     7215.901334     1903.473137     1405.318095       -1.721494        6.734482        3.808136
 53737.27361111     1613636.750    -6011140.136    -3386918.443     7198.256535     1970.813693     1443.378531       -1.807518        6.733489        3.803868
 53737.27372685     1685527.502    -5991095.351    -3372294.542     7179.749964     2038.140113     1481.393789       -1.893847        6.731653        3.799100
 53737.27384259     1757228.867    -5970377.409    -3357290.735     7160.378623     2105.443923     1519.358842       -1.980470        6.728966        3.793826
 53737.27395833     1828732.182    -5948986.577    -3341907.549     7140.139623     2172.716555     1557.268614       -2.067377        6.725416        3.788043
 53737.27407407     1900028.758    -5926923.210    -3326145.564     7119.030183     2239.949344     1595.117976       -2.154556        6.720996        3.781744
 53737.27418981     1971109.876    -5904187.752    -3310005.408     7097.047638     2307.133530     1632.901752       -2.241996        6.715694        3.774924
 53737.27430556     2041966.792    -5880780.731    -3293487.765     7074.189438     2374.260257     1670.614712       -2.329685        6.709502        3.767580
 53737.27442130     2112590.737    -5856702.768    -3276593.368     7050.453153     2441.320576     1708.251582       -2.417611        6.702411        3.759705
 53737.27453704     2182972.920    -5831954.571    -3259323.005     7025.836477     2508.305445     1745.807033       -2.505761        6.694411        3.751296
 53737.27465278     2253104.525    -5806536.941    -3241677.516     7000.337228     2575.205727     1783.275693       -2.594123        6.685492        3.742346
 53737.27476852     2322976.716    -5780450.769    -3223657.798     6973.953355     2642.012198     1820.652141       -2.682684        6.675647        3.732852
 53737.27488426     2392580.637    -5753697.041    -3205264.799     6946.682936     2708.715539     1857.930908       -2.771430        6.664865        3.722809
 53737.27500000     2461907.414    -5726276.834    -3186499.524     6918.524186     2775.306344     1895.106481       -2.860348        6.653138        3.712213
 53737.27511574     2530948.154    -5698191.321    -3167363.032     6889.475459     2841.775118     1932.173300       -2.949423        6.640457        3.701058
 53737.27523148     2599693.951    -5669441.770    -3147856.439     6859.535247     2908.112279     1969.125762       -3.038642        6.626814        3.689341
 53737.27534722     2668135.883    -5640029.546    -3127980.917     6828.702191     2974.308159     2005.958221       -3.127990        6.612200        3.677056
 53737.27546296     2736265.015    -5609956.110    -3107737.694     6796.975076     3040.353005     2042.664986       -3.217451        6.596606        3.664201
 53737.27557870     2804072.401    -5579223.022    -3087128.055     6764.352838     3106.236983     2079.240328       -3.307012        6.580024        3.650771
 53737.27569444     2871549.085    -5547831.940    -3066153.344     6730.834568     3171.950175     2115.678475       -3.396655        6.562447        3.636762
 53737.27581019     2938686.103    -5515784.621    -3044814.962     6696.419513     3237.482584     2151.973615       -3.486366        6.543867        3.622169
 53737.27592593     3005474.484    -5483082.925    -3023114.368     6661.107081     3302.824135     2188.119900       -3.576128        6.524274        3.606990
 53737.27604167     3071905.252    -5449728.809    -3001053.080     6624.896841     3367.964676     2224.111442       -3.665925        6.503663        3.591220
 53737.27615741     3137969.427    -5415724.335    -2978632.675     6587.788530     3432.893981     2259.942320       -3.755739        6.482026        3.574856
 53737.27627315     3203658.028    -5381071.668    -2955854.789     6549.782054     3497.601750     2295.606575       -3.845555        6.459355        3.557895
 53737.27638889     3268962.074    -5345773.073    -2932721.119     6510.877490     3562.077614     2331.098218       -3.935354        6.435644        3.540333
 53737.27650463     3333872.585    -5309830.923    -2909233.420     6471.075092     3626.311134     2366.411224       -4.025119        6.410885        3.522167
 53737.27662037     3398380.585    -5273247.693    -2885393.510     6430.375291     3690.291805     2401.539540       -4.114831        6.385073        3.503395
 53737.27673611     3462477.102    -5236025.965    -2861203.265     6388.778700     3754.009057     2436.477083       -4.204474        6.358200        3.484012
 53737.27685185     3526153.172    -5198168.426    -2836664.625     6346.286116     3817.452259     2471.217741       -4.294027        6.330262        3.464017
 53737.27696759     3589399.841    -5159677.869    -2811779.587     6302.898523     3880.610719     2505.755377       -4.383472        6.301251        3.443407
 53737.27708333     3652208.163    -5120557.196    -2786550.214     6258.617094     3943.473691     2540.083829       -4.472791        6.271163        3.422180
 53737.27719907     3714569.208    -5080809.416    -2760978.629     6213.443197     4006.030371     2574.196911       -4.561963        6.239992        3.400333
 53737.27731481     3776474.057    -5040437.646    -2735067.015     6167.378395     4068.269906     2608.088417       -4.650968        6.207733        3.377864
 53737.27743056     3837913.812    -4999445.111    -2708817.620     6120.424448     4130.181393     2641.752119       -4.739788        6.174382        3.354772
 53737.27754630     3898879.589    -4957835.148    -2682232.753     6072.583319     4191.753882     2675.181774       -4.828402        6.139933        3.331055
 53737.27766204     3959362.528    -4915611.200    -2655314.785     6023.857173     4252.976381     2708.371120       -4.916788        6.104383        3.306710
 53737.27777778     4019353.790    -4872776.824    -2628066.152     5974.248384     4313.837859     2741.313883       -5.004927        6.067728        3.281738
 53737.27789352     4078844.562    -4829335.684    -2600489.351     5923.759531     4374.327245     2774.003775       -5.092797        6.029964        3.256136
 53737.27800926     4137826.057    -4785291.556    -2572586.941     5872.393407     4434.433437     2806.434499       -5.180377        5.991089        3.229904
 53737.27812500     4196289.516    -4740648.329    -2544361.545     5820.153020     4494.145301     2838.599748       -5.267646        5.951098        3.203041
 53737.27824074     4254226.214    -4695410.002    -2515815.852     5767.041590     4553.451677     2870.493209       -5.354582        5.909990        3.175546
 53737.27835648     4311627.456    -4649580.685    -2486952.608     5713.062560     4612.341379     2902.108568       -5.441163        5.867763        3.147420
 53737.27847222     4368484.585    -4603164.600    -2457774.628     5658.219591     4670.803205     2933.439503       -5.527366        5.824415        3.118662
 53737.27858796     4424788.981    -4556166.084    -2428284.787     5602.516566     4728.825932     2964.479697       -5.613170        5.779943        3.089272
 53737.27870370     4480532.063    -4508589.583    -2398486.025     5545.957595     4786.398326     2995.222834       -5.698552        5.734348        3.059250
 53737.27881944     4535705.294    -4460439.656    -2368381.342     5488.547013     4843.509146     3025.662601       -5.783489        5.687628        3.028598
 53737.27893519     4590300.180    -4411720.976    -2337973.805     5430.289383     4900.147144     3055.792695       -5.867957        5.639784        2.997316
 53737.27905093     4644308.274    -4362438.327    -2307266.541     5371.189502     4956.301069     3085.606819       -5.951935        5.590814        2.965404
 53737.27916667     4697721.179    -4312596.606    -2276262.743     5311.252393     5011.959677     3115.098690       -6.035399        5.540720        2.932865
 53737.27928241     4750530.549    -4262200.822    -2244965.663     5250.483318     5067.111727     3144.262038       -6.118325        5.489503        2.899700
 53737.27939815     4802728.090    -4211256.097    -2213378.618     5188.887770     5121.745992     3173.090610       -6.200689        5.437163        2.865910
 53737.27951389     4854305.568    -4159767.665    -2181504.987     5126.471480     5175.851258     3201.578173       -6.282469        5.383703        2.831499
 53737.27962963     4905254.804    -4107740.873    -2149348.212     5063.240416     5229.416333     3229.718514       -6.363640        5.329125        2.796467
 53737.27974537     4955567.681    -4055181.177    -2116911.795     4999.200784     5282.430047     3257.505445       -6.444179        5.273432        2.760817
 53737.27986111     5005236.146    -4002094.147    -2084199.301     4934.359032     5334.881260     3284.932805       -6.524060        5.216626        2.724553
 53737.27997685     5054252.210    -3948485.463    -2051214.358     4868.721844     5386.758863     3311.994464       -6.603262        5.158711        2.687677
 53737.28009259     5102607.955    -3894360.918    -2017960.651     4802.296150     5438.051787     3338.684320       -6.681758        5.099690        2.650193
 53737.28020833     5150295.529    -3839726.413    -1984441.931     4735.089118     5488.749002     3364.996311       -6.759525        5.039570        2.612105
 53737.28032407     5197307.157    -3784587.961    -1950662.005     4667.108160     5538.839529     3390.924408       -6.836539        4.978353        2.573415
 53737.28043981     5243635.138    -3728951.682    -1916624.742     4598.360929     5588.312436     3416.462626       -6.912775        4.916047        2.534129
 53737.28055556     5289271.848    -3672823.807    -1882334.072     4528.855324     5637.156850     3441.605022       -6.988210        4.852656        2.494251
 53737.28067130     5334209.744    -3616210.676    -1847793.981     4458.599482     5685.361958     3466.345697       -7.062819        4.788187        2.453786
 53737.28078704     5378441.365    -3559118.735    -1813008.516     4387.601786     5732.917015     3490.678804       -7.136577        4.722647        2.412739
 53737.28090278     5421959.335    -3501554.538    -1777981.783     4315.870862     5779.811344     3514.598544       -7.209460        4.656042        2.371114
 53737.28101852     5464756.367    -3443524.746    -1742717.943     4243.415575     5826.034344     3538.099176       -7.281445        4.588382        2.328918
 53737.28113426     5506825.262    -3385036.124    -1707221.215     4170.245035     5871.575497     3561.175013       -7.352507        4.519674        2.286156
 53737.28125000     5548158.915    -3326095.543    -1671495.877     4096.368589     5916.424368     3583.820430       -7.422622        4.449928        2.242835
 53737.28136574     5588750.313    -3266709.978    -1635546.260     4021.795828     5960.570615     3606.029864       -7.491766        4.379151        2.198961
 53737.28148148     5628592.543    -3206886.507    -1599376.751     3946.536579     6004.003990     3627.797819       -7.559916        4.307355        2.154540
 53737.28159722     5667678.790    -3146632.309    -1562991.793     3870.600908     6046.714346     3649.118867       -7.627047        4.234549        2.109580
 53737.28171296     5706002.341    -3085954.664    -1526395.882     3793.999118     6088.691643     3669.987651       -7.693136        4.160745        2.064088
 53737.28182870     5743556.587    -3024860.953    -1489593.565     3716.741746     6129.925950     3690.398888       -7.758159        4.085953        2.018072
 53737.28194444     5780335.026    -2963358.654    -1452589.446     3638.839562     6170.407452     3710.347375       -7.822094        4.010186        1.971540
 53737.28206019     5816331.266    -2901455.345    -1415388.177     3560.303569     6210.126457     3729.827985       -7.884917        3.933456        1.924498
 53737.28217593     5851539.022    -2839158.699    -1377994.463     3481.144999     6249.073397     3748.835677       -7.946606        3.855775        1.876957
 53737.28229167     5885952.128    -2776476.482    -1340413.057     3401.375310     6287.238835     3767.365495       -8.007137        3.777158        1.828925
 53737.28240741     5919564.531    -2713416.558    -1302648.762     3321.006188     6324.613471     3785.412570       -8.066489        3.697617        1.780410
 53737.28252315     5952370.294    -2649986.879    -1264706.431     3240.049537     6361.188145     3802.972127       -8.124639        3.617168        1.731423
 53737.28263889     5984363.603    -2586195.492    -1226590.960     3158.517487     6396.953843     3820.039484       -8.181565        3.535824        1.681972
 53737.28275463     6015538.767    -2522050.529    -1188307.297     3076.422379     6431.901702     3836.610053       -8.237247        3.453602        1.632067
 53737.28287037     6045890.216    -2457560.213    -1149860.430     2993.776772     6466.023016     3852.679351       -8.291662        3.370518        1.581719
 53737.28298611     6075412.510    -2392732.852    -1111255.395     2910.593434     6499.309237     3868.242992       -8.344789        3.286587        1.530938
 53737.28310185     6104100.335    -2327576.840    -1072497.270     2826.885342     6531.751985     3883.296698       -8.396609        3.201826        1.479734
 53737.28321759     6131948.511    -2262100.651    -1033591.175     2742.665676     6563.343048     3897.836296       -8.447101        3.116253        1.428118
 53737.28333333     6158951.988    -2196312.844     -994542.272     2657.947817     6594.074389     3911.857726       -8.496245        3.029885        1.376102
 53737.28344907     6185105.852    -2130222.055     -955355.761     2572.745342     6623.938153     3925.357038       -8.544021        2.942740        1.323697
 53737.28356481     6210405.325    -2063836.999     -916036.884     2487.072021     6652.926666     3938.330398       -8.590411        2.854838        1.270913
 53737.28368056     6234845.770    -1997166.465     -876590.919     2400.941811     6681.032445     3950.774088       -8.635395        2.766196        1.217765
 53737.28379630     6258422.686    -1930219.317     -837023.180     2314.368857     6708.248197     3962.684512       -8.678957        2.676836        1.164262
 53737.28391204     6281131.719    -1863004.491     -797339.018     2227.367479     6734.566828     3974.058194       -8.721077        2.586776        1.110418
 53737.28402778     6302968.656    -1795530.994     -757543.816     2139.952174     6759.981447     3984.891785       -8.761739        2.496037        1.056246
 53737.28414352     6323929.431    -1727807.898     -717642.993     2052.137611     6784.485365     3995.182058       -8.800926        2.404639        1.001757
 53737.28425926     6344010.126    -1659844.343     -677641.996     1963.938622     6808.072107     4004.925920       -8.838622        2.312605        0.946966
 53737.28437500     6363206.972    -1591649.534     -637546.306     1875.370199     6830.735408     4014.120405       -8.874810        2.219955        0.891884
 53737.28449074     6381516.349    -1523232.734     -597361.429     1786.447491     6852.469223     4022.762681       -8.909476        2.126711        0.836526
 53737.28460648     6398934.792    -1454603.267     -557092.902     1697.185796     6873.267726     4030.850050       -8.942605        2.032896        0.780905
 53737.28472222     6415458.987    -1385770.516     -516746.286     1607.600554     6893.125320     4038.379952       -8.974183        1.938533        0.725035
 53737.28483796     6431085.777    -1316743.915     -476327.169     1517.707348     6912.036631     4045.349964       -9.004196        1.843644        0.668929
 53737.28495370     6445812.160    -1247532.954     -435841.161     1427.521890     6929.996521     4051.757803       -9.032631        1.748253        0.612603
 53737.28506944     6459635.293    -1178147.172     -395293.894     1337.060021     6947.000086     4057.601329       -9.059476        1.652383        0.556069
 53737.28518519     6472552.492    -1108596.156     -354691.022     1246.337701     6963.042659     4062.878544       -9.084719        1.556058        0.499343
 53737.28530093     6484561.232    -1038889.537     -314038.217     1155.371009     6978.119816     4067.587595       -9.108349        1.459303        0.442439
 53737.28541667     6495659.151     -969036.992     -273341.170     1064.176127     6992.227376     4071.726775       -9.130355        1.362143        0.385371
 53737.28553241     6505844.049     -899048.235     -232605.586      972.769345     7005.361406     4075.294525       -9.150728        1.264602        0.328155
 53737.28564815     6515113.887     -828933.021     -191837.189      881.167046     7017.518220     4078.289433       -9.169457        1.166704        0.270806
 53737.28576389     6523466.793     -758701.139     -151041.711      789.385702     7028.694387     4080.710239       -9.186535        1.068476        0.213337
 53737.28587963     6530901.059     -688362.413     -110224.901      697.441870     7038.886727     4082.555833       -9.201954        0.969943        0.155765
 53737.28599537     6537415.144     -617926.694      -69392.515      605.352182     7048.092319     4083.825255       -9.215705        0.871131        0.098105
 53737.28611111     6543007.672     -547403.864      -28550.320      513.133340     7056.308498     4084.517699       -9.227784        0.772065        0.040372
 53737.28622685     6547677.436     -476803.830       12295.913      420.802108     7063.532859     4084.632512       -9.238182        0.672772       -0.017418
 53737.28634259     6551423.396     -406136.520       53140.404      328.375308     7069.763261     4084.169195       -9.246897        0.573277       -0.075251
 53737.28645833     6554244.680     -335411.884       93977.369      235.869808     7074.997824     4083.127404       -9.253922        0.473608       -0.133111
 53737.28657407     6556140.586     -264639.889      134801.023      143.302520     7079.234932     4081.506948       -9.259254        0.373791       -0.190981
 53737.28668981     6557110.581     -193830.515      175605.579       50.690391     7082.473236     4079.307793       -9.262889        0.273852       -0.248848
 53737.28680556     6557154.301     -122993.757      216385.250      -41.949606     7084.711652     4076.530060       -9.264827        0.173818       -0.306694
 53737.28692130     6556271.552      -52139.618      257134.252     -134.600474     7085.949365     4073.174025       -9.265064        0.073716       -0.364505
 53737.28703704     6554462.312       18721.893      297846.804     -227.245206     7086.185827     4069.240121       -9.263599       -0.026428       -0.422266
 53737.28715278     6551726.725       89580.760      338517.130     -319.866785     7085.420757     4064.728936       -9.260433       -0.126586       -0.479959
 53737.28726852     6548065.110      160426.969      379139.461     -412.448197     7083.654146     4059.641212       -9.255566       -0.226732       -0.537571
 53737.28738426     6543477.952      231250.506      419708.036     -504.972435     7080.886250     4053.977849       -9.248998       -0.326839       -0.595084
 53737.28750000     6537965.909      302041.358      460217.103     -597.422505     7077.117596     4047.739901       -9.240733       -0.426879       -0.652485
 53737.28761574     6531529.806      372789.524      500660.923     -689.781438     7072.348979     4040.928574       -9.230771       -0.526827       -0.709757
 53737.28773148     6524170.640      443485.008      541033.768     -782.032292     7066.581461     4033.545231       -9.219118       -0.626655       -0.766886
 53737.28784722     6515889.577      514117.828      581329.925     -874.158161     7059.816373     4025.591386       -9.205775       -0.726336       -0.823855
 53737.28796296     6506687.950      584678.016      621543.699     -966.142184     7052.055312     4017.068708       -9.190749       -0.825845       -0.880650
 53737.28807870     6496567.262      655155.621      661669.410    -1057.967549     7043.300140     4007.979015       -9.174045       -0.925154       -0.937256
 53737.28819444     6485529.183      725540.712      701701.396    -1149.617501     7033.552985     3998.324276       -9.155668       -1.024237       -0.993657
 53737.28831019     6473575.552      795823.382      741634.019    -1241.075349     7022.816236     3988.106612       -9.135625       -1.123068       -1.049838
 53737.28842593     6460708.372      865993.747      781461.659    -1332.324475     7011.092547     3977.328289       -9.113924       -1.221621       -1.105786
 53737.28854167     6446929.813      936041.953      821178.724    -1423.348336     6998.384830     3965.991724       -9.090574       -1.319870       -1.161485
 53737.28865741     6432242.211     1005958.174      860779.642    -1514.130475     6984.696256     3954.099475       -9.065582       -1.417788       -1.216920
 53737.28877315     6416648.064     1075732.620      900258.870    -1604.654527     6970.030254     3941.654250       -9.038958       -1.515351       -1.272078
 53737.28888889     6400150.035     1145355.533      939610.893    -1694.904223     6954.390505     3928.658896       -9.010712       -1.612533       -1.326943
 53737.28900463     6382750.948     1214817.197      978830.224    -1784.863400     6937.780945     3915.116404       -8.980856       -1.709309       -1.381503
 53737.28912037     6364453.789     1284107.933     1017911.407    -1874.516005     6920.205757     3901.029901       -8.949400       -1.805654       -1.435743
 53737.28923611     6345261.703     1353218.108     1056849.019    -1963.846102     6901.669373     3886.402657       -8.916356       -1.901544       -1.489649
 53737.28935185     6325177.995     1422138.132     1095637.669    -2052.837879     6882.176471     3871.238075       -8.881738       -1.996954       -1.543208
 53737.28946759     6304206.126     1490858.465     1134272.002    -2141.475652     6861.731967     3855.539692       -8.845558       -2.091861       -1.596407
 53737.28958333     6282349.714     1559369.617     1172746.696    -2229.743874     6840.341018     3839.311178       -8.807830       -2.186239       -1.649232
 53737.28969907     6259612.531     1627662.149     1211056.471    -2317.627138     6818.009018     3822.556334       -8.768569       -2.280067       -1.701671
 53737.28981481     6235998.505     1695726.679     1249196.082    -2405.110184     6794.741590     3805.279087       -8.727789       -2.373321       -1.753711
 53737.28993056     6211511.712     1763553.882     1287160.325    -2492.177906     6770.544590     3787.483492       -8.685506       -2.465978       -1.805339
 53737.29004630     6186156.381     1831134.493     1324944.037    -2578.815355     6745.424095     3769.173726       -8.641737       -2.558016       -1.856543
 53737.29016204     6159936.889     1898459.307     1362542.100    -2665.007745     6719.386408     3750.354088       -8.596497       -2.649413       -1.907311
 53737.29027778     6132857.758     1965519.185     1399949.434    -2750.740460     6692.438048     3731.028994       -8.549805       -2.740147       -1.957632
 53737.29039352     6104923.660     2032305.055     1437161.010    -2835.999058     6664.585748     3711.202979       -8.501677       -2.830197       -2.007494
 53737.29050926     6076139.405     2098807.910     1474171.840    -2920.769273     6635.836452     3690.880690       -8.452131       -2.919543       -2.056885
 53737.29062500     6046509.949     2165018.817     1510976.985    -3005.037025     6606.197310     3670.066885       -8.401187       -3.008163       -2.105795
 53737.29074074     6016040.386     2230928.915     1547571.555    -3088.788421     6575.675675     3648.766433       -8.348864       -3.096038       -2.154213
 53737.29085648     5984735.948     2296529.414     1583950.708    -3172.009763     6544.279095     3626.984305       -8.295180       -3.183149       -2.202128
 53737.29097222     5952602.003     2361811.606     1620109.653    -3254.687545     6512.015315     3604.725579       -8.240155       -3.269475       -2.249531
 53737.29108796     5919644.053     2426766.856     1656043.648    -3336.808466     6478.892267     3581.995430       -8.183811       -3.354999       -2.296411
 53737.29120370     5885867.733     2491386.614     1691748.007    -3418.359430     6444.918066     3558.799135       -8.126167       -3.439703       -2.342759
 53737.29131944     5851278.807     2555662.408     1727218.095    -3499.327547     6410.101011     3535.142061       -8.067245       -3.523567       -2.388565
 53737.29143519     5815883.167     2619585.853     1762449.331    -3579.700141     6374.449572     3511.029670       -8.007066       -3.606576       -2.433821
 53737.29155093     5779686.831     2683148.647     1797437.189    -3659.464754     6337.972392     3486.467513       -7.945652       -3.688713       -2.478517
 53737.29166667     5742695.940     2746342.578     1832177.201    -3738.609143     6300.678278     3461.461225       -7.883025       -3.769960       -2.522645
 53737.29178241     5704916.756     2809159.520     1866664.952    -3817.121292     6262.576201     3436.016527       -7.819208       -3.850303       -2.566198
 53737.29189815     5666355.661     2871591.439     1900896.089    -3894.989406     6223.675283     3410.139218       -7.754222       -3.929726       -2.609166
 53737.29201389     5627019.153     2933630.393     1934866.314    -3972.201922     6183.984801     3383.835176       -7.688092       -4.008214       -2.651543
 53737.29212963     5586913.845     2995268.534     1968571.390    -4048.747506     6143.514177     3357.110351       -7.620840       -4.085752       -2.693321
 53737.29224537     5546046.463     3056498.108     2002007.139    -4124.615058     6102.272973     3329.970767       -7.552489       -4.162327       -2.734494
 53737.29236111     5504423.840     3117311.458     2035169.443    -4199.793712     6060.270889     3302.422513       -7.483064       -4.237926       -2.775054
 53737.29247685     5462052.920     3177701.022     2068054.247    -4274.272842     6017.517754     3274.471747       -7.412588       -4.312535       -2.814995
 53737.29259259     5418940.750     3237659.342     2100657.557    -4348.042059     5974.023524     3246.124686       -7.341086       -4.386143       -2.854312
 53737.29270833     5375094.479     3297179.056     2132975.441    -4421.091219     5929.798275     3217.387608       -7.268581       -4.458737       -2.892998
 53737.29282407     5330521.359     3356252.905     2165004.030    -4493.410418     5884.852200     3188.266846       -7.195098       -4.530306       -2.931048
 53737.29293981     5285228.737     3414873.732     2196739.520    -4564.989997     5839.195601     3158.768786       -7.120661       -4.600840       -2.968457
 53737.29305556     5239224.056     3473034.483     2228178.170    -4635.820545     5792.838885     3128.899866       -7.045296       -4.670328       -3.005219
 53737.29317130     5192514.853     3530728.211     2259316.303    -4705.892895     5745.792563     3098.666568       -6.969026       -4.738760       -3.041331
 53737.29328704     5145108.755     3587948.071     2290150.308    -4775.198129     5698.067236     3068.075420       -6.891877       -4.806127       -3.076789
 53737.29340278     5097013.476     3644687.328     2320676.640    -4843.727577     5649.673600     3037.132991       -6.813873       -4.872421       -3.111587
 53737.29351852     5048236.817     3700939.351     2350891.819    -4911.472821     5600.622433     3005.845888       -6.735040       -4.937632       -3.145723
 53737.29363426     4998786.661     3756697.621     2380792.431    -4978.425689     5550.924593     2974.220753       -6.655402       -5.001754       -3.179193
 53737.29375000     4948670.971     3811955.724     2410375.130    -5044.578261     5500.591015     2942.264260       -6.574985       -5.064778       -3.211994
 53737.29386574     4897897.789     3866707.359     2439636.634    -5109.922866     5449.632702     2909.983112       -6.493813       -5.126700       -3.244123
 53737.29398148     4846475.232     3920946.333     2468573.732    -5174.452084     5398.060725     2877.384040       -6.411911       -5.187511       -3.275578
 53737.29409722     4794411.490     3974666.565     2497183.278    -5238.158746     5345.886211     2844.473797       -6.329306       -5.247206       -3.306357
 53737.29421296     4741714.822     4027862.086     2525462.194    -5301.035930     5293.120344     2811.259158       -6.246020       -5.305780       -3.336457
 53737.29432870     4688393.558     4080527.038     2553407.469    -5363.076966     5239.774361     2777.746915       -6.162080       -5.363229       -3.365878
 53737.29444444     4634456.091     4132655.677     2581016.163    -5424.275432     5185.859540     2743.943875       -6.077510       -5.419547       -3.394617
 53737.29456019     4579910.879     4184242.370     2608285.400    -5484.625152     5131.387203     2709.856859       -5.992335       -5.474731       -3.422673
 53737.29467593     4524766.437     4235281.600     2635212.376    -5544.120201     5076.368707     2675.492697       -5.906580       -5.528778       -3.450046
 53737.29479167     4469031.342     4285767.962     2661794.353    -5602.754896     5020.815441     2640.858226       -5.820269       -5.581685       -3.476734
 53737.29490741     4412714.225     4335696.165     2688028.662    -5660.523802     4964.738820     2605.960288       -5.733426       -5.633449       -3.502739
 53737.29502315     4355823.770     4385061.032     2713912.703    -5717.421728     4908.150283     2570.805727       -5.646077       -5.684068       -3.528059
 53737.29513889     4298368.711     4433857.502     2739443.944    -5773.443723     4851.061286     2535.401386       -5.558244       -5.733541       -3.552695
 53737.29525463     4240357.831     4482080.628     2764619.921    -5828.585080     4793.483297     2499.754106       -5.469953       -5.781866       -3.576647
 53737.29537037     4181799.959     4529725.576     2789438.239    -5882.841329     4735.427796     2463.870722       -5.381227       -5.829043       -3.599916
 53737.29548611     4122703.969     4576787.630     2813896.571    -5936.208240     4676.906267     2427.758060       -5.292089       -5.875072       -3.622503
 53737.29560185     4063078.772     4623262.186     2837992.659    -5988.681819     4617.930194     2391.422939       -5.202564       -5.919952       -3.644408
 53737.29571759     4002933.323     4669144.757     2861724.311    -6040.258304     4558.511058     2354.872163       -5.112674       -5.963684       -3.665634
 53737.29583333     3942276.608     4714430.969     2885089.406    -6090.934167     4498.660333     2318.112521       -5.022443       -6.006270       -3.686181
 53737.29594907     3881117.652     4759116.563     2908085.888    -6140.706110     4438.389482     2281.150788       -4.931894       -6.047710       -3.706053
 53737.29606481     3819465.509     4803197.396     2930711.771    -6189.571062     4377.709953     2243.993717       -4.841049       -6.088006       -3.725249
 53737.29618056     3757329.264     4846669.438     2952965.134    -6237.526180     4316.633174     2206.648043       -4.749931       -6.127160       -3.743774
 53737.29629630     3694718.027     4889528.774     2974844.125    -6284.568841     4255.170551     2169.120474       -4.658562       -6.165175       -3.761629
 53737.29641204     3631640.937     4931771.601     2996346.959    -6330.696647     4193.333463     2131.417695       -4.566963       -6.202053       -3.778816
 53737.29652778     3568107.151     4973394.233     3017471.917    -6375.907414     4131.133262     2093.546366       -4.475157       -6.237798       -3.795339
 53737.29664352     3504125.852     5014393.094     3038217.347    -6420.199177     4068.581264     2055.513114       -4.383166       -6.272413       -3.811201
