0,-1.50773,-2.908,-94.6709
1,-1.50817,-2.89901,-94.6796
2,-1.50714,-2.90091,-94.6787
3,-1.5094,-2.89468,-94.6771
4,-1.50906,-2.89442,-94.6766
5,-1.51953,-2.89881,-94.6721
6,-1.52355,-2.90239,-94.6733
7,-1.52521,-2.9006,-94.6724
8,-1.51972,-2.90255,-94.6676
9,-1.5162,-2.90127,-94.6652
10,-1.52305,-2.89652,-94.6614
11,-1.52364,-2.8941,-94.6621
12,-1.52286,-2.89161,-94.6628
13,-1.51661,-2.88671,-94.6642
14,-1.52242,-2.88635,-94.6674
15,-1.51955,-2.88767,-94.6689
16,-1.52011,-2.88864,-94.6765
17,-1.51955,-2.88738,-94.6789
18,-1.51944,-2.88529,-94.6779
19,-1.52189,-2.88047,-94.6808
20,-1.52444,-2.883,-94.6802
21,-1.52606,-2.87965,-94.6822
22,-1.53321,-2.8761,-94.6805
23,-1.53752,-2.8794,-94.6799
24,-1.53878,-2.88204,-94.6786
25,-1.54378,-2.88193,-94.6799
26,-1.54717,-2.88035,-94.6835
27,-1.54822,-2.8786,-94.6799
28,-1.54979,-2.87393,-94.6765
29,-1.55175,-2.88006,-94.6703
30,-1.54601,-2.87917,-94.6684
31,-1.54559,-2.87386,-94.6646
32,-1.54695,-2.8686,-94.6657
33,-1.54551,-2.86568,-94.6676
34,-1.54914,-2.86613,-94.6664
35,-1.55674,-2.87425,-94.6637
36,-1.56035,-2.87623,-94.6654
37,-1.5574,-2.87367,-94.6688
38,-1.55629,-2.8686,-94.675
39,-1.55706,-2.87011,-94.6797
40,-1.56028,-2.87168,-94.679
41,-1.5634,-2.8719,-94.676
42,-1.56308,-2.87245,-94.6768
43,-1.56301,-2.86877,-94.6761
44,-1.56671,-2.87111,-94.6735
45,-1.56509,-2.87107,-94.6804
46,-1.56654,-2.87086,-94.6847
47,-1.5667,-2.87689,-94.6884
48,-1.56274,-2.87617,-94.6931
49,-1.56028,-2.87902,-94.6952
50,-1.55774,-2.87786,-94.7005
51,-1.55731,-2.87562,-94.7019
52,-1.56394,-2.87358,-94.7034
53,-1.56366,-2.87328,-94.7092
54,-1.56016,-2.8753,-94.7074
55,-1.56266,-2.87178,-94.7064
56,-1.56271,-2.87284,-94.7054
57,-1.5669,-2.87346,-94.7049
58,-1.57415,-2.8734,-94.7105
59,-1.57725,-2.8734,-94.7131
60,-1.57727,-2.87218,-94.7145
61,-1.58162,-2.87819,-94.7151
62,-1.58271,-2.8793,-94.716
63,-1.59019,-2.88084,-94.718
64,-1.59651,-2.88271,-94.7163
65,-1.59833,-2.88195,-94.7131
66,-1.59595,-2.88003,-94.7119
67,-1.59562,-2.88145,-94.7133
68,-1.59553,-2.87958,-94.7094
69,-1.59138,-2.87696,-94.7036
70,-1.59067,-2.87422,-94.7036
71,-1.59293,-2.86959,-94.6985
72,-1.5916,-2.86899,-94.6904
73,-1.59201,-2.87488,-94.6924
74,-1.58888,-2.87528,-94.687
75,-1.58995,-2.87147,-94.6785
76,-1.58542,-2.86501,-94.6784
77,-1.58441,-2.86212,-94.6767
78,-1.58837,-2.86095,-94.6806
79,-1.59108,-2.86384,-94.6803
80,-1.59179,-2.86302,-94.6814
81,-1.59517,-2.86454,-94.6781
82,-1.59761,-2.86216,-94.6762
83,-1.59731,-2.85674,-94.6713
84,-1.60026,-2.8592,-94.6698
85,-1.60241,-2.85555,-94.6721
86,-1.60521,-2.85358,-94.6688
87,-1.61004,-2.85236,-94.6731
88,-1.61066,-2.85982,-94.6845
89,-1.61508,-2.86327,-94.6877
90,-1.62085,-2.86142,-94.6855
91,-1.62479,-2.86088,-94.6827
92,-1.62628,-2.86582,-94.6827
93,-1.62859,-2.87265,-94.6839
94,-1.62675,-2.87432,-94.6771
95,-1.61796,-2.8772,-94.6759
96,-1.61757,-2.87456,-94.6674
97,-1.62052,-2.87259,-94.6669
98,-1.62414,-2.87091,-94.6654
99,-1.62224,-2.86962,-94.6659
100,-1.62469,-2.86532,-94.6688
101,-1.6284,-2.86851,-94.6657
102,-1.63025,-2.86918,-94.66
103,-1.63119,-2.8746,-94.6577
104,-1.6317,-2.8765,-94.6543
105,-1.63357,-2.87376,-94.649
106,-1.62956,-2.87419,-94.6507
107,-1.62581,-2.868,-94.6531
108,-1.62728,-2.86862,-94.6556
109,-1.63129,-2.87009,-94.6556
110,-1.63164,-2.86882,-94.6616
111,-1.63042,-2.87297,-94.6632
112,-1.63385,-2.87445,-94.6598
113,-1.63797,-2.88055,-94.6631
114,-1.63543,-2.87934,-94.6635
115,-1.63423,-2.87464,-94.6687
116,-1.63879,-2.87233,-94.6666
117,-1.6438,-2.86872,-94.6679
118,-1.64639,-2.86599,-94.6662
119,-1.64989,-2.86939,-94.6608
120,-1.64706,-2.8656,-94.6674
121,-1.64304,-2.86428,-94.6742
122,-1.64197,-2.86706,-94.6742
123,-1.63657,-2.86293,-94.6718
124,-1.63178,-2.8622,-94.672
125,-1.63239,-2.86007,-94.6747
126,-1.63568,-2.85774,-94.6711
127,-1.63763,-2.86247,-94.6732
128,-1.63613,-2.86226,-94.6713
129,-1.63565,-2.85577,-94.671
130,-1.63465,-2.84232,-94.678
131,-1.63942,-2.83747,-94.6819
132,-1.64214,-2.83392,-94.6768
133,-1.64119,-2.83159,-94.6771
134,-1.63972,-2.82427,-94.6747
135,-1.64115,-2.82765,-94.6785
136,-1.63535,-2.82927,-94.6818
137,-1.63196,-2.82817,-94.6821
138,-1.63362,-2.82563,-94.6857
139,-1.63093,-2.81906,-94.6895
140,-1.63147,-2.81691,-94.6944
141,-1.63226,-2.81281,-94.6942
142,-1.63331,-2.81091,-94.6917
143,-1.63446,-2.81194,-94.6879
144,-1.63694,-2.81777,-94.6888
145,-1.63864,-2.81321,-94.6878
146,-1.63931,-2.81693,-94.6854
147,-1.64239,-2.81969,-94.681
