MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58393;2018;10;2;final;210.618;0.051;329.823;0.039;final;47.7058;0.0144;0.6496;0.0122;final;-114.547;0.153;-10.715;0.069;0.113;0.061;0.223;0.069
58394;2018;10;3;final;210.355;0.051;328.630;0.039;final;47.0499;0.0145;0.6627;0.0123;final;-114.368;0.156;-10.739;0.070;0.146;0.062;0.237;0.070
58395;2018;10;4;final;209.699;0.050;327.678;0.039;final;46.3388;0.0147;0.7689;0.0123;final;-113.890;0.158;-10.682;0.071;0.189;0.063;0.255;0.071
58396;2018;10;5;final;208.569;0.050;326.669;0.039;final;45.4856;0.0148;0.9519;0.0124;final;-113.329;0.156;-10.446;0.070;0.233;0.062;0.273;0.070
58397;2018;10;6;final;207.798;0.050;325.015;0.039;final;44.4243;0.0149;1.1845;0.0124;final;-113.065;0.156;-10.079;0.071;0.228;0.062;0.282;0.071
58398;2018;10;7;final;207.422;0.049;323.667;0.039;final;43.1593;0.0152;1.3610;0.0121;final;-113.102;0.158;-9.772;0.072;0.206;0.063;0.287;0.072
58399;2018;10;8;final;207.032;0.049;322.683;0.039;final;41.7531;0.0154;1.4287;0.0122;final;-113.268;0.161;-9.701;0.074;0.185;0.064;0.293;0.074
58400;2018;10;9;final;206.379;0.049;321.901;0.039;final;40.3033;0.0157;1.3973;0.0122;final;-113.404;0.163;-9.838;0.075;0.163;0.065;0.298;0.075
58401;2018;10;10;final;205.780;0.049;321.116;0.039;final;38.9207;0.0159;1.2980;0.0122;final;-113.297;0.166;-9.994;0.077;0.208;0.066;0.293;0.077
58402;2018;10;11;final;204.962;0.049;320.079;0.039;final;37.6815;0.0162;1.1636;0.0123;final;-113.116;0.168;-10.026;0.079;0.272;0.067;0.284;0.079
58403;2018;10;12;final;204.071;0.049;318.663;0.039;final;36.6260;0.0164;0.9740;0.0123;final;-112.918;0.168;-9.996;0.081;0.335;0.067;0.276;0.081
58404;2018;10;13;final;203.072;0.049;316.938;0.039;final;35.7551;0.0167;0.7920;0.0124;final;-112.837;0.171;-10.053;0.082;0.316;0.068;0.277;0.082
58405;2018;10;14;final;202.237;0.049;315.398;0.039;final;35.0527;0.0169;0.6451;0.0124;final;-112.701;0.199;-10.228;0.094;0.267;0.079;0.282;0.094
58406;2018;10;15;final;201.709;0.048;314.253;0.038;final;34.4828;0.0172;0.5261;0.0121;final;-112.480;0.201;-10.388;0.097;0.218;0.080;0.286;0.097
58407;2018;10;16;final;201.587;0.048;313.377;0.038;final;34.0064;0.0175;0.4738;0.0122;final;-112.266;0.206;-10.387;0.099;0.169;0.082;0.291;0.099
58408;2018;10;17;final;201.061;0.048;312.464;0.038;final;33.5909;0.0178;0.4420;0.0122;final;-111.964;0.209;-10.248;0.104;0.185;0.083;0.285;0.104
58409;2018;10;18;final;200.195;0.048;311.053;0.038;final;33.1598;0.0179;0.4956;0.0122;final;-111.717;0.209;-10.102;0.108;0.219;0.083;0.276;0.108
58410;2018;10;19;final;199.086;0.048;309.868;0.039;final;32.6359;0.0183;0.5882;0.0123;final;-111.555;0.214;-10.053;0.113;0.252;0.085;0.267;0.113
58411;2018;10;20;final;197.901;0.048;308.640;0.039;final;31.9542;0.0185;0.7321;0.0123;final;-111.414;0.216;-10.056;0.119;0.286;0.086;0.259;0.119
58412;2018;10;21;final;196.795;0.048;307.520;0.039;final;31.1601;0.0173;0.8843;0.0124;final;-111.242;0.189;-9.971;0.088;0.319;0.075;0.250;0.088
58413;2018;10;22;final;195.484;0.048;306.314;0.039;final;30.1869;0.0174;1.0232;0.0125;final;-111.037;0.194;-9.712;0.090;0.353;0.077;0.241;0.090
58414;2018;10;23;final;194.678;0.048;304.995;0.039;final;29.0526;0.0175;1.1959;0.0125;final;-110.880;0.196;-9.360;0.091;0.386;0.078;0.232;0.091
58415;2018;10;24;final;193.786;0.049;304.246;0.039;final;27.8164;0.0176;1.2863;0.0125;final;-110.908;0.199;-9.105;0.092;0.384;0.079;0.226;0.092
58416;2018;10;25;final;193.198;0.049;303.704;0.039;final;26.5278;0.0177;1.2838;0.0126;final;-111.012;0.201;-9.095;0.092;0.372;0.080;0.221;0.092
58417;2018;10;26;final;192.542;0.049;303.242;0.039;final;25.2483;0.0176;1.1726;0.0127;final;-111.064;0.204;-9.296;0.092;0.361;0.081;0.216;0.092
58418;2018;10;27;final;192.084;0.050;302.536;0.040;final;24.0577;0.0175;1.1229;0.0127;final;-111.037;0.206;-9.527;0.092;0.349;0.082;0.210;0.092
58419;2018;10;28;final;191.642;0.051;302.139;0.040;final;22.9965;0.0173;1.0509;0.0128;final;-110.997;0.209;-9.609;0.092;0.338;0.083;0.205;0.092
58420;2018;10;29;final;190.205;0.051;301.362;0.040;final;22.0500;0.0172;0.9194;0.0129;final;-111.018;0.211;-9.516;0.092;0.326;0.084;0.200;0.092
58421;2018;10;30;final;188.138;0.052;300.142;0.040;final;21.1663;0.0170;0.8422;0.0129;final;-111.049;0.214;-9.356;0.092;0.315;0.085;0.195;0.092
58422;2018;10;31;final;186.317;0.053;298.765;0.041;final;20.3084;0.0170;0.8855;0.0130;final;-110.917;0.216;-9.246;0.096;0.322;0.086;0.185;0.096
58423;2018;11;1;final;184.486;0.054;297.036;0.041;final;19.3697;0.0170;1.0027;0.0131;final;-110.581;0.219;-9.180;0.100;0.334;0.087;0.174;0.100
58424;2018;11;2;prediction;183.159;0.055;295.253;0.042;prediction;18.2887;0.0170;;;prediction;;;;;0.346;0.088;0.164;0.104
58425;2018;11;3;prediction;182.203;0.056;293.546;0.043;prediction;17.1169;0.0170;;;prediction;;;;;0.359;0.089;0.153;0.108
58426;2018;11;4;prediction;181.228;0.057;292.508;0.043;prediction;15.8576;0.0170;;;prediction;;;;;0.371;0.090;0.142;0.112
58427;2018;11;5;prediction;180.091;0.058;291.712;0.044;prediction;14.5906;0.0170;;;prediction;;;;;0.383;0.092;0.131;0.115
58428;2018;11;6;prediction;179.356;0.059;291.077;0.045;prediction;13.3574;0.0170;;;prediction;;;;;0.395;0.093;0.121;0.119
58429;2018;11;7;prediction;178.227;0.061;290.508;0.046;prediction;12.2133;0.0171;;;prediction;;;;;0.000;0.094;0.000;0.124
58430;2018;11;8;prediction;177.607;0.063;289.478;0.047;prediction;11.1757;0.0172;;;prediction;;;;;0.000;0.095;0.000;0.129
58431;2018;11;9;prediction;177.445;0.064;288.258;0.049;prediction;10.2550;0.0173;;;prediction;;;;;0.000;0.096;0.000;0.134
58432;2018;11;10;prediction;176.945;0.067;287.010;0.050;prediction;9.4441;0.0174;;;prediction;;;;;0.000;0.098;0.000;0.138
58433;2018;11;11;prediction;175.760;0.070;285.914;0.052;prediction;8.7188;0.0175;;;prediction;;;;;0.000;0.099;0.000;0.141
58434;2018;11;12;prediction;174.767;0.041;284.853;0.036;prediction;8.1174;0.0214;;;prediction;;;;;0.000;0.134;0.000;0.223
58435;2018;11;13;prediction;173.662;0.041;283.730;0.036;prediction;7.5022;0.0218;;;prediction;;;;;0.000;0.137;0.000;0.235
58436;2018;11;14;prediction;172.449;0.042;282.799;0.037;prediction;6.7281;0.0222;;;prediction;;;;;0.000;0.139;0.000;0.247
58437;2018;11;15;prediction;171.164;0.042;281.645;0.037;prediction;5.9529;0.0225;;;prediction;;;;;0.000;0.142;0.000;0.259
58438;2018;11;16;prediction;169.552;0.043;280.599;0.038;prediction;5.1231;0.0228;;;prediction;;;;;0.000;0.145;0.000;0.270
58439;2018;11;17;prediction;167.991;0.043;279.699;0.038;prediction;4.0747;0.0230;;;prediction;;;;;0.000;0.147;0.000;0.281
58440;2018;11;18;prediction;167.115;0.044;279.129;0.039;prediction;2.9132;0.0236;;;prediction;;;;;0.000;0.150;0.000;0.291
58441;2018;11;19;prediction;166.017;0.045;278.729;0.039;prediction;1.8137;0.0244;;;prediction;;;;;0.000;0.152;0.000;0.301
58442;2018;11;20;prediction;164.943;0.046;278.380;0.040;prediction;0.5447;0.0252;;;prediction;;;;;0.000;0.155;0.000;0.310
58443;2018;11;21;prediction;163.868;0.046;278.208;0.040;prediction;-0.8559;0.0260;;;prediction;;;;;0.000;0.157;0.000;0.319
58444;2018;11;22;prediction;162.782;0.047;277.617;0.041;prediction;-2.2542;0.0269;;;prediction;;;;;0.000;0.159;0.000;0.327
58445;2018;11;23;prediction;161.898;0.048;277.250;0.041;prediction;-3.5576;0.0278;;;prediction;;;;;0.000;0.162;0.000;0.335
58446;2018;11;24;prediction;160.515;0.049;277.186;0.042;prediction;-5.1120;0.0287;;;prediction;;;;;0.000;0.164;0.000;0.342
58447;2018;11;25;prediction;159.202;0.050;276.971;0.043;prediction;-6.0068;0.0296;;;prediction;;;;;0.000;0.166;0.000;0.349
58448;2018;11;26;prediction;158.422;0.050;276.791;0.043;prediction;-6.8204;0.0305;;;prediction;;;;;0.000;0.168;0.000;0.355
58449;2018;11;27;prediction;156.988;0.051;276.991;0.044;prediction;-7.7280;0.0314;;;prediction;;;;;0.000;0.171;0.000;0.360
58450;2018;11;28;prediction;154.680;0.052;276.762;0.045;prediction;-8.7437;0.0322;;;prediction;;;;;0.000;0.173;0.000;0.366
58451;2018;11;29;prediction;152.411;0.053;276.347;0.046;prediction;-9.9406;0.0330;;;prediction;;;;;0.000;0.175;0.000;0.370
58452;2018;11;30;prediction;150.425;0.055;275.140;0.048;prediction;-11.1792;0.0342;;;prediction;;;;;0.000;0.177;0.000;0.375
58453;2018;12;1;prediction;148.235;0.057;275.218;0.050;prediction;-12.6290;0.0356;;;prediction;;;;;0.000;0.179;0.000;0.378
