MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58527;2019;2;13;prediction;37.651;0.060;323.862;0.043;prediction;-71.8429;0.0094;;;prediction;;;;;0.312;0.074;-0.154;0.051
58528;2019;2;14;prediction;36.291;0.060;324.177;0.043;prediction;-72.9656;0.0094;;;prediction;;;;;0.286;0.074;-0.210;0.051
58529;2019;2;15;prediction;35.063;0.061;324.502;0.043;prediction;-74.0264;0.0093;;;prediction;;;;;0.260;0.075;-0.266;0.051
58530;2019;2;16;prediction;34.819;0.061;325.536;0.044;prediction;-74.9822;0.0095;;;prediction;;;;;0.256;0.076;-0.283;0.053
58531;2019;2;17;prediction;35.309;0.062;327.019;0.045;prediction;-75.9337;0.0098;;;prediction;;;;;0.262;0.078;-0.285;0.057
58532;2019;2;18;prediction;36.333;0.063;328.800;0.045;prediction;-76.9514;0.0100;;;prediction;;;;;0.267;0.079;-0.287;0.061
58533;2019;2;19;prediction;37.100;0.064;330.737;0.046;prediction;-78.1388;0.0102;;;prediction;;;;;0.272;0.081;-0.290;0.065
58534;2019;2;20;prediction;37.446;0.066;332.533;0.047;prediction;-79.5073;0.0105;;;prediction;;;;;0.277;0.082;-0.292;0.070
58535;2019;2;21;prediction;37.341;0.067;334.220;0.049;prediction;-80.9991;0.0108;;;prediction;;;;;0.264;0.084;-0.242;0.075
58536;2019;2;22;prediction;36.781;0.070;335.948;0.050;prediction;-82.5434;0.0111;;;prediction;;;;;0.246;0.086;-0.176;0.082
58537;2019;2;23;prediction;35.673;0.072;337.536;0.052;prediction;-84.0543;0.0115;;;prediction;;;;;0.000;0.087;0.000;0.088
58538;2019;2;24;prediction;35.212;0.036;338.474;0.027;prediction;-85.4186;0.0109;;;prediction;;;;;0.000;0.073;0.000;0.072
58539;2019;2;25;prediction;35.385;0.037;339.252;0.027;prediction;-86.5763;0.0111;;;prediction;;;;;0.000;0.074;0.000;0.076
58540;2019;2;26;prediction;35.830;0.037;340.247;0.027;prediction;-87.5066;0.0114;;;prediction;;;;;0.000;0.075;0.000;0.079
58541;2019;2;27;prediction;36.286;0.038;341.375;0.028;prediction;-88.2209;0.0118;;;prediction;;;;;0.000;0.076;0.000;0.083
58542;2019;2;28;prediction;37.356;0.039;342.432;0.028;prediction;-88.8146;0.0121;;;prediction;;;;;0.000;0.077;0.000;0.086
58543;2019;3;1;prediction;38.506;0.040;344.076;0.029;prediction;-89.3037;0.0124;;;prediction;;;;;0.000;0.078;0.000;0.089
