MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58971;2020;5;2;final;77.588;0.054;436.915;0.036;final;-242.9170;0.0068;0.5860;0.0129;final;-104.699;0.151;-10.624;0.048;0.102;0.060;0.018;0.048
58972;2020;5;3;final;79.720;0.054;438.133;0.036;final;-243.6308;0.0068;0.8396;0.0130;final;-104.481;0.151;-10.611;0.047;0.100;0.060;0.028;0.047
58973;2020;5;4;final;81.539;0.054;439.339;0.036;final;-244.5748;0.0068;1.0690;0.0130;final;-104.463;0.151;-10.466;0.046;0.098;0.060;0.039;0.046
58974;2020;5;5;final;83.001;0.054;440.397;0.037;final;-245.6700;0.0068;1.1321;0.0131;final;-104.777;0.153;-10.245;0.045;0.097;0.061;0.049;0.045
58975;2020;5;6;final;84.371;0.054;441.298;0.037;final;-246.8040;0.0069;1.1108;0.0132;final;-105.476;0.153;-10.174;0.046;0.069;0.061;0.024;0.046
58976;2020;5;7;final;85.880;0.054;442.199;0.037;final;-247.8448;0.0070;0.9728;0.0132;final;-106.216;0.156;-10.285;0.047;0.034;0.062;-0.011;0.047
58977;2020;5;8;final;87.577;0.053;442.774;0.036;final;-248.6936;0.0071;0.7462;0.0129;final;-106.635;0.153;-10.407;0.047;-0.001;0.061;-0.046;0.047
58978;2020;5;9;final;89.488;0.053;443.500;0.036;final;-249.3145;0.0072;0.5172;0.0129;final;-106.574;0.156;-10.361;0.048;-0.017;0.062;-0.024;0.048
58979;2020;5;10;final;91.613;0.052;444.552;0.035;final;-249.7270;0.0073;0.3195;0.0126;final;-106.202;0.158;-10.291;0.049;-0.025;0.063;0.020;0.049
58980;2020;5;11;final;93.236;0.052;445.566;0.035;final;-249.9850;0.0074;0.1858;0.0126;final;-105.798;0.158;-10.381;0.049;-0.033;0.063;0.064;0.049
58981;2020;5;12;final;94.612;0.052;446.353;0.035;final;-250.1641;0.0074;0.1770;0.0127;final;-105.629;0.151;-10.581;0.048;-0.041;0.060;0.108;0.048
58982;2020;5;13;final;95.989;0.052;446.778;0.034;final;-250.3571;0.0075;0.1767;0.0127;final;-105.623;0.151;-10.771;0.048;0.016;0.060;0.059;0.048
58983;2020;5;14;final;97.182;0.052;446.651;0.034;final;-250.5619;0.0076;0.1941;0.0128;final;-105.696;0.153;-10.773;0.048;0.091;0.061;-0.014;0.048
58984;2020;5;15;final;98.876;0.052;446.341;0.034;final;-250.7604;0.0076;0.2778;0.0128;final;-105.574;0.151;-10.663;0.047;0.165;0.060;-0.087;0.047
58985;2020;5;16;final;100.314;0.052;446.369;0.034;final;-251.0803;0.0076;0.3654;0.0129;final;-105.445;0.153;-10.498;0.047;0.138;0.061;-0.076;0.047
58986;2020;5;17;final;101.760;0.051;446.093;0.033;final;-251.4781;0.0076;0.4799;0.0126;final;-105.421;0.153;-10.347;0.046;0.073;0.061;-0.035;0.046
58987;2020;5;18;final;102.987;0.050;446.067;0.033;final;-252.0116;0.0076;0.5811;0.0126;final;-105.678;0.153;-10.159;0.046;0.008;0.061;0.007;0.046
58988;2020;5;19;final;104.425;0.050;445.811;0.033;final;-252.6084;0.0076;0.5937;0.0126;final;-106.196;0.153;-9.926;0.045;-0.058;0.061;0.049;0.045
58989;2020;5;20;final;106.126;0.050;445.938;0.033;final;-253.1595;0.0077;0.5169;0.0127;final;-106.485;0.156;-9.835;0.046;-0.023;0.062;0.020;0.046
58990;2020;5;21;final;107.451;0.050;446.340;0.033;final;-253.6215;0.0079;0.4139;0.0127;final;-106.555;0.158;-9.949;0.048;0.038;0.063;-0.027;0.048
58991;2020;5;22;final;108.276;0.050;446.830;0.033;final;-253.9584;0.0080;0.2708;0.0128;final;-106.454;0.161;-10.234;0.049;0.099;0.064;-0.074;0.049
58992;2020;5;23;final;108.408;0.050;447.067;0.033;final;-254.1455;0.0082;0.1082;0.0128;final;-106.414;0.163;-10.482;0.050;0.093;0.065;-0.053;0.050
58993;2020;5;24;final;108.450;0.050;446.649;0.033;final;-254.1521;0.0083;-0.0710;0.0129;final;-106.406;0.163;-10.604;0.052;0.063;0.065;-0.007;0.052
58994;2020;5;25;final;108.366;0.050;446.013;0.033;final;-254.0079;0.0085;-0.1809;0.0129;final;-106.481;0.166;-10.602;0.053;0.032;0.066;0.040;0.053
