MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58332;2018;8;2;final;198.928;0.050;404.282;0.037;final;69.4943;0.0127;0.2858;0.0122;final;-112.728;0.156;-11.552;0.043;-0.029;0.062;0.000;0.043
58333;2018;8;3;final;199.383;0.050;403.118;0.037;final;69.2025;0.0125;0.3289;0.0122;final;-113.006;0.156;-11.559;0.041;-0.065;0.062;-0.069;0.041
58334;2018;8;4;final;199.965;0.050;402.113;0.037;final;68.8969;0.0123;0.3065;0.0122;final;-113.312;0.156;-11.524;0.039;0.000;0.062;0.000;0.039
58335;2018;8;5;final;200.232;0.050;401.033;0.038;final;68.6282;0.0121;0.2713;0.0123;final;-113.868;0.156;-11.632;0.037;0.000;0.062;0.000;0.037
58336;2018;8;6;final;200.431;0.050;399.820;0.038;final;68.4629;0.0119;0.1688;0.0123;final;-114.223;0.156;-11.713;0.035;0.000;0.062;0.000;0.035
58337;2018;8;7;final;200.636;0.049;398.585;0.038;final;68.3162;0.0117;0.0637;0.0123;final;-114.332;0.156;-11.748;0.033;0.000;0.062;0.000;0.033
58338;2018;8;8;final;200.792;0.050;397.380;0.038;final;68.3688;0.0119;-0.0044;0.0124;final;-114.354;0.156;-11.814;0.034;0.000;0.062;0.000;0.034
58339;2018;8;9;final;200.735;0.050;396.172;0.038;final;68.3037;0.0122;0.0438;0.0124;final;-114.518;0.158;-11.865;0.035;-0.065;0.063;0.046;0.035
58340;2018;8;10;final;201.186;0.050;394.671;0.038;final;68.2306;0.0125;0.1696;0.0125;final;-114.414;0.158;-11.837;0.036;-0.063;0.063;0.070;0.036
58341;2018;8;11;final;202.013;0.050;393.049;0.038;final;67.9502;0.0127;0.3397;0.0123;final;-114.192;0.156;-11.663;0.038;-0.060;0.062;0.093;0.038
58342;2018;8;12;final;203.168;0.050;391.474;0.038;final;67.5569;0.0129;0.5155;0.0124;final;-113.970;0.156;-11.503;0.040;-0.058;0.062;0.117;0.040
