MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58387;2018;9;26;final;211.282;0.052;337.667;0.040;final;52.6864;0.0141;0.8748;0.0127;final;-114.762;0.146;-10.414;0.059;-0.166;0.058;0.276;0.059
58388;2018;9;27;final;210.520;0.052;336.039;0.040;final;51.8244;0.0145;0.9004;0.0128;final;-114.780;0.148;-10.454;0.061;-0.139;0.059;0.272;0.061
58389;2018;9;28;final;210.394;0.053;334.754;0.040;final;50.9293;0.0149;0.9213;0.0128;final;-114.697;0.148;-10.577;0.063;-0.091;0.059;0.262;0.063
58390;2018;9;29;final;210.485;0.053;333.689;0.040;final;49.9990;0.0153;0.8676;0.0129;final;-114.565;0.151;-10.673;0.065;-0.043;0.060;0.253;0.065
58391;2018;9;30;final;210.508;0.053;332.267;0.041;final;49.1528;0.0156;0.7729;0.0130;final;-114.504;0.153;-10.699;0.068;0.005;0.061;0.243;0.068
58392;2018;10;1;final;210.528;0.053;330.834;0.041;final;48.3911;0.0159;0.6971;0.0130;final;-114.556;0.156;-10.691;0.070;0.053;0.062;0.234;0.070
58393;2018;10;2;prediction;210.616;0.053;329.836;0.041;prediction;47.7043;0.0161;;;prediction;;;;;0.101;0.062;0.224;0.072
58394;2018;10;3;prediction;210.355;0.054;328.623;0.042;prediction;47.0475;0.0163;;;prediction;;;;;0.146;0.063;0.237;0.074
58395;2018;10;4;prediction;209.704;0.054;327.683;0.042;prediction;46.3371;0.0165;;;prediction;;;;;0.189;0.064;0.255;0.075
58396;2018;10;5;prediction;208.567;0.054;326.653;0.043;prediction;45.4855;0.0167;;;prediction;;;;;0.233;0.065;0.273;0.076
58397;2018;10;6;prediction;207.788;0.054;325.020;0.043;prediction;44.4249;0.0170;;;prediction;;;;;0.000;0.065;0.000;0.077
58398;2018;10;7;prediction;207.425;0.054;323.673;0.044;prediction;43.1582;0.0174;;;prediction;;;;;0.000;0.066;0.000;0.079
58399;2018;10;8;prediction;207.034;0.055;322.686;0.044;prediction;41.7611;0.0178;;;prediction;;;;;0.000;0.067;0.000;0.080
58400;2018;10;9;prediction;206.374;0.056;321.890;0.045;prediction;40.3358;0.0183;;;prediction;;;;;0.000;0.067;0.000;0.081
58401;2018;10;10;prediction;205.772;0.057;321.123;0.046;prediction;38.9691;0.0187;;;prediction;;;;;0.000;0.068;0.000;0.082
58402;2018;10;11;prediction;204.974;0.058;320.068;0.047;prediction;37.7167;0.0191;;;prediction;;;;;0.000;0.068;0.000;0.083
58403;2018;10;12;prediction;204.056;0.059;318.688;0.049;prediction;36.6760;0.0194;;;prediction;;;;;0.000;0.069;0.000;0.083
58404;2018;10;13;prediction;203.087;0.061;316.906;0.050;prediction;35.7704;0.0196;;;prediction;;;;;0.000;0.069;0.000;0.084
58405;2018;10;14;prediction;202.296;0.034;315.352;0.034;prediction;35.0099;0.0257;;;prediction;;;;;0.000;0.070;0.000;0.084
58406;2018;10;15;prediction;201.823;0.035;314.281;0.035;prediction;34.5441;0.0264;;;prediction;;;;;0.000;0.071;0.000;0.085
58407;2018;10;16;prediction;201.593;0.035;313.378;0.035;prediction;34.0870;0.0271;;;prediction;;;;;0.000;0.071;0.000;0.085
58408;2018;10;17;prediction;201.113;0.035;312.428;0.035;prediction;33.6414;0.0279;;;prediction;;;;;0.000;0.071;0.000;0.085
58409;2018;10;18;prediction;200.221;0.036;311.085;0.036;prediction;33.1967;0.0286;;;prediction;;;;;0.000;0.072;0.000;0.086
58410;2018;10;19;prediction;199.156;0.036;309.659;0.036;prediction;32.6642;0.0292;;;prediction;;;;;0.000;0.072;0.000;0.086
58411;2018;10;20;prediction;197.839;0.037;308.777;0.036;prediction;31.9452;0.0299;;;prediction;;;;;0.000;0.073;0.000;0.086
58412;2018;10;21;prediction;196.830;0.038;307.477;0.037;prediction;31.0970;0.0306;;;prediction;;;;;0.000;0.073;0.000;0.086
58413;2018;10;22;prediction;195.454;0.039;306.365;0.037;prediction;30.2278;0.0314;;;prediction;;;;;0.000;0.073;0.000;0.086
58414;2018;10;23;prediction;194.608;0.040;304.920;0.037;prediction;29.1074;0.0323;;;prediction;;;;;0.000;0.074;0.000;0.087
58415;2018;10;24;prediction;193.869;0.041;304.246;0.038;prediction;27.8845;0.0332;;;prediction;;;;;0.000;0.074;0.000;0.087
58416;2018;10;25;prediction;193.138;0.042;303.723;0.038;prediction;26.5555;0.0341;;;prediction;;;;;0.000;0.074;0.000;0.087
58417;2018;10;26;prediction;192.663;0.043;303.183;0.039;prediction;25.2762;0.0349;;;prediction;;;;;0.000;0.074;0.000;0.087
58418;2018;10;27;prediction;191.985;0.044;302.528;0.039;prediction;24.1046;0.0359;;;prediction;;;;;0.000;0.075;0.000;0.087
58419;2018;10;28;prediction;191.625;0.045;302.039;0.040;prediction;23.0494;0.0367;;;prediction;;;;;0.000;0.075;0.000;0.087
58420;2018;10;29;prediction;190.308;0.046;301.377;0.041;prediction;22.0851;0.0375;;;prediction;;;;;0.000;0.075;0.000;0.087
58421;2018;10;30;prediction;188.175;0.047;300.100;0.042;prediction;21.1912;0.0383;;;prediction;;;;;0.000;0.075;0.000;0.087
58422;2018;10;31;prediction;186.379;0.049;298.806;0.043;prediction;20.2893;0.0390;;;prediction;;;;;0.000;0.076;0.000;0.087
58423;2018;11;1;prediction;184.448;0.050;296.983;0.045;prediction;19.3544;0.0401;;;prediction;;;;;0.000;0.076;0.000;0.087
