MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58516;2019;2;2;final;49.056;0.058;308.504;0.040;final;-61.6807;0.0094;0.4658;0.0136;final;-106.575;0.171;-8.003;0.053;0.267;0.068;-0.175;0.053
58517;2019;2;3;final;47.559;0.058;310.550;0.039;final;-62.1318;0.0094;0.5001;0.0133;final;-106.111;0.173;-8.121;0.053;0.297;0.069;-0.193;0.053
58518;2019;2;4;final;45.944;0.058;311.689;0.039;final;-62.6834;0.0091;0.5894;0.0133;final;-105.711;0.168;-8.130;0.052;0.326;0.067;-0.210;0.052
58519;2019;2;5;final;44.745;0.058;312.776;0.040;final;-63.3636;0.0091;0.7100;0.0133;final;-105.493;0.168;-8.013;0.051;0.356;0.067;-0.228;0.051
58520;2019;2;6;final;43.838;0.058;313.876;0.040;final;-64.1456;0.0091;0.8363;0.0134;final;-105.588;0.171;-7.874;0.051;0.336;0.068;-0.225;0.051
58521;2019;2;7;final;43.000;0.058;314.914;0.040;final;-65.0381;0.0090;0.9471;0.0135;final;-105.826;0.171;-7.860;0.050;0.302;0.068;-0.216;0.050
58522;2019;2;8;final;42.225;0.058;316.266;0.040;final;-66.0328;0.0088;1.0463;0.0135;final;-106.051;0.161;-7.972;0.048;0.269;0.064;-0.208;0.048
58523;2019;2;9;final;41.812;0.058;318.184;0.040;final;-67.1122;0.0087;1.1151;0.0136;final;-106.078;0.163;-8.091;0.047;0.274;0.065;-0.188;0.047
58524;2019;2;10;final;41.158;0.058;320.405;0.040;final;-68.2579;0.0087;1.1816;0.0132;final;-105.996;0.163;-8.176;0.047;0.292;0.065;-0.164;0.047
58525;2019;2;11;final;40.091;0.058;322.109;0.040;final;-69.4520;0.0086;1.1896;0.0133;final;-105.949;0.166;-8.273;0.046;0.310;0.066;-0.139;0.046
58526;2019;2;12;final;38.728;0.057;323.345;0.040;final;-70.6618;0.0086;1.1548;0.0133;final;-105.948;0.166;-8.391;0.045;0.329;0.066;-0.115;0.045
58527;2019;2;13;final;37.643;0.057;323.847;0.040;final;-71.8419;0.0085;1.1475;0.0134;final;-105.961;0.168;-8.473;0.045;0.312;0.067;-0.154;0.045
58528;2019;2;14;final;36.400;0.057;324.163;0.040;final;-72.9663;0.0085;1.0705;0.0134;final;-105.952;0.168;-8.367;0.044;0.287;0.067;-0.210;0.044
58529;2019;2;15;final;35.202;0.057;324.437;0.040;final;-74.0279;0.0084;1.0196;0.0135;final;-106.256;0.141;-8.195;0.034;0.249;0.056;-0.260;0.034
58530;2019;2;16;final;34.898;0.057;325.551;0.040;final;-74.9921;0.0084;0.9527;0.0135;final;-106.919;0.133;-8.250;0.034;0.248;0.053;-0.277;0.034
58531;2019;2;17;final;35.382;0.057;326.979;0.040;final;-75.9557;0.0085;0.9808;0.0132;final;-107.571;0.136;-8.658;0.035;0.257;0.054;-0.281;0.035
58532;2019;2;18;final;36.402;0.057;328.814;0.040;final;-76.9600;0.0086;1.0855;0.0132;final;-107.561;0.138;-9.130;0.036;0.266;0.055;-0.284;0.036
58533;2019;2;19;final;37.158;0.057;330.699;0.040;final;-78.1400;0.0086;1.2574;0.0133;final;-106.765;0.138;-9.315;0.037;0.275;0.055;-0.288;0.037
58534;2019;2;20;final;37.516;0.057;332.551;0.040;final;-79.5086;0.0087;1.4033;0.0133;final;-105.744;0.141;-9.210;0.038;0.284;0.056;-0.292;0.038
58535;2019;2;21;final;37.413;0.058;334.153;0.040;final;-80.9978;0.0088;1.5192;0.0134;final;-105.165;0.141;-9.001;0.039;0.274;0.056;-0.244;0.039
58536;2019;2;22;final;36.818;0.058;335.980;0.040;final;-82.5419;0.0089;1.5719;0.0134;final;-105.172;0.143;-8.823;0.040;0.259;0.057;-0.183;0.040
58537;2019;2;23;final;35.737;0.058;337.451;0.040;final;-84.0556;0.0090;1.4688;0.0135;final;-105.504;0.146;-8.659;0.041;0.262;0.058;-0.176;0.041
58538;2019;2;24;final;35.247;0.058;338.456;0.040;final;-85.4319;0.0090;1.2769;0.0135;final;-105.857;0.146;-8.495;0.041;0.272;0.058;-0.190;0.041
58539;2019;2;25;final;35.471;0.058;339.209;0.040;final;-86.6007;0.0091;1.0387;0.0136;final;-106.018;0.146;-8.497;0.041;0.281;0.058;-0.204;0.041
58540;2019;2;26;final;35.833;0.059;340.201;0.040;final;-87.5390;0.0091;0.8116;0.0136;final;-106.020;0.148;-8.763;0.041;0.291;0.059;-0.218;0.041
58541;2019;2;27;final;36.327;0.059;341.329;0.041;final;-88.2395;0.0091;0.6205;0.0137;final;-106.122;0.148;-9.134;0.040;0.285;0.059;-0.217;0.040
58542;2019;2;28;final;37.318;0.059;342.436;0.041;final;-88.7969;0.0091;0.5425;0.0138;final;-106.361;0.151;-9.402;0.040;0.274;0.060;-0.212;0.040
58543;2019;3;1;final;38.596;0.060;344.050;0.041;final;-89.3224;0.0091;0.4450;0.0138;final;-106.487;0.151;-9.502;0.040;0.263;0.060;-0.207;0.040
58544;2019;3;2;prediction;40.117;0.060;345.745;0.041;prediction;-89.7473;0.0093;;;prediction;;;;;0.260;0.061;-0.201;0.040
58545;2019;3;3;prediction;41.762;0.060;347.316;0.041;prediction;-90.2420;0.0094;;;prediction;;;;;0.261;0.062;-0.196;0.042
58546;2019;3;4;prediction;43.013;0.061;348.974;0.042;prediction;-90.7689;0.0095;;;prediction;;;;;0.262;0.063;-0.191;0.043
58547;2019;3;5;prediction;44.014;0.061;350.852;0.042;prediction;-91.3669;0.0096;;;prediction;;;;;0.262;0.064;-0.185;0.045
58548;2019;3;6;prediction;44.621;0.061;352.598;0.042;prediction;-92.0683;0.0097;;;prediction;;;;;0.251;0.065;-0.208;0.047
58549;2019;3;7;prediction;45.538;0.062;354.189;0.043;prediction;-92.8983;0.0098;;;prediction;;;;;0.237;0.066;-0.238;0.049
58550;2019;3;8;prediction;45.752;0.062;355.895;0.043;prediction;-93.8733;0.0099;;;prediction;;;;;0.223;0.067;-0.268;0.051
58551;2019;3;9;prediction;45.494;0.063;356.806;0.044;prediction;-94.8434;0.0101;;;prediction;;;;;0.225;0.068;-0.276;0.054
58552;2019;3;10;prediction;45.261;0.063;357.824;0.044;prediction;-95.8967;0.0103;;;prediction;;;;;0.233;0.069;-0.276;0.057
58553;2019;3;11;prediction;45.547;0.064;359.023;0.045;prediction;-96.9695;0.0105;;;prediction;;;;;0.242;0.071;-0.275;0.061
58554;2019;3;12;prediction;45.441;0.065;360.632;0.046;prediction;-97.9969;0.0107;;;prediction;;;;;0.250;0.072;-0.275;0.065
58555;2019;3;13;prediction;44.991;0.066;361.749;0.047;prediction;-98.9295;0.0110;;;prediction;;;;;0.239;0.500;-0.261;0.500
58556;2019;3;14;prediction;44.633;0.067;363.114;0.048;prediction;-99.7468;0.0113;;;prediction;;;;;0.230;0.500;-0.273;0.500
58557;2019;3;15;prediction;44.721;0.069;364.215;0.050;prediction;-100.5338;0.0115;;;prediction;;;;;0.219;0.500;-0.288;0.500
58558;2019;3;16;prediction;44.924;0.071;365.628;0.051;prediction;-101.3050;0.0117;;;prediction;;;;;0.213;0.500;-0.301;0.500
58559;2019;3;17;prediction;45.167;0.049;366.697;0.034;prediction;-102.1648;0.0088;;;prediction;;;;;0.212;0.500;-0.308;0.500
58560;2019;3;18;prediction;45.471;0.050;367.726;0.034;prediction;-103.1553;0.0091;;;prediction;;;;;0.211;0.500;-0.307;0.500
58561;2019;3;19;prediction;45.878;0.051;368.633;0.035;prediction;-104.3607;0.0093;;;prediction;;;;;0.206;0.500;-0.299;0.500
58562;2019;3;20;prediction;45.482;0.052;369.720;0.036;prediction;-105.7827;0.0096;;;prediction;;;;;0.196;0.500;-0.286;0.500
58563;2019;3;21;prediction;45.418;0.053;370.526;0.036;prediction;-107.3480;0.0099;;;prediction;;;;;0.184;0.500;-0.272;0.500
58564;2019;3;22;prediction;45.055;0.054;371.839;0.037;prediction;-109.0283;0.0101;;;prediction;;;;;0.177;0.500;-0.257;0.500
58565;2019;3;23;prediction;45.079;0.055;372.992;0.037;prediction;-110.6554;0.0104;;;prediction;;;;;0.177;0.500;-0.245;0.500
58566;2019;3;24;prediction;45.252;0.055;374.480;0.038;prediction;-112.1325;0.0107;;;prediction;;;;;0.185;0.500;-0.236;0.500
58567;2019;3;25;prediction;45.876;0.056;375.780;0.038;prediction;-113.4188;0.0110;;;prediction;;;;;0.196;0.500;-0.231;0.500
58568;2019;3;26;prediction;45.880;0.057;377.347;0.039;prediction;-114.4736;0.0113;;;prediction;;;;;0.202;0.500;-0.231;0.500
58569;2019;3;27;prediction;45.924;0.058;378.369;0.040;prediction;-115.3413;0.0116;;;prediction;;;;;0.203;0.500;-0.233;0.500
58570;2019;3;28;prediction;46.092;0.059;379.250;0.040;prediction;-116.1406;0.0120;;;prediction;;;;;0.200;0.500;-0.234;0.500
58571;2019;3;29;prediction;46.490;0.060;380.212;0.041;prediction;-116.8614;0.0123;;;prediction;;;;;0.198;0.500;-0.232;0.500
58572;2019;3;30;prediction;47.076;0.061;381.275;0.042;prediction;-117.5701;0.0127;;;prediction;;;;;0.198;0.500;-0.228;0.500
58573;2019;3;31;prediction;47.970;0.062;382.618;0.042;prediction;-118.3047;0.0131;;;prediction;;;;;0.198;0.500;-0.225;0.500
58574;2019;4;1;prediction;49.108;0.063;383.916;0.043;prediction;-119.2081;0.0135;;;prediction;;;;;0.194;0.500;-0.227;0.500
