MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58661;2019;6;27;final;153.092;0.045;422.500;0.030;final;-174.5254;0.0068;0.0512;0.0093;final;-109.616;0.101;-11.114;0.032;-0.003;0.040;-0.187;0.032
58662;2019;6;28;final;154.911;0.045;422.080;0.030;final;-174.5560;0.0068;-0.0015;0.0094;final;-110.425;0.101;-10.919;0.032;-0.024;0.040;-0.194;0.032
58663;2019;6;29;final;156.545;0.045;421.775;0.030;final;-174.5350;0.0069;-0.0566;0.0094;final;-111.012;0.103;-10.790;0.033;-0.034;0.041;-0.220;0.033
58664;2019;6;30;final;157.756;0.045;421.450;0.030;final;-174.4347;0.0070;-0.1887;0.0095;final;-111.195;0.103;-10.777;0.034;-0.039;0.041;-0.252;0.034
58665;2019;7;1;final;158.545;0.045;420.703;0.030;final;-174.1799;0.0071;-0.3051;0.0095;final;-111.162;0.106;-10.925;0.035;-0.044;0.042;-0.285;0.035
58666;2019;7;2;prediction;158.882;0.045;419.603;0.030;prediction;-173.8192;0.0072;;;prediction;;;;;-0.050;0.042;-0.317;0.035
58667;2019;7;3;prediction;159.344;0.045;418.286;0.031;prediction;-173.3379;0.0072;;;prediction;;;;;-0.064;0.043;-0.307;0.036
58668;2019;7;4;prediction;159.719;0.045;417.165;0.031;prediction;-172.7705;0.0073;;;prediction;;;;;-0.081;0.043;-0.286;0.037
58669;2019;7;5;prediction;160.813;0.045;416.152;0.031;prediction;-172.2922;0.0074;;;prediction;;;;;-0.098;0.044;-0.265;0.038
58670;2019;7;6;prediction;162.687;0.046;415.356;0.031;prediction;-171.9967;0.0076;;;prediction;;;;;-0.101;0.044;-0.243;0.039
58671;2019;7;7;prediction;165.122;0.046;415.028;0.031;prediction;-171.9232;0.0077;;;prediction;;;;;-0.097;0.045;-0.221;0.040
58672;2019;7;8;prediction;167.029;0.046;414.822;0.032;prediction;-171.9271;0.0078;;;prediction;;;;;-0.094;0.045;-0.200;0.041
58673;2019;7;9;prediction;168.862;0.047;414.242;0.032;prediction;-172.0133;0.0079;;;prediction;;;;;-0.091;0.046;-0.178;0.043
58674;2019;7;10;prediction;170.615;0.047;413.408;0.032;prediction;-172.0392;0.0080;;;prediction;;;;;-0.112;0.047;-0.143;0.044
58675;2019;7;11;prediction;172.225;0.048;412.419;0.033;prediction;-172.0128;0.0082;;;prediction;;;;;-0.139;0.047;-0.104;0.045
58676;2019;7;12;prediction;173.192;0.049;411.242;0.033;prediction;-171.7948;0.0083;;;prediction;;;;;-0.167;0.048;-0.065;0.047
58677;2019;7;13;prediction;174.537;0.050;409.940;0.034;prediction;-171.3300;0.0085;;;prediction;;;;;-0.161;0.049;-0.062;0.048
58678;2019;7;14;prediction;175.987;0.051;408.628;0.034;prediction;-170.6814;0.0086;;;prediction;;;;;-0.143;0.049;-0.072;0.049
58679;2019;7;15;prediction;177.732;0.051;407.438;0.035;prediction;-169.8157;0.0088;;;prediction;;;;;-0.125;0.050;-0.082;0.051
58680;2019;7;16;prediction;179.246;0.052;406.462;0.035;prediction;-168.8649;0.0089;;;prediction;;;;;-0.107;0.051;-0.092;0.052
58681;2019;7;17;prediction;180.582;0.053;406.042;0.036;prediction;-167.9387;0.0092;;;prediction;;;;;-0.071;0.500;-0.120;0.500
58682;2019;7;18;prediction;181.570;0.053;405.299;0.036;prediction;-167.0511;0.0094;;;prediction;;;;;-0.069;0.500;-0.125;0.500
58683;2019;7;19;prediction;182.515;0.054;404.575;0.037;prediction;-166.2745;0.0096;;;prediction;;;;;-0.070;0.500;-0.129;0.500
58684;2019;7;20;prediction;183.038;0.055;403.643;0.037;prediction;-165.6304;0.0099;;;prediction;;;;;-0.070;0.500;-0.132;0.500
58685;2019;7;21;prediction;183.750;0.055;402.465;0.038;prediction;-165.1397;0.0101;;;prediction;;;;;-0.068;0.500;-0.137;0.500
58686;2019;7;22;prediction;184.472;0.056;401.352;0.038;prediction;-164.6605;0.0104;;;prediction;;;;;-0.068;0.500;-0.141;0.500
58687;2019;7;23;prediction;185.855;0.057;400.379;0.039;prediction;-164.2385;0.0106;;;prediction;;;;;-0.074;0.500;-0.143;0.500
58688;2019;7;24;prediction;187.648;0.057;399.490;0.039;prediction;-163.8802;0.0109;;;prediction;;;;;-0.086;0.500;-0.142;0.500
58689;2019;7;25;prediction;189.624;0.058;398.312;0.040;prediction;-163.5317;0.0112;;;prediction;;;;;-0.099;0.500;-0.140;0.500
58690;2019;7;26;prediction;191.783;0.059;396.755;0.040;prediction;-163.1707;0.0116;;;prediction;;;;;-0.107;0.500;-0.140;0.500
58691;2019;7;27;prediction;194.199;0.059;395.647;0.041;prediction;-162.7778;0.0119;;;prediction;;;;;-0.107;0.500;-0.147;0.500
58692;2019;7;28;prediction;196.524;0.060;395.085;0.041;prediction;-162.3985;0.0123;;;prediction;;;;;-0.101;0.500;-0.157;0.500
58693;2019;7;29;prediction;198.640;0.061;394.681;0.042;prediction;-161.8567;0.0126;;;prediction;;;;;-0.095;0.500;-0.165;0.500
58694;2019;7;30;prediction;200.407;0.062;394.216;0.042;prediction;-161.2301;0.0130;;;prediction;;;;;-0.097;0.500;-0.167;0.500
58695;2019;7;31;prediction;202.525;0.063;393.376;0.043;prediction;-160.6541;0.0135;;;prediction;;;;;-0.109;0.500;-0.158;0.500
58696;2019;8;1;prediction;204.818;0.064;392.370;0.043;prediction;-160.1882;0.0139;;;prediction;;;;;-0.128;0.500;-0.142;0.500
