MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59367;2021;6;2;final;163.505;0.023;442.197;0.018;final;-183.7088;0.0136;-0.1118;0.0066;final;-107.189;0.103;-10.310;0.034;0.238;0.041;-0.157;0.034
59368;2021;6;3;final;164.269;0.023;441.835;0.018;final;-183.6734;0.0136;0.0119;0.0065;final;-107.307;0.103;-9.973;0.036;0.267;0.041;-0.139;0.036
59369;2021;6;4;final;165.264;0.023;441.101;0.018;final;-183.7182;0.0137;0.0536;0.0065;final;-107.243;0.106;-9.722;0.038;0.296;0.042;-0.120;0.038
59370;2021;6;5;final;166.494;0.024;439.959;0.018;final;-183.7435;0.0139;-0.0156;0.0065;final;-107.338;0.108;-9.564;0.039;0.285;0.043;-0.120;0.039
59371;2021;6;6;final;167.443;0.024;438.760;0.018;final;-183.7213;0.0141;-0.1340;0.0065;final;-107.712;0.108;-9.420;0.041;0.260;0.043;-0.126;0.041
59372;2021;6;7;final;168.452;0.024;437.773;0.018;final;-183.5146;0.0151;-0.2761;0.0065;final;-108.222;0.108;-9.335;0.043;0.235;0.043;-0.131;0.043
59373;2021;6;8;final;169.988;0.024;437.038;0.018;final;-183.1307;0.0159;-0.4348;0.0066;final;-108.616;0.111;-9.447;0.045;0.210;0.044;-0.137;0.045
59374;2021;6;9;final;171.662;0.024;436.466;0.019;final;-182.5961;0.0160;-0.6056;0.0066;final;-108.746;0.113;-9.756;0.046;0.198;0.045;-0.126;0.046
59375;2021;6;10;final;173.060;0.024;436.107;0.019;final;-181.9126;0.0161;-0.7632;0.0066;final;-108.720;0.113;-10.098;0.048;0.190;0.045;-0.111;0.048
59376;2021;6;11;final;174.245;0.024;435.720;0.019;final;-181.0931;0.0153;-0.8734;0.0066;final;-108.643;0.116;-10.282;0.049;0.205;0.046;-0.105;0.049
59377;2021;6;12;final;175.463;0.024;435.402;0.019;final;-180.2017;0.0156;-0.9192;0.0067;final;-108.645;0.118;-10.266;0.051;0.228;0.047;-0.104;0.051
59378;2021;6;13;final;176.463;0.024;435.076;0.019;final;-179.2824;0.0157;-0.9227;0.0067;final;-108.763;0.118;-10.171;0.052;0.251;0.047;-0.102;0.052
59379;2021;6;14;final;177.561;0.024;434.800;0.019;final;-178.3898;0.0158;-0.8460;0.0066;final;-108.931;0.121;-10.112;0.054;0.274;0.048;-0.100;0.054
59380;2021;6;15;final;178.436;0.025;434.544;0.019;final;-177.6041;0.0158;-0.7086;0.0066;final;-109.005;0.123;-10.092;0.056;0.297;0.049;-0.098;0.056
59381;2021;6;16;final;179.161;0.025;433.958;0.019;final;-176.9638;0.0147;-0.5221;0.0066;final;-109.007;0.123;-10.090;0.057;0.273;0.049;-0.128;0.057
59382;2021;6;17;final;179.975;0.025;433.150;0.019;final;-176.5219;0.0141;-0.3366;0.0065;final;-108.937;0.126;-10.073;0.058;0.235;0.050;-0.167;0.058
59383;2021;6;18;final;181.538;0.025;431.985;0.019;final;-176.2920;0.0139;-0.1418;0.0066;final;-108.971;0.128;-10.051;0.059;0.198;0.051;-0.206;0.059
59384;2021;6;19;final;183.459;0.026;431.221;0.019;final;-176.2499;0.0139;-0.0088;0.0066;final;-109.186;0.128;-9.941;0.059;0.195;0.051;-0.200;0.059
59385;2021;6;20;final;185.268;0.026;430.690;0.019;final;-176.2848;0.0139;0.0040;0.0066;final;-109.672;0.131;-9.715;0.059;0.204;0.052;-0.177;0.059
59386;2021;6;21;final;187.008;0.026;430.371;0.019;final;-176.2299;0.0138;-0.1366;0.0066;final;-110.397;0.131;-9.446;0.060;0.213;0.052;-0.153;0.060
59387;2021;6;22;final;188.612;0.026;429.729;0.019;final;-175.9694;0.0121;-0.3671;0.0067;final;-111.169;0.133;-9.304;0.060;0.223;0.053;-0.130;0.060
59388;2021;6;23;final;190.249;0.026;428.692;0.019;final;-175.4577;0.0120;-0.6531;0.0067;final;-111.740;0.136;-9.402;0.059;0.211;0.054;-0.157;0.059
59389;2021;6;24;final;191.984;0.026;427.561;0.019;final;-174.6551;0.0118;-0.9461;0.0066;final;-111.870;0.136;-9.570;0.059;0.193;0.054;-0.198;0.059
