MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59047;2020;7;17;final;192.195;0.046;412.935;0.031;final;-222.4785;0.0098;-1.3164;0.0122;final;-114.559;0.189;-9.849;0.056;0.178;0.075;-0.186;0.056
59048;2020;7;18;final;193.260;0.046;411.933;0.031;final;-221.1074;0.0099;-1.4070;0.0122;final;-114.694;0.194;-10.117;0.058;0.186;0.077;-0.180;0.058
59049;2020;7;19;final;193.896;0.046;410.755;0.031;final;-219.6918;0.0102;-1.4663;0.0123;final;-114.605;0.196;-10.415;0.059;0.190;0.078;-0.164;0.059
59050;2020;7;20;final;194.356;0.046;409.458;0.031;final;-218.2373;0.0104;-1.4190;0.0119;final;-114.428;0.199;-10.592;0.061;0.195;0.079;-0.148;0.061
59051;2020;7;21;final;194.688;0.046;408.238;0.031;final;-216.8640;0.0105;-1.2724;0.0120;final;-114.285;0.201;-10.578;0.064;0.199;0.080;-0.132;0.064
59052;2020;7;22;final;195.127;0.046;406.704;0.031;final;-215.6688;0.0107;-1.0646;0.0120;final;-114.293;0.206;-10.443;0.066;0.166;0.082;-0.127;0.066
59053;2020;7;23;final;195.548;0.046;405.185;0.031;final;-214.7063;0.0102;-0.8562;0.0120;final;-114.374;0.204;-10.315;0.066;0.124;0.081;-0.127;0.066
59054;2020;7;24;final;196.364;0.046;403.990;0.031;final;-213.9791;0.0103;-0.6416;0.0121;final;-114.517;0.206;-10.288;0.068;0.082;0.082;-0.126;0.068
59055;2020;7;25;final;197.234;0.046;402.847;0.031;final;-213.4367;0.0104;-0.5163;0.0121;final;-114.621;0.209;-10.344;0.071;0.085;0.083;-0.121;0.071
59056;2020;7;26;final;197.779;0.046;401.665;0.031;final;-212.9758;0.0106;-0.4861;0.0122;final;-114.751;0.211;-10.388;0.075;0.105;0.084;-0.115;0.075
59057;2020;7;27;final;198.097;0.046;400.516;0.031;final;-212.4662;0.0108;-0.5593;0.0122;final;-114.957;0.216;-10.348;0.078;0.124;0.086;-0.109;0.078
59058;2020;7;28;final;198.141;0.046;399.287;0.031;final;-211.8373;0.0109;-0.6832;0.0122;final;-115.247;0.219;-10.245;0.083;0.144;0.087;-0.102;0.083
59059;2020;7;29;final;198.611;0.046;398.212;0.031;final;-211.0816;0.0110;-0.8237;0.0123;final;-115.795;0.224;-10.103;0.086;0.088;0.089;-0.047;0.086
59060;2020;7;30;final;199.226;0.046;397.118;0.031;final;-210.1849;0.0111;-0.9575;0.0123;final;-116.352;0.226;-10.000;0.089;0.013;0.090;0.020;0.089
59061;2020;7;31;final;199.865;0.047;395.989;0.032;final;-209.1724;0.0112;-1.0529;0.0124;final;-116.722;0.229;-9.945;0.093;-0.062;0.091;0.087;0.093
59062;2020;8;1;final;200.902;0.047;394.754;0.032;final;-208.1198;0.0113;-1.0541;0.0124;final;-116.637;0.234;-10.005;0.096;-0.057;0.093;0.084;0.096
59063;2020;8;2;prediction;202.636;0.047;394.090;0.032;prediction;-207.0480;0.0114;;;prediction;;;;;-0.022;0.094;0.055;0.099
59064;2020;8;3;prediction;203.844;0.047;393.673;0.032;prediction;-206.0690;0.0115;;;prediction;;;;;0.012;0.096;0.025;0.102
59065;2020;8;4;prediction;205.001;0.047;393.240;0.032;prediction;-205.2249;0.0116;;;prediction;;;;;0.047;0.097;-0.004;0.105
59066;2020;8;5;prediction;206.132;0.048;392.533;0.033;prediction;-204.4901;0.0116;;;prediction;;;;;0.069;0.099;-0.036;0.106
59067;2020;8;6;prediction;207.133;0.048;391.716;0.033;prediction;-203.8911;0.0116;;;prediction;;;;;0.088;0.100;-0.069;0.108
59068;2020;8;7;prediction;207.977;0.049;390.856;0.033;prediction;-203.4200;0.0117;;;prediction;;;;;0.107;0.101;-0.101;0.109
59069;2020;8;8;prediction;208.836;0.049;389.529;0.034;prediction;-203.0192;0.0119;;;prediction;;;;;0.000;0.103;0.000;0.113
59070;2020;8;9;prediction;209.894;0.050;387.987;0.034;prediction;-202.7300;0.0121;;;prediction;;;;;0.000;0.104;0.000;0.117
59071;2020;8;10;prediction;211.003;0.051;386.698;0.035;prediction;-202.3440;0.0124;;;prediction;;;;;0.000;0.106;0.000;0.121
59072;2020;8;11;prediction;211.988;0.052;385.309;0.036;prediction;-201.8401;0.0127;;;prediction;;;;;0.000;0.107;0.000;0.124
59073;2020;8;12;prediction;213.150;0.053;383.953;0.036;prediction;-201.1899;0.0130;;;prediction;;;;;0.000;0.109;0.000;0.127
59074;2020;8;13;prediction;214.367;0.054;382.218;0.037;prediction;-200.3876;0.0133;;;prediction;;;;;0.000;0.110;0.000;0.130
59075;2020;8;14;prediction;215.233;0.056;380.568;0.039;prediction;-199.5045;0.0135;;;prediction;;;;;0.000;0.111;0.000;0.132
59076;2020;8;15;prediction;215.716;0.058;379.043;0.040;prediction;-198.4787;0.0138;;;prediction;;;;;0.072;0.500;-0.070;0.500
59077;2020;8;16;prediction;216.101;0.045;377.951;0.030;prediction;-197.3047;0.0093;;;prediction;;;;;0.081;0.500;-0.067;0.500
59078;2020;8;17;prediction;216.762;0.046;377.104;0.031;prediction;-196.1840;0.0095;;;prediction;;;;;0.084;0.500;-0.061;0.500
59079;2020;8;18;prediction;217.009;0.048;376.517;0.032;prediction;-195.1581;0.0097;;;prediction;;;;;0.077;0.500;-0.055;0.500
59080;2020;8;19;prediction;217.098;0.049;375.799;0.032;prediction;-194.3003;0.0099;;;prediction;;;;;0.064;0.500;-0.051;0.500
59081;2020;8;20;prediction;216.593;0.050;374.954;0.033;prediction;-193.6757;0.0102;;;prediction;;;;;0.048;0.500;-0.049;0.500
59082;2020;8;21;prediction;216.769;0.050;373.584;0.034;prediction;-193.3433;0.0104;;;prediction;;;;;0.036;0.500;-0.050;0.500
59083;2020;8;22;prediction;216.768;0.051;371.922;0.034;prediction;-193.2276;0.0107;;;prediction;;;;;0.031;0.500;-0.052;0.500
59084;2020;8;23;prediction;217.610;0.052;370.128;0.035;prediction;-193.1626;0.0110;;;prediction;;;;;0.029;0.500;-0.051;0.500
59085;2020;8;24;prediction;218.190;0.053;368.757;0.036;prediction;-193.0350;0.0112;;;prediction;;;;;0.028;0.500;-0.045;0.500
59086;2020;8;25;prediction;218.827;0.054;367.354;0.036;prediction;-192.7101;0.0115;;;prediction;;;;;0.024;0.500;-0.034;0.500
59087;2020;8;26;prediction;218.586;0.055;366.137;0.037;prediction;-192.1023;0.0118;;;prediction;;;;;0.016;0.500;-0.020;0.500
59088;2020;8;27;prediction;218.581;0.055;364.929;0.038;prediction;-191.2044;0.0122;;;prediction;;;;;0.010;0.500;-0.009;0.500
59089;2020;8;28;prediction;218.196;0.056;363.840;0.038;prediction;-190.1078;0.0125;;;prediction;;;;;0.010;0.500;-0.004;0.500
59090;2020;8;29;prediction;218.225;0.057;363.169;0.039;prediction;-188.8845;0.0128;;;prediction;;;;;0.019;0.500;-0.008;0.500
59091;2020;8;30;prediction;217.215;0.058;362.327;0.040;prediction;-187.6101;0.0132;;;prediction;;;;;0.033;0.500;-0.018;0.500
59092;2020;8;31;prediction;216.899;0.059;361.561;0.040;prediction;-186.4009;0.0136;;;prediction;;;;;0.047;0.500;-0.031;0.500
59093;2020;9;1;prediction;215.234;0.060;360.352;0.041;prediction;-185.3551;0.0141;;;prediction;;;;;0.056;0.500;-0.039;0.500
