MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58089;2017;12;2;final;121.669;0.081;236.396;0.045;final;246.9833;0.0246;1.4888;0.0142;final;-105.014;0.329;-8.516;0.132;0.000;0.131;0.000;0.132
58090;2017;12;3;final;119.232;0.169;235.541;0.190;final;245.5774;0.0286;1.3598;0.0472;final;-104.517;0.425;-8.650;0.182;0.239;0.169;-0.014;0.182
58091;2017;12;4;final;116.892;0.247;234.876;0.274;final;244.2665;0.0375;1.2433;0.0781;final;-104.655;0.427;-8.868;0.185;0.236;0.170;-0.017;0.185
58092;2017;12;5;final;114.703;0.179;233.893;0.182;final;243.0522;0.0491;1.1899;0.0545;final;-104.633;0.432;-8.884;0.188;0.234;0.172;-0.021;0.188
58093;2017;12;6;final;112.573;0.104;233.274;0.136;final;241.8888;0.0474;1.2004;0.0278;final;-104.447;0.437;-8.654;0.191;0.232;0.174;-0.025;0.191
58094;2017;12;7;final;109.471;0.096;233.507;0.123;final;240.6608;0.0328;1.2285;0.0268;final;-104.197;0.440;-8.427;0.194;0.230;0.175;-0.028;0.194
58095;2017;12;8;final;106.820;0.110;233.390;0.139;final;239.3925;0.0276;1.3084;0.0336;final;-103.978;0.445;-8.393;0.197;0.228;0.177;-0.032;0.197
58096;2017;12;9;final;104.779;0.126;233.975;0.180;final;238.0604;0.0260;1.4075;0.0436;final;-103.870;0.450;-8.467;0.200;0.226;0.179;-0.035;0.200
58097;2017;12;10;final;102.552;0.103;234.646;0.126;final;236.6222;0.0294;1.4623;0.0310;final;-103.894;0.455;-8.495;0.202;0.223;0.181;-0.039;0.202
58098;2017;12;11;final;100.164;0.077;235.436;0.046;final;235.1552;0.0311;1.4388;0.0130;final;-103.937;0.458;-8.474;0.205;0.221;0.182;-0.043;0.205
58099;2017;12;12;final;97.687;0.074;236.146;0.045;final;233.7284;0.0361;1.3979;0.0131;final;-103.907;0.463;-8.489;0.208;0.219;0.184;-0.046;0.208
