MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58924;2020;3;16;final;34.196;0.053;380.925;0.038;final;-218.8244;0.0060;0.5614;0.0125;final;-107.299;0.148;-8.785;0.050;0.026;0.059;0.209;0.050
58925;2020;3;17;final;34.810;0.052;382.174;0.038;final;-219.2893;0.0057;0.4298;0.0126;final;-107.403;0.146;-8.896;0.048;-0.007;0.058;0.257;0.048
58926;2020;3;18;final;35.518;0.052;383.028;0.038;final;-219.6482;0.0056;0.3245;0.0126;final;-107.525;0.143;-9.057;0.045;-0.015;0.057;0.152;0.045
58927;2020;3;19;final;36.746;0.052;383.993;0.038;final;-219.9551;0.0054;0.2934;0.0127;final;-107.478;0.143;-9.188;0.043;-0.016;0.057;0.005;0.043
58928;2020;3;20;final;38.706;0.051;385.063;0.038;final;-220.2542;0.0053;0.3209;0.0127;final;-107.167;0.143;-9.328;0.041;-0.017;0.057;-0.143;0.041
58929;2020;3;21;final;40.911;0.051;386.045;0.038;final;-220.5675;0.0052;0.3708;0.0128;final;-106.746;0.143;-9.328;0.040;-0.013;0.057;-0.159;0.040
58930;2020;3;22;final;42.767;0.051;387.279;0.038;final;-220.9353;0.0051;0.4059;0.0125;final;-106.488;0.143;-9.174;0.038;-0.008;0.057;-0.127;0.038
58931;2020;3;23;final;43.796;0.050;388.552;0.038;final;-221.3969;0.0049;0.4873;0.0126;final;-106.488;0.143;-8.903;0.037;-0.002;0.057;-0.096;0.037
58932;2020;3;24;final;44.596;0.050;389.940;0.038;final;-221.9350;0.0048;0.5568;0.0126;final;-106.628;0.141;-8.656;0.035;0.004;0.056;-0.064;0.035
58933;2020;3;25;final;44.822;0.050;391.441;0.038;final;-222.4998;0.0048;0.5687;0.0127;final;-106.814;0.141;-8.589;0.036;-0.025;0.056;-0.023;0.036
58934;2020;3;26;final;44.447;0.050;393.068;0.038;final;-223.0586;0.0049;0.5606;0.0127;final;-106.872;0.143;-8.706;0.037;-0.062;0.057;0.021;0.037
58935;2020;3;27;final;43.820;0.051;394.134;0.038;final;-223.5768;0.0050;0.4715;0.0127;final;-106.797;0.143;-8.875;0.037;-0.099;0.057;0.065;0.037
58936;2020;3;28;final;44.678;0.051;395.036;0.038;final;-224.0270;0.0051;0.4307;0.0128;final;-106.602;0.143;-9.048;0.038;-0.091;0.057;0.067;0.038
58937;2020;3;29;final;45.811;0.051;396.474;0.038;final;-224.3985;0.0052;0.3247;0.0128;final;-106.510;0.146;-9.240;0.038;-0.065;0.058;0.053;0.038
58938;2020;3;30;final;47.066;0.051;397.981;0.038;final;-224.6996;0.0052;0.2583;0.0129;final;-106.577;0.146;-9.482;0.039;-0.039;0.058;0.038;0.039
58939;2020;3;31;final;48.786;0.052;399.658;0.038;final;-224.9459;0.0053;0.2069;0.0129;final;-106.605;0.148;-9.694;0.039;-0.013;0.059;0.024;0.039
58940;2020;4;1;final;50.873;0.052;401.240;0.038;final;-225.1677;0.0054;0.2524;0.0130;final;-106.503;0.151;-9.774;0.040;-0.019;0.060;-0.007;0.040
58941;2020;4;2;prediction;52.629;0.053;403.274;0.038;prediction;-225.4275;0.0056;;;prediction;;;;;-0.033;0.060;-0.043;0.041
58942;2020;4;3;prediction;54.045;0.053;405.201;0.039;prediction;-225.8108;0.0057;;;prediction;;;;;-0.047;0.061;-0.080;0.042
58943;2020;4;4;prediction;54.939;0.054;406.879;0.039;prediction;-226.4131;0.0059;;;prediction;;;;;-0.042;0.062;-0.057;0.043
58944;2020;4;5;prediction;55.448;0.054;407.948;0.039;prediction;-227.3108;0.0060;;;prediction;;;;;-0.030;0.062;-0.013;0.044
58945;2020;4;6;prediction;55.942;0.055;408.915;0.039;prediction;-228.5296;0.0061;;;prediction;;;;;-0.018;0.063;0.032;0.045
58946;2020;4;7;prediction;56.202;0.055;409.418;0.039;prediction;-230.0133;0.0063;;;prediction;;;;;-0.005;0.064;0.076;0.046
58947;2020;4;8;prediction;56.867;0.055;409.951;0.040;prediction;-231.6181;0.0064;;;prediction;;;;;0.038;0.064;0.012;0.046
58948;2020;4;9;prediction;57.726;0.056;410.982;0.040;prediction;-233.1940;0.0065;;;prediction;;;;;0.089;0.065;-0.080;0.046
58949;2020;4;10;prediction;58.113;0.056;412.055;0.040;prediction;-234.6309;0.0067;;;prediction;;;;;0.079;0.066;-0.071;0.047
58950;2020;4;11;prediction;58.566;0.057;412.943;0.040;prediction;-235.7588;0.0068;;;prediction;;;;;0.046;0.067;-0.024;0.049
58951;2020;4;12;prediction;59.057;0.057;414.030;0.041;prediction;-236.6098;0.0069;;;prediction;;;;;0.013;0.068;0.022;0.050
58952;2020;4;13;prediction;59.805;0.058;415.374;0.042;prediction;-237.2074;0.0070;;;prediction;;;;;-0.019;0.069;0.069;0.052
58953;2020;4;14;prediction;60.918;0.059;416.776;0.042;prediction;-237.5996;0.0071;;;prediction;;;;;-0.052;0.070;0.116;0.053
58954;2020;4;15;prediction;62.146;0.060;418.046;0.043;prediction;-237.8591;0.0072;;;prediction;;;;;-0.085;0.071;0.163;0.055
58955;2020;4;16;prediction;62.853;0.062;419.714;0.045;prediction;-238.0355;0.0075;;;prediction;;;;;0.036;0.072;0.069;0.058
58956;2020;4;17;prediction;63.924;0.064;421.358;0.046;prediction;-238.2368;0.0078;;;prediction;;;;;0.199;0.073;-0.062;0.062
58957;2020;4;18;prediction;64.490;0.066;423.077;0.048;prediction;-238.5501;0.0081;;;prediction;;;;;0.000;0.075;0.000;0.067
58958;2020;4;19;prediction;64.316;0.047;424.255;0.031;prediction;-239.0153;0.0079;;;prediction;;;;;2.224;0.041;1.502;0.039
58959;2020;4;20;prediction;63.747;0.048;425.151;0.032;prediction;-239.4957;0.0082;;;prediction;;;;;3.387;0.042;2.493;0.042
58960;2020;4;21;prediction;63.142;0.049;425.931;0.033;prediction;-239.9896;0.0085;;;prediction;;;;;4.549;0.043;3.484;0.045
58961;2020;4;22;prediction;63.226;0.050;426.511;0.033;prediction;-240.4778;0.0088;;;prediction;;;;;1.970;0.500;1.158;0.500
58962;2020;4;23;prediction;64.174;0.050;427.385;0.034;prediction;-240.9283;0.0091;;;prediction;;;;;1.327;0.500;0.785;0.500
58963;2020;4;24;prediction;65.452;0.051;428.308;0.034;prediction;-241.3520;0.0094;;;prediction;;;;;0.757;0.500;0.463;0.500
58964;2020;4;25;prediction;67.020;0.052;429.350;0.035;prediction;-241.6901;0.0097;;;prediction;;;;;0.487;0.500;0.318;0.500
58965;2020;4;26;prediction;68.387;0.053;430.786;0.035;prediction;-241.8633;0.0100;;;prediction;;;;;0.536;0.500;0.347;0.500
58966;2020;4;27;prediction;69.326;0.054;432.013;0.036;prediction;-241.9663;0.0103;;;prediction;;;;;0.738;0.500;0.445;0.500
58967;2020;4;28;prediction;70.543;0.055;432.912;0.037;prediction;-242.0334;0.0107;;;prediction;;;;;0.882;0.500;0.492;0.500
58968;2020;4;29;prediction;72.198;0.056;433.759;0.037;prediction;-242.1119;0.0111;;;prediction;;;;;0.858;0.500;0.442;0.500
58969;2020;4;30;prediction;74.118;0.057;434.658;0.038;prediction;-242.2219;0.0115;;;prediction;;;;;0.714;0.500;0.341;0.500
58970;2020;5;1;prediction;75.783;0.058;435.916;0.039;prediction;-242.4483;0.0119;;;prediction;;;;;0.586;0.500;0.275;0.500
