MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59306;2021;4;2;final;82.266;0.024;412.527;0.016;final;-174.4884;0.0147;0.1577;0.0067;final;-106.526;0.136;-9.134;0.062;0.373;0.054;-0.016;0.062
59307;2021;4;3;final;82.863;0.025;413.394;0.017;final;-174.5594;0.0149;-0.0218;0.0067;final;-106.357;0.126;-9.054;0.060;0.331;0.050;0.018;0.060
59308;2021;4;4;final;83.694;0.025;413.955;0.017;final;-174.4710;0.0131;-0.1093;0.0067;final;-106.265;0.126;-8.993;0.058;0.288;0.050;0.052;0.058
59309;2021;4;5;final;84.866;0.025;414.476;0.017;final;-174.4009;0.0131;-0.0380;0.0067;final;-106.290;0.123;-8.990;0.056;0.246;0.049;0.086;0.056
59310;2021;4;6;final;85.863;0.026;415.604;0.017;final;-174.4328;0.0138;0.0917;0.0067;final;-106.306;0.123;-9.021;0.055;0.204;0.049;0.120;0.055
59311;2021;4;7;final;86.636;0.026;416.842;0.017;final;-174.5974;0.0128;0.2245;0.0067;final;-106.207;0.121;-9.070;0.053;0.162;0.048;0.154;0.053
59312;2021;4;8;final;87.374;0.026;417.758;0.017;final;-174.8862;0.0128;0.3464;0.0066;final;-105.886;0.121;-9.192;0.051;0.190;0.048;0.100;0.051
59313;2021;4;9;final;87.621;0.026;418.801;0.017;final;-175.2874;0.0120;0.4559;0.0066;final;-105.640;0.118;-9.234;0.050;0.238;0.047;0.022;0.050
59314;2021;4;10;final;87.511;0.027;419.908;0.017;final;-175.7729;0.0121;0.5100;0.0066;final;-105.648;0.118;-9.045;0.047;0.264;0.047;0.007;0.047
59315;2021;4;11;final;87.081;0.027;420.785;0.017;final;-176.2939;0.0121;0.5274;0.0066;final;-105.773;0.116;-8.744;0.045;0.281;0.046;0.015;0.045
59316;2021;4;12;final;86.768;0.027;421.358;0.017;final;-176.7986;0.0119;0.4752;0.0066;final;-105.846;0.113;-8.552;0.043;0.299;0.045;0.023;0.043
59317;2021;4;13;final;86.839;0.028;421.892;0.017;final;-177.2455;0.0124;0.4063;0.0067;final;-105.810;0.113;-8.603;0.042;0.316;0.045;0.031;0.042
59318;2021;4;14;final;87.692;0.027;422.398;0.017;final;-177.6055;0.0128;0.2914;0.0067;final;-105.761;0.111;-8.851;0.039;0.299;0.044;0.020;0.039
59319;2021;4;15;final;88.768;0.027;423.267;0.017;final;-177.8557;0.0127;0.1882;0.0067;final;-105.691;0.111;-9.111;0.037;0.272;0.044;0.005;0.037
59320;2021;4;16;final;89.996;0.027;423.845;0.017;final;-177.9907;0.0125;0.0721;0.0067;final;-105.670;0.108;-9.299;0.035;0.246;0.043;-0.009;0.035
59321;2021;4;17;final;92.158;0.027;424.284;0.017;final;-178.0250;0.0125;-0.0067;0.0068;final;-105.805;0.108;-9.475;0.033;0.213;0.043;-0.020;0.033
59322;2021;4;18;final;94.246;0.027;425.257;0.017;final;-177.9868;0.0123;-0.0674;0.0068;final;-106.010;0.106;-9.693;0.031;0.179;0.042;-0.030;0.031
