MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59026;2020;6;26;final;156.921;0.049;433.871;0.032;final;-241.8658;0.0095;-0.6259;0.0133;final;-109.840;0.176;-10.486;0.059;0.245;0.070;-0.157;0.059
59027;2020;6;27;final;158.865;0.049;433.328;0.032;final;-241.3584;0.0095;-0.4029;0.0134;final;-109.645;0.178;-10.472;0.059;0.231;0.071;-0.153;0.059
59028;2020;6;28;final;160.849;0.049;432.784;0.032;final;-241.0263;0.0095;-0.2568;0.0134;final;-109.581;0.178;-10.322;0.058;0.204;0.071;-0.142;0.058
59029;2020;6;29;final;162.732;0.049;432.239;0.032;final;-240.8088;0.0094;-0.2208;0.0135;final;-109.883;0.181;-10.085;0.058;0.178;0.072;-0.131;0.058
59030;2020;6;30;final;164.789;0.049;432.101;0.032;final;-240.5729;0.0094;-0.3246;0.0136;final;-110.585;0.181;-9.893;0.058;0.151;0.072;-0.120;0.058
59031;2020;7;1;final;166.892;0.050;431.634;0.033;final;-240.1541;0.0093;-0.5379;0.0137;final;-111.397;0.184;-9.872;0.057;0.138;0.073;-0.135;0.057
59032;2020;7;2;prediction;168.574;0.050;430.990;0.033;prediction;-239.4932;0.0093;;;prediction;;;;;0.128;0.073;-0.156;0.057
59033;2020;7;3;prediction;170.068;0.051;430.002;0.034;prediction;-238.6043;0.0094;;;prediction;;;;;0.145;0.074;-0.167;0.057
59034;2020;7;4;prediction;171.577;0.051;428.858;0.034;prediction;-237.4984;0.0094;;;prediction;;;;;0.172;0.075;-0.173;0.058
59035;2020;7;5;prediction;173.370;0.052;427.393;0.035;prediction;-236.2168;0.0095;;;prediction;;;;;0.199;0.076;-0.180;0.059
59036;2020;7;6;prediction;175.536;0.053;426.083;0.035;prediction;-234.8921;0.0095;;;prediction;;;;;0.226;0.077;-0.186;0.061
59037;2020;7;7;prediction;177.653;0.054;424.843;0.036;prediction;-233.6104;0.0095;;;prediction;;;;;0.253;0.077;-0.193;0.062
59038;2020;7;8;prediction;179.597;0.055;423.432;0.037;prediction;-232.4069;0.0095;;;prediction;;;;;0.226;0.078;-0.190;0.063
59039;2020;7;9;prediction;181.531;0.057;421.863;0.038;prediction;-231.2900;0.0096;;;prediction;;;;;0.185;0.079;-0.184;0.065
59040;2020;7;10;prediction;183.407;0.058;420.436;0.039;prediction;-230.2240;0.0096;;;prediction;;;;;0.145;0.080;-0.178;0.067
59041;2020;7;11;prediction;185.180;0.060;419.398;0.041;prediction;-229.2541;0.0097;;;prediction;;;;;0.132;0.081;-0.167;0.069
59042;2020;7;12;prediction;186.634;0.044;418.269;0.029;prediction;-228.2436;0.0074;;;prediction;;;;;0.138;0.068;-0.164;0.054
59043;2020;7;13;prediction;187.622;0.045;416.994;0.030;prediction;-227.1847;0.0075;;;prediction;;;;;0.138;0.069;-0.166;0.055
59044;2020;7;14;prediction;188.383;0.046;415.736;0.031;prediction;-226.1085;0.0076;;;prediction;;;;;0.139;0.069;-0.167;0.057
59045;2020;7;15;prediction;189.683;0.047;414.737;0.031;prediction;-224.9458;0.0078;;;prediction;;;;;0.149;0.500;-0.122;0.500
59046;2020;7;16;prediction;190.950;0.048;413.931;0.032;prediction;-223.7694;0.0081;;;prediction;;;;;0.144;0.500;-0.128;0.500
59047;2020;7;17;prediction;192.188;0.049;412.943;0.032;prediction;-222.4355;0.0083;;;prediction;;;;;0.139;0.500;-0.132;0.500
59048;2020;7;18;prediction;193.226;0.049;411.963;0.033;prediction;-221.1082;0.0085;;;prediction;;;;;0.135;0.500;-0.132;0.500
59049;2020;7;19;prediction;193.871;0.050;410.805;0.034;prediction;-219.6850;0.0087;;;prediction;;;;;0.132;0.500;-0.127;0.500
59050;2020;7;20;prediction;194.317;0.051;409.491;0.034;prediction;-218.2305;0.0090;;;prediction;;;;;0.131;0.500;-0.121;0.500
59051;2020;7;21;prediction;194.659;0.052;408.290;0.034;prediction;-216.8647;0.0092;;;prediction;;;;;0.130;0.500;-0.120;0.500
59052;2020;7;22;prediction;195.075;0.052;406.736;0.035;prediction;-215.6879;0.0095;;;prediction;;;;;0.131;0.500;-0.125;0.500
59053;2020;7;23;prediction;195.558;0.053;405.246;0.035;prediction;-214.6971;0.0098;;;prediction;;;;;0.131;0.500;-0.135;0.500
59054;2020;7;24;prediction;196.348;0.053;404.082;0.036;prediction;-213.9544;0.0101;;;prediction;;;;;0.129;0.500;-0.142;0.500
59055;2020;7;25;prediction;197.200;0.054;402.891;0.036;prediction;-213.4317;0.0104;;;prediction;;;;;0.123;0.500;-0.144;0.500
59056;2020;7;26;prediction;197.745;0.055;401.744;0.036;prediction;-212.9668;0.0107;;;prediction;;;;;0.113;0.500;-0.139;0.500
59057;2020;7;27;prediction;198.058;0.055;400.586;0.037;prediction;-212.4708;0.0110;;;prediction;;;;;0.100;0.500;-0.129;0.500
59058;2020;7;28;prediction;198.145;0.055;399.410;0.037;prediction;-211.8579;0.0114;;;prediction;;;;;0.088;0.500;-0.121;0.500
59059;2020;7;29;prediction;198.561;0.056;398.242;0.037;prediction;-211.0941;0.0118;;;prediction;;;;;0.081;0.500;-0.119;0.500
59060;2020;7;30;prediction;199.165;0.056;397.172;0.037;prediction;-210.1840;0.0122;;;prediction;;;;;0.083;0.500;-0.123;0.500
59061;2020;7;31;prediction;199.849;0.056;396.050;0.037;prediction;-209.1679;0.0126;;;prediction;;;;;0.093;0.500;-0.130;0.500
59062;2020;8;1;prediction;200.777;0.056;394.813;0.037;prediction;-208.1066;0.0130;;;prediction;;;;;0.108;0.500;-0.136;0.500
