MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59063;2020;8;2;final;202.618;0.046;394.109;0.031;final;-207.0472;0.0105;-1.0157;0.0121;final;-116.313;0.201;-10.143;0.075;-0.023;0.080;0.054;0.075
59064;2020;8;3;final;203.857;0.046;393.712;0.031;final;-206.0676;0.0105;-0.9380;0.0121;final;-115.999;0.204;-10.304;0.075;0.012;0.081;0.025;0.075
59065;2020;8;4;final;204.978;0.046;393.256;0.031;final;-205.2248;0.0105;-0.7909;0.0122;final;-115.820;0.206;-10.417;0.075;0.047;0.082;-0.005;0.075
59066;2020;8;5;final;206.149;0.046;392.575;0.031;final;-204.4963;0.0103;-0.6824;0.0123;final;-115.822;0.191;-10.413;0.069;0.070;0.076;-0.035;0.069
59067;2020;8;6;final;207.131;0.046;391.715;0.031;final;-203.8968;0.0120;-0.5592;0.0119;final;-115.918;0.216;-10.256;0.101;0.105;0.086;-0.011;0.101
59068;2020;8;7;final;207.997;0.046;390.904;0.031;final;-203.4232;0.0121;-0.4263;0.0119;final;-116.119;0.219;-10.122;0.103;0.133;0.087;-0.010;0.103
59069;2020;8;8;final;208.823;0.046;389.508;0.031;final;-203.0598;0.0122;-0.3350;0.0120;final;-116.352;0.221;-10.085;0.103;0.144;0.088;-0.031;0.103
59070;2020;8;9;final;209.912;0.046;388.019;0.031;final;-202.7319;0.0118;-0.3316;0.0117;final;-116.452;0.221;-10.101;0.101;0.150;0.088;-0.059;0.101
59071;2020;8;10;final;210.987;0.046;386.680;0.031;final;-202.3438;0.0118;-0.4217;0.0117;final;-116.397;0.224;-10.079;0.101;0.156;0.089;-0.088;0.101
59072;2020;8;11;final;212.000;0.046;385.344;0.031;final;-201.8452;0.0118;-0.5731;0.0118;final;-116.403;0.226;-9.990;0.101;0.161;0.090;-0.117;0.101
59073;2020;8;12;final;213.138;0.046;383.934;0.031;final;-201.2087;0.0118;-0.7229;0.0118;final;-116.711;0.229;-9.911;0.101;0.167;0.091;-0.145;0.101
59074;2020;8;13;final;214.369;0.046;382.229;0.031;final;-200.4326;0.0116;-0.8567;0.0118;final;-117.327;0.231;-9.896;0.100;0.154;0.092;-0.124;0.100
59075;2020;8;14;final;215.208;0.046;380.501;0.031;final;-199.5089;0.0115;-0.9856;0.0119;final;-117.862;0.231;-10.008;0.098;0.136;0.092;-0.091;0.098
59076;2020;8;15;final;215.710;0.046;379.116;0.032;final;-198.4422;0.0114;-1.0961;0.0119;final;-117.969;0.234;-10.237;0.096;0.130;0.093;-0.093;0.096
59077;2020;8;16;final;216.181;0.046;377.875;0.031;final;-197.2937;0.0125;-1.1496;0.0117;final;-117.717;0.251;-10.478;0.111;0.128;0.100;-0.110;0.111
59078;2020;8;17;final;216.815;0.046;377.092;0.031;final;-196.1824;0.0124;-1.0903;0.0117;final;-117.371;0.254;-10.634;0.110;0.127;0.101;-0.126;0.110
59079;2020;8;18;final;217.198;0.046;376.427;0.031;final;-195.1499;0.0123;-0.9586;0.0117;final;-117.086;0.256;-10.634;0.109;0.126;0.102;-0.142;0.109
59080;2020;8;19;final;217.097;0.046;375.794;0.031;final;-194.2910;0.0121;-0.7516;0.0118;final;-116.860;0.261;-10.461;0.108;0.125;0.104;-0.159;0.108
59081;2020;8;20;final;216.740;0.046;374.898;0.031;final;-193.6905;0.0121;-0.4787;0.0118;final;-116.609;0.264;-10.181;0.109;0.176;0.105;-0.131;0.109
