MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58544;2019;3;2;final;40.115;0.043;345.746;0.029;final;-89.7152;0.0062;0.4525;0.0097;final;-106.284;0.075;-9.525;0.024;0.241;0.030;-0.218;0.024
58545;2019;3;3;final;41.705;0.043;347.321;0.029;final;-90.2063;0.0061;0.5032;0.0096;final;-105.723;0.075;-9.496;0.023;0.250;0.030;-0.213;0.023
58546;2019;3;4;final;43.027;0.043;348.978;0.029;final;-90.7334;0.0061;0.5849;0.0098;final;-105.202;0.073;-9.388;0.024;0.257;0.029;-0.202;0.024
58547;2019;3;5;final;43.941;0.043;350.881;0.029;final;-91.3413;0.0062;0.6457;0.0098;final;-104.939;0.075;-9.179;0.024;0.264;0.030;-0.192;0.024
58548;2019;3;6;final;44.629;0.044;352.612;0.029;final;-92.0315;0.0062;0.7774;0.0099;final;-104.979;0.075;-8.986;0.025;0.247;0.030;-0.211;0.025
58549;2019;3;7;final;45.490;0.044;354.228;0.029;final;-92.8581;0.0062;0.9090;0.0099;final;-105.144;0.075;-8.928;0.026;0.224;0.030;-0.239;0.026
58550;2019;3;8;final;45.755;0.044;355.899;0.029;final;-93.8234;0.0063;0.9788;0.0099;final;-105.323;0.078;-9.043;0.026;0.201;0.031;-0.267;0.026
58551;2019;3;9;final;45.492;0.044;356.807;0.029;final;-94.8098;0.0063;1.0281;0.0099;final;-105.418;0.078;-9.233;0.026;0.199;0.031;-0.276;0.026
58552;2019;3;10;final;45.250;0.044;357.817;0.029;final;-95.8613;0.0064;1.0329;0.0100;final;-105.439;0.075;-9.418;0.027;0.205;0.030;-0.277;0.027
58553;2019;3;11;final;45.393;0.044;359.065;0.029;final;-96.9332;0.0064;1.0556;0.0099;final;-105.424;0.078;-9.586;0.027;0.211;0.031;-0.278;0.027
58554;2019;3;12;final;45.392;0.043;360.610;0.029;final;-97.9628;0.0064;0.9685;0.0098;final;-105.406;0.080;-9.756;0.034;0.216;0.032;-0.285;0.034
58555;2019;3;13;final;44.941;0.043;361.834;0.029;final;-98.8993;0.0065;0.8698;0.0098;final;-105.372;0.080;-9.864;0.035;0.218;0.032;-0.273;0.035
58556;2019;3;14;final;44.600;0.043;363.157;0.029;final;-99.7080;0.0062;0.7680;0.0099;final;-105.310;0.078;-9.879;0.046;0.217;0.031;-0.269;0.046
58557;2019;3;15;final;44.689;0.043;364.244;0.029;final;-100.4779;0.0062;0.7574;0.0099;final;-105.308;0.078;-9.836;0.047;0.216;0.031;-0.260;0.047
58558;2019;3;16;final;44.882;0.043;365.639;0.029;final;-101.2684;0.0062;0.8150;0.0100;final;-105.526;0.078;-9.909;0.047;0.194;0.031;-0.255;0.047
58559;2019;3;17;final;45.118;0.043;366.716;0.029;final;-102.1277;0.0062;0.9185;0.0100;final;-105.800;0.080;-10.171;0.047;0.164;0.032;-0.252;0.047
58560;2019;3;18;final;45.569;0.043;367.665;0.029;final;-103.1430;0.0062;1.1095;0.0100;final;-105.795;0.080;-10.462;0.038;0.134;0.032;-0.247;0.038
58561;2019;3;19;final;45.849;0.043;368.711;0.029;final;-104.3490;0.0062;1.3120;0.0100;final;-105.413;0.080;-10.570;0.041;0.104;0.032;-0.245;0.041
58562;2019;3;20;final;45.602;0.043;369.656;0.029;final;-105.7537;0.0062;1.5004;0.0101;final;-104.830;0.083;-10.524;0.041;0.118;0.033;-0.272;0.041
58563;2019;3;21;final;45.363;0.043;370.584;0.029;final;-107.3331;0.0061;1.6399;0.0101;final;-104.489;0.083;-10.485;0.042;0.144;0.033;-0.306;0.042
58564;2019;3;22;final;45.163;0.043;371.781;0.029;final;-109.0042;0.0061;1.6718;0.0101;final;-104.519;0.083;-10.516;0.042;0.171;0.033;-0.340;0.042
58565;2019;3;23;final;45.059;0.043;373.068;0.029;final;-110.6258;0.0061;1.5653;0.0102;final;-104.810;0.085;-10.442;0.042;0.180;0.034;-0.307;0.042
58566;2019;3;24;final;45.338;0.042;374.413;0.029;final;-112.1099;0.0061;1.3725;0.0098;final;-105.091;0.078;-10.260;0.040;0.182;0.031;-0.249;0.040
58567;2019;3;25;final;45.853;0.042;375.852;0.029;final;-113.3803;0.0061;1.1490;0.0098;final;-105.184;0.080;-10.152;0.040;0.184;0.032;-0.191;0.040
58568;2019;3;26;final;45.958;0.042;377.264;0.029;final;-114.4432;0.0061;0.9524;0.0099;final;-105.134;0.080;-10.274;0.040;0.187;0.032;-0.133;0.040
58569;2019;3;27;final;45.907;0.042;378.440;0.029;final;-115.3100;0.0061;0.8164;0.0099;final;-105.195;0.080;-10.640;0.041;0.171;0.032;-0.158;0.041
58570;2019;3;28;final;46.153;0.042;379.192;0.029;final;-116.0936;0.0061;0.7457;0.0099;final;-105.410;0.080;-10.963;0.041;0.151;0.032;-0.204;0.041
58571;2019;3;29;final;46.503;0.042;380.250;0.029;final;-116.8173;0.0061;0.6886;0.0099;final;-105.551;0.083;-11.082;0.041;0.130;0.033;-0.250;0.041
58572;2019;3;30;final;47.079;0.042;381.195;0.029;final;-117.5423;0.0062;0.7400;0.0099;final;-105.305;0.083;-11.000;0.041;0.122;0.033;-0.258;0.041
58573;2019;3;31;final;48.005;0.042;382.668;0.029;final;-118.3182;0.0062;0.8379;0.0100;final;-104.728;0.083;-10.855;0.042;0.118;0.033;-0.252;0.042
58574;2019;4;1;final;48.775;0.042;384.034;0.029;final;-119.1811;0.0062;0.9286;0.0100;final;-104.170;0.085;-10.697;0.042;0.115;0.034;-0.245;0.042
58575;2019;4;2;prediction;49.820;0.042;385.291;0.029;prediction;-120.1630;0.0063;;;prediction;;;;;0.111;0.034;-0.238;0.043
58576;2019;4;3;prediction;50.541;0.042;386.485;0.029;prediction;-121.2447;0.0063;;;prediction;;;;;0.120;0.035;-0.239;0.044
58577;2019;4;4;prediction;51.099;0.042;387.947;0.029;prediction;-122.4717;0.0064;;;prediction;;;;;0.132;0.035;-0.241;0.044
58578;2019;4;5;prediction;51.292;0.042;389.050;0.029;prediction;-123.7663;0.0064;;;prediction;;;;;0.144;0.035;-0.243;0.045
58579;2019;4;6;prediction;51.627;0.042;390.128;0.029;prediction;-125.0297;0.0065;;;prediction;;;;;0.144;0.036;-0.242;0.047
58580;2019;4;7;prediction;51.772;0.042;391.338;0.029;prediction;-126.3084;0.0066;;;prediction;;;;;0.141;0.037;-0.240;0.048
58581;2019;4;8;prediction;51.825;0.043;392.356;0.030;prediction;-127.5926;0.0067;;;prediction;;;;;0.138;0.037;-0.238;0.050
58582;2019;4;9;prediction;52.082;0.043;393.300;0.030;prediction;-128.7600;0.0068;;;prediction;;;;;0.135;0.038;-0.235;0.053
58583;2019;4;10;prediction;52.510;0.043;394.325;0.030;prediction;-129.8085;0.0070;;;prediction;;;;;0.142;0.039;-0.242;0.054
58584;2019;4;11;prediction;53.097;0.043;395.104;0.030;prediction;-130.7300;0.0072;;;prediction;;;;;0.150;0.039;-0.250;0.056
58585;2019;4;12;prediction;53.803;0.043;396.170;0.030;prediction;-131.4728;0.0073;;;prediction;;;;;0.159;0.040;-0.259;0.058
58586;2019;4;13;prediction;54.644;0.044;397.336;0.030;prediction;-132.2043;0.0075;;;prediction;;;;;0.136;0.041;-0.258;0.060
58587;2019;4;14;prediction;55.106;0.044;398.264;0.031;prediction;-133.0206;0.0077;;;prediction;;;;;0.102;0.041;-0.253;0.061
58588;2019;4;15;prediction;55.139;0.044;399.075;0.031;prediction;-134.0519;0.0079;;;prediction;;;;;0.067;0.042;-0.248;0.062
58589;2019;4;16;prediction;55.819;0.045;399.945;0.031;prediction;-135.2709;0.0080;;;prediction;;;;;0.032;0.043;-0.244;0.063
58590;2019;4;17;prediction;56.656;0.045;400.711;0.032;prediction;-136.6286;0.0082;;;prediction;;;;;-0.002;0.043;-0.239;0.064
58591;2019;4;18;prediction;57.801;0.046;401.011;0.032;prediction;-138.0791;0.0084;;;prediction;;;;;-0.037;0.044;-0.235;0.064
58592;2019;4;19;prediction;58.563;0.047;401.960;0.033;prediction;-139.4881;0.0086;;;prediction;;;;;0.038;0.500;-0.266;0.500
58593;2019;4;20;prediction;59.198;0.047;402.798;0.033;prediction;-140.8072;0.0088;;;prediction;;;;;0.064;0.500;-0.252;0.500
58594;2019;4;21;prediction;60.188;0.048;403.701;0.034;prediction;-141.9322;0.0091;;;prediction;;;;;0.085;0.500;-0.228;0.500
58595;2019;4;22;prediction;61.337;0.050;404.817;0.035;prediction;-142.8136;0.0093;;;prediction;;;;;0.094;0.500;-0.205;0.500
58596;2019;4;23;prediction;62.134;0.051;406.313;0.035;prediction;-143.4833;0.0096;;;prediction;;;;;0.091;0.500;-0.192;0.500
58597;2019;4;24;prediction;62.809;0.052;407.420;0.036;prediction;-144.0150;0.0098;;;prediction;;;;;0.081;0.500;-0.196;0.500
58598;2019;4;25;prediction;63.417;0.053;408.329;0.037;prediction;-144.4890;0.0101;;;prediction;;;;;0.070;0.500;-0.211;0.500
58599;2019;4;26;prediction;64.476;0.054;408.725;0.037;prediction;-144.9935;0.0104;;;prediction;;;;;0.064;0.500;-0.227;0.500
58600;2019;4;27;prediction;65.664;0.055;409.305;0.038;prediction;-145.5570;0.0107;;;prediction;;;;;0.060;0.500;-0.235;0.500
58601;2019;4;28;prediction;67.099;0.056;409.456;0.039;prediction;-146.1564;0.0111;;;prediction;;;;;0.056;0.500;-0.233;0.500
58602;2019;4;29;prediction;68.504;0.057;410.069;0.040;prediction;-146.8452;0.0114;;;prediction;;;;;0.050;0.500;-0.227;0.500
58603;2019;4;30;prediction;70.189;0.059;410.586;0.041;prediction;-147.6396;0.0119;;;prediction;;;;;0.041;0.500;-0.223;0.500
