MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58870;2020;1;22;prediction;53.235;0.049;301.144;0.033;prediction;-185.7840;0.0103;;;prediction;;;;;0.197;0.500;-0.018;0.500
58871;2020;1;23;prediction;52.580;0.049;302.530;0.033;prediction;-186.1567;0.0105;;;prediction;;;;;0.200;0.500;-0.029;0.500
58872;2020;1;24;prediction;51.907;0.050;303.658;0.034;prediction;-186.4604;0.0107;;;prediction;;;;;0.201;0.500;-0.035;0.500
58873;2020;1;25;prediction;51.868;0.051;304.835;0.034;prediction;-186.7684;0.0109;;;prediction;;;;;0.202;0.500;-0.032;0.500
58874;2020;1;26;prediction;51.393;0.052;306.294;0.035;prediction;-187.1747;0.0112;;;prediction;;;;;0.207;0.500;-0.025;0.500
58875;2020;1;27;prediction;50.390;0.053;307.440;0.036;prediction;-187.7008;0.0115;;;prediction;;;;;0.219;0.500;-0.021;0.500
58876;2020;1;28;prediction;49.320;0.054;308.617;0.036;prediction;-188.3344;0.0119;;;prediction;;;;;0.236;0.500;-0.026;0.500
58877;2020;1;29;prediction;48.208;0.055;310.173;0.037;prediction;-189.0518;0.0122;;;prediction;;;;;0.253;0.500;-0.039;0.500
58878;2020;1;30;prediction;46.947;0.056;311.667;0.037;prediction;-189.7991;0.0126;;;prediction;;;;;0.262;0.500;-0.054;0.500
58879;2020;1;31;prediction;45.651;0.057;312.965;0.038;prediction;-190.5384;0.0130;;;prediction;;;;;0.256;0.500;-0.064;0.500
58880;2020;2;1;prediction;44.395;0.058;314.316;0.039;prediction;-191.2427;0.0134;;;prediction;;;;;0.237;0.500;-0.064;0.500
