MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58881;2020;2;2;final;43.505;0.053;316.036;0.037;final;-191.7194;0.0070;0.4836;0.0120;final;-107.921;0.153;-6.844;0.040;0.239;0.061;0.049;0.040
58882;2020;2;3;final;42.727;0.053;317.663;0.038;final;-192.1721;0.0071;0.3794;0.0121;final;-107.997;0.146;-6.709;0.040;0.264;0.058;0.067;0.040
58883;2020;2;4;final;42.236;0.053;319.419;0.038;final;-192.5141;0.0071;0.2354;0.0121;final;-108.130;0.148;-6.576;0.041;0.288;0.059;0.085;0.041
58884;2020;2;5;final;42.192;0.053;321.224;0.038;final;-192.7412;0.0073;0.1382;0.0121;final;-108.297;0.151;-6.539;0.043;0.293;0.060;0.072;0.043
58885;2020;2;6;final;41.387;0.054;322.939;0.038;final;-192.8644;0.0075;0.0870;0.0122;final;-108.560;0.153;-6.702;0.045;0.294;0.061;0.051;0.045
58886;2020;2;7;final;40.107;0.054;323.988;0.038;final;-192.9351;0.0078;0.0853;0.0123;final;-108.871;0.158;-7.112;0.048;0.294;0.063;0.030;0.048
58887;2020;2;8;final;38.702;0.055;324.883;0.039;final;-193.0242;0.0081;0.1418;0.0123;final;-108.929;0.163;-7.590;0.050;0.271;0.065;0.001;0.050
58888;2020;2;9;final;37.913;0.055;325.300;0.039;final;-193.2662;0.0084;0.3533;0.0124;final;-108.419;0.166;-7.806;0.053;0.239;0.066;-0.030;0.053
58889;2020;2;10;final;37.635;0.055;326.014;0.038;final;-193.7899;0.0081;0.6718;0.0121;final;-107.580;0.153;-7.636;0.052;0.207;0.061;-0.061;0.052
58890;2020;2;11;final;37.317;0.055;327.316;0.038;final;-194.5859;0.0083;0.8996;0.0121;final;-107.021;0.156;-7.318;0.055;0.175;0.062;-0.093;0.055
58891;2020;2;12;final;37.414;0.056;328.670;0.039;final;-195.5386;0.0085;0.9962;0.0122;final;-107.049;0.158;-7.105;0.057;0.155;0.063;-0.067;0.057
58892;2020;2;13;final;37.440;0.056;330.236;0.039;final;-196.5300;0.0087;0.9626;0.0123;final;-107.501;0.161;-7.102;0.058;0.137;0.064;-0.026;0.058
58893;2020;2;14;final;36.532;0.056;331.984;0.039;final;-197.4312;0.0089;0.7962;0.0123;final;-107.991;0.163;-7.171;0.060;0.119;0.065;0.014;0.060
58894;2020;2;15;final;34.910;0.056;333.280;0.039;final;-198.1377;0.0092;0.5980;0.0124;final;-108.326;0.168;-7.238;0.062;0.093;0.067;0.017;0.062
58895;2020;2;16;final;33.056;0.056;334.012;0.039;final;-198.6185;0.0094;0.4101;0.0121;final;-108.525;0.171;-7.298;0.062;0.064;0.068;0.006;0.062
58896;2020;2;17;final;31.510;0.056;334.883;0.039;final;-198.9191;0.0096;0.2210;0.0121;final;-108.687;0.173;-7.366;0.063;0.035;0.069;-0.006;0.063
58897;2020;2;18;final;30.655;0.057;336.009;0.039;final;-199.0725;0.0098;0.0639;0.0122;final;-108.816;0.176;-7.423;0.063;0.007;0.070;-0.018;0.063
