MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58883;2020;2;4;prediction;42.239;0.055;319.395;0.040;prediction;-192.5139;0.0079;;;prediction;;;;;0.288;0.067;0.085;0.050
58884;2020;2;5;prediction;42.153;0.056;321.256;0.040;prediction;-192.7347;0.0081;;;prediction;;;;;0.293;0.068;0.072;0.053
58885;2020;2;6;prediction;41.383;0.056;322.860;0.041;prediction;-192.8580;0.0084;;;prediction;;;;;0.294;0.070;0.051;0.057
58886;2020;2;7;prediction;40.088;0.057;323.992;0.041;prediction;-192.9342;0.0088;;;prediction;;;;;0.294;0.071;0.030;0.060
58887;2020;2;8;prediction;38.718;0.058;324.829;0.042;prediction;-193.0247;0.0091;;;prediction;;;;;0.271;0.072;0.001;0.064
58888;2020;2;9;prediction;37.929;0.059;325.324;0.043;prediction;-193.2659;0.0096;;;prediction;;;;;0.239;0.074;-0.030;0.069
58889;2020;2;10;prediction;37.655;0.061;325.963;0.044;prediction;-193.7893;0.0100;;;prediction;;;;;0.207;0.075;-0.062;0.074
58890;2020;2;11;prediction;37.325;0.062;327.338;0.045;prediction;-194.5862;0.0105;;;prediction;;;;;0.175;0.077;-0.094;0.080
58891;2020;2;12;prediction;37.429;0.064;328.615;0.046;prediction;-195.5476;0.0110;;;prediction;;;;;0.197;0.500;-0.010;0.500
58892;2020;2;13;prediction;37.448;0.065;330.267;0.047;prediction;-196.5382;0.0115;;;prediction;;;;;0.196;0.500;-0.016;0.500
58893;2020;2;14;prediction;36.570;0.067;331.934;0.048;prediction;-197.4183;0.0121;;;prediction;;;;;0.197;0.500;-0.023;0.500
58894;2020;2;15;prediction;34.893;0.070;333.318;0.050;prediction;-198.1045;0.0126;;;prediction;;;;;0.197;0.500;-0.026;0.500
58895;2020;2;16;prediction;33.000;0.045;334.034;0.031;prediction;-198.6023;0.0115;;;prediction;;;;;0.195;0.500;-0.023;0.500
58896;2020;2;17;prediction;31.488;0.046;334.908;0.031;prediction;-198.9290;0.0118;;;prediction;;;;;0.193;0.500;-0.017;0.500
58897;2020;2;18;prediction;30.577;0.046;336.025;0.032;prediction;-199.0964;0.0121;;;prediction;;;;;0.193;0.500;-0.011;0.500
58898;2020;2;19;prediction;30.264;0.047;337.653;0.032;prediction;-199.1439;0.0125;;;prediction;;;;;0.196;0.500;-0.007;0.500
58899;2020;2;20;prediction;29.576;0.048;339.026;0.033;prediction;-199.1411;0.0128;;;prediction;;;;;0.201;0.500;-0.006;0.500
58900;2020;2;21;prediction;28.478;0.049;340.024;0.033;prediction;-199.2397;0.0132;;;prediction;;;;;0.206;0.500;-0.005;0.500
58901;2020;2;22;prediction;27.412;0.050;340.790;0.034;prediction;-199.4985;0.0136;;;prediction;;;;;0.209;0.500;-0.003;0.500
58902;2020;2;23;prediction;26.916;0.051;341.615;0.034;prediction;-199.9586;0.0140;;;prediction;;;;;0.212;0.500;-0.003;0.500
58903;2020;2;24;prediction;26.968;0.052;342.720;0.035;prediction;-200.5625;0.0143;;;prediction;;;;;0.216;0.500;-0.006;0.500
58904;2020;2;25;prediction;27.340;0.053;344.655;0.035;prediction;-201.2493;0.0147;;;prediction;;;;;0.223;0.500;-0.016;0.500
58905;2020;2;26;prediction;27.851;0.054;346.680;0.036;prediction;-201.9662;0.0151;;;prediction;;;;;0.231;0.500;-0.030;0.500
58906;2020;2;27;prediction;28.449;0.055;348.943;0.036;prediction;-202.7274;0.0155;;;prediction;;;;;0.240;0.500;-0.042;0.500
58907;2020;2;28;prediction;28.676;0.056;351.191;0.037;prediction;-203.5051;0.0159;;;prediction;;;;;0.246;0.500;-0.046;0.500
58908;2020;2;29;prediction;28.292;0.058;353.298;0.038;prediction;-204.2552;0.0163;;;prediction;;;;;0.247;0.500;-0.041;0.500
58909;2020;3;1;prediction;27.599;0.058;355.207;0.038;prediction;-204.8704;0.0167;;;prediction;;;;;0.247;0.500;-0.029;0.500
