MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59094;2020;9;2;final;214.888;0.046;359.360;0.033;final;-184.4359;0.0114;-0.8078;0.0122;final;-117.387;0.261;-10.195;0.104;0.174;0.104;-0.055;0.104
59095;2020;9;3;final;214.008;0.046;357.869;0.033;final;-183.6718;0.0114;-0.6993;0.0122;final;-117.419;0.264;-9.911;0.104;0.173;0.105;-0.077;0.104
59096;2020;9;4;final;213.234;0.046;356.016;0.033;final;-183.0210;0.0113;-0.6290;0.0123;final;-117.502;0.254;-9.673;0.100;0.172;0.101;-0.099;0.100
59097;2020;9;5;final;212.795;0.046;354.430;0.033;final;-182.4364;0.0111;-0.5731;0.0124;final;-117.550;0.239;-9.586;0.096;0.174;0.095;-0.098;0.096
59098;2020;9;6;final;212.274;0.046;353.191;0.033;final;-181.8721;0.0110;-0.5450;0.0125;final;-117.459;0.241;-9.623;0.095;0.178;0.096;-0.088;0.095
59099;2020;9;7;final;211.790;0.045;351.835;0.032;final;-181.2925;0.0110;-0.5934;0.0117;final;-117.228;0.241;-9.666;0.094;0.182;0.096;-0.079;0.094
59100;2020;9;8;final;211.193;0.045;350.339;0.031;final;-180.6562;0.0109;-0.6743;0.0117;final;-117.077;0.244;-9.672;0.093;0.185;0.097;-0.069;0.093
59101;2020;9;9;final;210.918;0.045;349.451;0.031;final;-179.9467;0.0109;-0.7776;0.0118;final;-117.278;0.244;-9.720;0.092;0.189;0.097;-0.059;0.092
59102;2020;9;10;final;210.855;0.045;348.811;0.031;final;-179.1721;0.0109;-0.8106;0.0118;final;-118.101;0.246;-9.873;0.092;0.075;0.098;-0.048;0.092
59103;2020;9;11;final;210.933;0.045;348.368;0.031;final;-178.3511;0.0114;-0.7954;0.0119;final;-118.899;0.256;-10.062;0.098;-0.070;0.102;-0.037;0.098
59104;2020;9;12;final;210.314;0.045;347.629;0.031;final;-177.5178;0.0117;-0.7983;0.0119;final;-118.839;0.251;-10.155;0.100;-0.071;0.100;-0.030;0.100
59105;2020;9;13;final;209.427;0.045;346.406;0.031;final;-176.7408;0.0117;-0.7225;0.0117;final;-118.221;0.254;-10.109;0.099;-0.019;0.101;-0.024;0.099
59106;2020;9;14;final;208.717;0.045;345.499;0.031;final;-176.1147;0.0117;-0.5314;0.0117;final;-117.572;0.254;-9.993;0.098;0.032;0.101;-0.019;0.098
59107;2020;9;15;final;208.051;0.045;344.156;0.031;final;-175.7085;0.0117;-0.2763;0.0118;final;-117.115;0.256;-9.834;0.098;0.083;0.102;-0.013;0.098
59108;2020;9;16;final;207.856;0.045;342.757;0.031;final;-175.5535;0.0118;-0.0032;0.0118;final;-117.041;0.259;-9.632;0.099;0.044;0.103;-0.052;0.099
59109;2020;9;17;final;207.763;0.045;341.482;0.031;final;-175.6637;0.0120;0.2120;0.0118;final;-117.165;0.261;-9.397;0.102;-0.020;0.104;-0.102;0.102
59110;2020;9;18;final;207.499;0.045;340.031;0.031;final;-175.9844;0.0126;0.3569;0.0119;final;-117.493;0.284;-9.329;0.113;-0.084;0.113;-0.153;0.113
59111;2020;9;19;final;206.755;0.045;338.625;0.031;final;-176.4092;0.0128;0.4253;0.0120;final;-117.787;0.287;-9.525;0.117;-0.077;0.114;-0.170;0.117
59112;2020;9;20;final;205.778;0.045;337.224;0.031;final;-176.7967;0.0134;0.3203;0.0120;final;-117.963;0.299;-9.831;0.123;-0.044;0.119;-0.174;0.123
59113;2020;9;21;final;204.647;0.045;335.988;0.031;final;-177.0190;0.0136;0.1175;0.0117;final;-117.974;0.304;-9.971;0.128;-0.011;0.121;-0.179;0.128
59114;2020;9;22;final;203.448;0.045;334.984;0.031;final;-177.0237;0.0138;-0.1062;0.0118;final;-117.871;0.309;-9.888;0.134;0.023;0.123;-0.183;0.134
59115;2020;9;23;final;202.369;0.045;333.990;0.031;final;-176.8324;0.0141;-0.2892;0.0118;final;-117.808;0.312;-9.726;0.137;0.032;0.124;-0.135;0.137
59116;2020;9;24;final;201.447;0.045;332.996;0.031;final;-176.4820;0.0142;-0.4057;0.0118;final;-117.790;0.314;-9.663;0.139;0.035;0.125;-0.072;0.139
59117;2020;9;25;final;200.099;0.045;331.836;0.031;final;-176.0287;0.0143;-0.4430;0.0119;final;-117.816;0.317;-9.659;0.142;0.038;0.126;-0.010;0.142
59118;2020;9;26;final;198.705;0.046;330.543;0.031;final;-175.5265;0.0143;-0.4810;0.0119;final;-117.823;0.319;-9.657;0.143;0.044;0.127;0.011;0.143
59119;2020;9;27;final;197.235;0.046;329.252;0.031;final;-175.0164;0.0144;-0.5324;0.0120;final;-117.698;0.324;-9.638;0.144;0.052;0.129;0.017;0.144
59120;2020;9;28;final;196.126;0.046;327.944;0.031;final;-174.5224;0.0145;-0.5115;0.0120;final;-117.417;0.327;-9.626;0.144;0.059;0.130;0.023;0.144
59121;2020;9;29;final;195.040;0.046;326.609;0.032;final;-174.0769;0.0148;-0.3923;0.0121;final;-117.091;0.329;-9.571;0.145;0.067;0.131;0.029;0.145
59122;2020;9;30;final;194.221;0.046;325.299;0.032;final;-173.7115;0.0149;-0.2918;0.0121;final;-116.812;0.329;-9.399;0.144;0.092;0.131;0.004;0.144
59123;2020;10;1;final;193.592;0.047;324.399;0.032;final;-173.4355;0.0150;-0.2263;0.0122;final;-116.635;0.332;-9.098;0.144;0.121;0.132;-0.029;0.144
59124;2020;10;2;prediction;192.652;0.047;323.719;0.032;prediction;-173.2415;0.0152;;;prediction;;;;;0.151;0.133;-0.062;0.143
59125;2020;10;3;prediction;191.331;0.047;322.854;0.032;prediction;-173.1048;0.0153;;;prediction;;;;;0.142;0.134;-0.057;0.142
59126;2020;10;4;prediction;190.373;0.048;321.581;0.033;prediction;-172.9737;0.0154;;;prediction;;;;;0.118;0.135;-0.038;0.141
59127;2020;10;5;prediction;190.052;0.048;320.101;0.033;prediction;-172.7951;0.0154;;;prediction;;;;;0.095;0.136;-0.019;0.140
