MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59128;2020;10;6;prediction;189.567;0.049;319.191;0.033;prediction;-172.5157;0.0154;;;prediction;;;;;0.071;0.137;0.001;0.139
59129;2020;10;7;prediction;188.471;0.049;318.528;0.033;prediction;-172.0906;0.0155;;;prediction;;;;;0.071;0.138;0.001;0.141
59130;2020;10;8;prediction;187.232;0.050;317.574;0.034;prediction;-171.5505;0.0154;;;prediction;;;;;0.077;0.139;-0.004;0.142
59131;2020;10;9;prediction;185.866;0.050;316.265;0.034;prediction;-170.9429;0.0154;;;prediction;;;;;0.084;0.140;-0.008;0.144
59132;2020;10;10;prediction;184.607;0.051;314.917;0.035;prediction;-170.3483;0.0154;;;prediction;;;;;0.083;0.141;-0.020;0.146
59133;2020;10;11;prediction;183.081;0.052;313.852;0.035;prediction;-169.8277;0.0154;;;prediction;;;;;0.080;0.142;-0.035;0.148
59134;2020;10;12;prediction;181.378;0.053;312.491;0.036;prediction;-169.4240;0.0154;;;prediction;;;;;0.078;0.142;-0.050;0.149
59135;2020;10;13;prediction;180.138;0.055;311.311;0.037;prediction;-169.2890;0.0154;;;prediction;;;;;0.075;0.143;-0.065;0.151
59136;2020;10;14;prediction;179.048;0.056;310.487;0.038;prediction;-169.4785;0.0154;;;prediction;;;;;0.072;0.144;-0.080;0.152
59137;2020;10;15;prediction;178.254;0.058;309.579;0.039;prediction;-169.9339;0.0155;;;prediction;;;;;0.000;0.145;0.000;0.155
59138;2020;10;16;prediction;177.910;0.060;308.800;0.040;prediction;-170.6167;0.0156;;;prediction;;;;;0.000;0.146;0.000;0.157
59139;2020;10;17;prediction;177.694;0.062;308.244;0.041;prediction;-171.4275;0.0157;;;prediction;;;;;0.000;0.147;0.000;0.159
59140;2020;10;18;prediction;177.842;0.041;307.481;0.028;prediction;-172.2049;0.0079;;;prediction;;;;;0.043;0.034;-0.107;0.045
59141;2020;10;19;prediction;177.146;0.042;306.654;0.029;prediction;-172.7374;0.0081;;;prediction;;;;;-0.015;0.034;-0.207;0.048
59142;2020;10;20;prediction;175.824;0.043;305.670;0.029;prediction;-173.0213;0.0084;;;prediction;;;;;-0.073;0.035;-0.307;0.051
59143;2020;10;21;prediction;174.403;0.044;304.761;0.030;prediction;-173.1381;0.0086;;;prediction;;;;;-0.005;0.500;-0.133;0.500
59144;2020;10;22;prediction;173.213;0.045;304.053;0.030;prediction;-173.1268;0.0088;;;prediction;;;;;0.021;0.500;-0.094;0.500
59145;2020;10;23;prediction;172.071;0.046;303.221;0.031;prediction;-173.1148;0.0090;;;prediction;;;;;0.053;0.500;-0.059;0.500
59146;2020;10;24;prediction;170.955;0.047;302.494;0.031;prediction;-173.1924;0.0093;;;prediction;;;;;0.079;0.500;-0.042;0.500
59147;2020;10;25;prediction;169.499;0.047;301.578;0.032;prediction;-173.3231;0.0095;;;prediction;;;;;0.091;0.500;-0.046;0.500
59148;2020;10;26;prediction;168.175;0.048;300.700;0.032;prediction;-173.5116;0.0098;;;prediction;;;;;0.087;0.500;-0.060;0.500
59149;2020;10;27;prediction;166.916;0.049;299.908;0.032;prediction;-173.7722;0.0101;;;prediction;;;;;0.076;0.500;-0.070;0.500
59150;2020;10;28;prediction;165.283;0.050;299.310;0.033;prediction;-174.1058;0.0104;;;prediction;;;;;0.066;0.500;-0.070;0.500
59151;2020;10;29;prediction;163.630;0.050;298.506;0.033;prediction;-174.4590;0.0107;;;prediction;;;;;0.064;0.500;-0.063;0.500
59152;2020;10;30;prediction;162.258;0.051;298.334;0.034;prediction;-174.7442;0.0110;;;prediction;;;;;0.068;0.500;-0.060;0.500
59153;2020;10;31;prediction;160.365;0.051;297.810;0.034;prediction;-175.0704;0.0113;;;prediction;;;;;0.075;0.500;-0.067;0.500
59154;2020;11;1;prediction;158.501;0.052;297.166;0.034;prediction;-175.3357;0.0117;;;prediction;;;;;0.079;0.500;-0.084;0.500
