MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59336;2021;5;2;final;108.188;0.026;436.419;0.017;final;-183.0909;0.0118;-0.2640;0.0066;final;-105.392;0.090;-9.936;0.032;0.276;0.036;0.037;0.032
59337;2021;5;3;final;109.767;0.026;437.441;0.017;final;-182.7909;0.0118;-0.2949;0.0066;final;-105.435;0.093;-10.113;0.033;0.237;0.037;0.016;0.033
59338;2021;5;4;final;111.592;0.026;438.462;0.017;final;-182.5243;0.0113;-0.2191;0.0066;final;-105.659;0.093;-10.174;0.033;0.197;0.037;-0.006;0.033
59339;2021;5;5;final;113.313;0.025;439.364;0.017;final;-182.3978;0.0112;-0.0554;0.0066;final;-105.759;0.093;-10.107;0.034;0.182;0.037;-0.033;0.034
59340;2021;5;6;final;115.279;0.025;440.309;0.017;final;-182.4200;0.0109;0.0973;0.0065;final;-105.659;0.093;-9.997;0.035;0.173;0.037;-0.063;0.035
59341;2021;5;7;final;117.172;0.025;441.478;0.017;final;-182.5670;0.0103;0.2145;0.0065;final;-105.509;0.096;-9.864;0.036;0.164;0.038;-0.092;0.036
59342;2021;5;8;final;118.681;0.025;442.646;0.017;final;-182.7886;0.0104;0.2700;0.0065;final;-105.519;0.096;-9.632;0.036;0.166;0.038;-0.099;0.036
59343;2021;5;9;final;120.432;0.025;443.435;0.018;final;-183.0318;0.0105;0.2301;0.0065;final;-105.761;0.096;-9.338;0.036;0.172;0.038;-0.097;0.036
59344;2021;5;10;final;122.013;0.025;444.253;0.018;final;-183.2398;0.0112;0.1781;0.0065;final;-106.060;0.096;-9.161;0.037;0.178;0.038;-0.096;0.037
59345;2021;5;11;final;123.229;0.025;444.950;0.018;final;-183.3696;0.0111;0.0832;0.0065;final;-106.211;0.098;-9.260;0.037;0.184;0.039;-0.094;0.037
59346;2021;5;12;final;124.570;0.025;445.119;0.018;final;-183.4050;0.0107;-0.0417;0.0065;final;-106.142;0.098;-9.592;0.036;0.197;0.039;-0.091;0.036
59347;2021;5;13;final;126.398;0.025;444.900;0.018;final;-183.3166;0.0104;-0.1604;0.0064;final;-105.971;0.098;-9.938;0.036;0.212;0.039;-0.088;0.036
59348;2021;5;14;final;128.393;0.025;445.000;0.018;final;-183.1001;0.0104;-0.2467;0.0065;final;-105.857;0.098;-10.138;0.035;0.228;0.039;-0.084;0.035
59349;2021;5;15;final;130.276;0.025;445.421;0.019;final;-182.8031;0.0105;-0.3065;0.0065;final;-105.951;0.098;-10.226;0.034;0.226;0.039;-0.081;0.034
59350;2021;5;16;final;132.466;0.025;445.767;0.019;final;-182.4802;0.0106;-0.3050;0.0065;final;-106.179;0.098;-10.311;0.034;0.219;0.039;-0.079;0.034
59351;2021;5;17;final;134.899;0.024;446.354;0.018;final;-182.2601;0.0111;-0.2399;0.0065;final;-106.327;0.098;-10.390;0.033;0.211;0.039;-0.076;0.033
