MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58010;2017;9;14;final;237.894;0.062;335.801;0.046;final;328.3166;0.0148;0.5645;0.0139;final;-111.775;0.101;-12.170;0.034;0.180;0.040;0.106;0.034
58011;2017;9;15;final;236.997;0.062;334.277;0.046;final;327.7357;0.0146;0.5783;0.0139;final;-111.734;0.101;-12.205;0.034;0.194;0.040;0.161;0.034
58012;2017;9;16;final;236.151;0.062;333.110;0.046;final;327.0874;0.0073;0.6602;0.0140;final;-111.452;0.106;-12.204;0.036;0.201;0.042;0.178;0.036
58013;2017;9;17;final;235.437;0.062;331.475;0.046;final;326.3165;0.0084;0.8362;0.0140;final;-111.028;0.098;-12.076;0.034;0.206;0.039;0.181;0.034
58014;2017;9;18;final;234.932;0.063;329.981;0.047;final;325.4077;0.0070;1.0116;0.0141;final;-110.641;0.098;-11.871;0.034;0.210;0.039;0.184;0.034
58015;2017;9;19;final;234.376;0.063;328.251;0.047;final;324.3805;0.0070;1.0991;0.0142;final;-110.403;0.101;-11.712;0.035;0.215;0.040;0.187;0.035
58016;2017;9;20;final;233.504;0.063;326.435;0.047;final;323.2752;0.0069;1.1158;0.0143;final;-110.345;0.101;-11.669;0.035;0.210;0.040;0.174;0.035
58017;2017;9;21;final;232.368;0.062;324.511;0.046;final;322.1571;0.0068;1.0613;0.0139;final;-110.402;0.103;-11.680;0.036;0.202;0.041;0.156;0.036
58018;2017;9;22;final;231.480;0.062;322.598;0.046;final;321.0960;0.0067;0.9977;0.0139;final;-110.531;0.106;-11.667;0.037;0.193;0.042;0.139;0.037
58019;2017;9;23;final;230.274;0.062;320.857;0.046;final;320.1448;0.0066;0.9100;0.0140;final;-110.630;0.108;-11.575;0.038;0.209;0.043;0.186;0.038
58020;2017;9;24;final;229.145;0.062;318.532;0.046;final;319.3214;0.0064;0.8000;0.0140;final;-110.639;0.108;-11.514;0.038;0.233;0.043;0.257;0.038
58021;2017;9;25;final;228.435;0.062;316.343;0.046;final;318.6118;0.0062;0.6369;0.0140;final;-110.437;0.111;-11.541;0.039;0.257;0.044;0.328;0.039
58022;2017;9;26;final;227.385;0.062;314.011;0.047;final;317.9914;0.0061;0.5409;0.0141;final;-109.996;0.111;-11.594;0.039;0.281;0.044;0.399;0.039
58023;2017;9;27;final;226.734;0.063;311.772;0.047;final;317.4338;0.0061;0.5186;0.0141;final;-109.580;0.113;-11.708;0.040;0.269;0.045;0.341;0.040
58024;2017;9;28;final;226.104;0.063;309.703;0.047;final;316.9079;0.0061;0.5449;0.0142;final;-109.376;0.113;-11.760;0.040;0.249;0.045;0.249;0.040
58025;2017;9;29;final;225.595;0.063;307.802;0.047;final;316.3777;0.0061;0.6105;0.0142;final;-109.462;0.116;-11.790;0.040;0.228;0.046;0.157;0.040
58026;2017;9;30;final;224.854;0.063;305.599;0.047;final;315.8116;0.0060;0.6537;0.0142;final;-109.631;0.116;-11.834;0.040;0.235;0.046;0.126;0.040
58027;2017;10;1;final;224.077;0.063;303.059;0.048;final;315.1924;0.0059;0.6522;0.0143;final;-109.719;0.116;-11.950;0.040;0.252;0.046;0.117;0.040
58028;2017;10;2;prediction;222.812;0.064;300.626;0.048;prediction;314.5126;0.0058;;;prediction;;;;;0.269;0.047;0.108;0.040
58029;2017;10;3;prediction;222.134;0.064;298.436;0.048;prediction;313.7565;0.0058;;;prediction;;;;;0.286;0.047;0.099;0.040
58030;2017;10;4;prediction;221.790;0.065;296.670;0.049;prediction;312.8885;0.0057;;;prediction;;;;;0.295;0.048;0.090;0.041
58031;2017;10;5;prediction;221.943;0.065;294.795;0.049;prediction;311.8700;0.0056;;;prediction;;;;;0.301;0.048;0.080;0.041
58032;2017;10;6;prediction;221.702;0.066;293.803;0.050;prediction;310.7276;0.0055;;;prediction;;;;;0.307;0.049;0.070;0.042
58033;2017;10;7;prediction;220.174;0.066;293.034;0.050;prediction;309.5391;0.0053;;;prediction;;;;;0.283;0.050;0.074;0.043
58034;2017;10;8;prediction;218.372;0.067;292.080;0.051;prediction;308.3936;0.0052;;;prediction;;;;;0.248;0.051;0.084;0.044
58035;2017;10;9;prediction;216.177;0.068;290.893;0.051;prediction;307.3693;0.0051;;;prediction;;;;;0.212;0.052;0.094;0.045
58036;2017;10;10;prediction;214.095;0.069;289.091;0.052;prediction;306.4880;0.0050;;;prediction;;;;;0.177;0.053;0.104;0.046
58037;2017;10;11;prediction;212.185;0.070;287.449;0.053;prediction;305.7113;0.0049;;;prediction;;;;;0.141;0.054;0.114;0.047
58038;2017;10;12;prediction;210.210;0.071;285.367;0.055;prediction;304.9534;0.0052;;;prediction;;;;;0.173;0.056;0.117;0.049
58039;2017;10;13;prediction;208.696;0.039;283.432;0.065;prediction;304.1665;0.0077;;;prediction;;;;;0.222;0.058;0.119;0.055
58040;2017;10;14;prediction;207.156;0.040;281.544;0.067;prediction;303.2981;0.0081;;;prediction;;;;;0.000;0.060;0.000;0.057
58041;2017;10;15;prediction;205.718;0.041;279.738;0.069;prediction;302.3125;0.0085;;;prediction;;;;;0.000;0.061;0.000;0.060
58042;2017;10;16;prediction;204.815;0.041;278.145;0.071;prediction;301.1864;0.0090;;;prediction;;;;;0.000;0.063;0.000;0.063
58043;2017;10;17;prediction;203.843;0.042;276.849;0.073;prediction;299.9461;0.0095;;;prediction;;;;;0.000;0.065;0.000;0.066
58044;2017;10;18;prediction;202.570;0.043;275.430;0.076;prediction;298.6916;0.0099;;;prediction;;;;;0.000;0.066;0.000;0.069
58045;2017;10;19;prediction;201.225;0.044;273.726;0.078;prediction;297.2073;0.0104;;;prediction;;;;;0.000;0.067;0.000;0.071
58046;2017;10;20;prediction;199.940;0.044;272.107;0.080;prediction;295.8275;0.0109;;;prediction;;;;;0.000;0.069;0.000;0.074
58047;2017;10;21;prediction;198.716;0.045;270.640;0.081;prediction;294.5440;0.0114;;;prediction;;;;;0.000;0.070;0.000;0.076
58048;2017;10;22;prediction;197.348;0.046;269.559;0.083;prediction;293.3611;0.0120;;;prediction;;;;;0.000;0.071;0.000;0.078
58049;2017;10;23;prediction;196.056;0.046;268.381;0.085;prediction;292.2373;0.0125;;;prediction;;;;;0.000;0.072;0.000;0.080
58050;2017;10;24;prediction;194.592;0.047;266.946;0.087;prediction;291.2731;0.0131;;;prediction;;;;;0.000;0.073;0.000;0.082
58051;2017;10;25;prediction;192.797;0.048;265.640;0.088;prediction;290.4713;0.0137;;;prediction;;;;;0.000;0.075;0.000;0.084
58052;2017;10;26;prediction;190.579;0.049;264.087;0.090;prediction;289.5821;0.0142;;;prediction;;;;;0.000;0.075;0.000;0.086
58053;2017;10;27;prediction;188.643;0.051;262.534;0.092;prediction;288.7784;0.0148;;;prediction;;;;;0.000;0.076;0.000;0.087
58054;2017;10;28;prediction;186.633;0.052;261.223;0.094;prediction;287.9333;0.0155;;;prediction;;;;;0.000;0.077;0.000;0.089
58055;2017;10;29;prediction;184.680;0.054;259.908;0.096;prediction;286.9539;0.0161;;;prediction;;;;;0.000;0.078;0.000;0.090
58056;2017;10;30;prediction;183.140;0.056;258.799;0.098;prediction;285.8871;0.0167;;;prediction;;;;;0.000;0.079;0.000;0.092
58057;2017;10;31;prediction;181.822;0.058;257.810;0.100;prediction;284.7050;0.0174;;;prediction;;;;;0.000;0.079;0.000;0.093
58058;2017;11;1;prediction;180.357;0.060;256.876;0.102;prediction;283.3591;0.0181;;;prediction;;;;;0.000;0.080;0.000;0.094
