MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58223;2018;4;15;prediction;41.815;0.049;418.820;0.028;prediction;121.5584;0.0193;;;prediction;;;;;0.000;0.187;0.000;0.191
58224;2018;4;16;prediction;44.065;0.040;420.311;0.036;prediction;120.2382;0.0117;;;prediction;;;;;0.000;0.187;0.000;0.191
58225;2018;4;17;prediction;45.901;0.034;421.613;0.038;prediction;118.8746;0.0104;;;prediction;;;;;0.000;0.187;0.000;0.191
58226;2018;4;18;prediction;47.493;0.035;422.306;0.032;prediction;117.6010;0.0127;;;prediction;;;;;0.000;0.187;0.000;0.191
58227;2018;4;19;prediction;49.429;0.042;423.176;0.029;prediction;116.4840;0.0151;;;prediction;;;;;0.000;0.187;0.000;0.191
58228;2018;4;20;prediction;51.709;0.052;424.505;0.026;prediction;115.4739;0.0173;;;prediction;;;;;0.000;0.187;0.000;0.191
58229;2018;4;21;prediction;53.978;0.049;426.021;0.026;prediction;114.5011;0.0173;;;prediction;;;;;0.000;0.187;0.000;0.191
58230;2018;4;22;prediction;56.141;0.052;427.521;0.026;prediction;113.5378;0.0197;;;prediction;;;;;0.000;0.187;0.000;0.191
58231;2018;4;23;prediction;57.981;0.058;429.185;0.031;prediction;112.5219;0.0150;;;prediction;;;;;0.000;0.187;0.000;0.191
58232;2018;4;24;prediction;59.915;0.054;430.727;0.039;prediction;111.3837;0.0115;;;prediction;;;;;0.000;0.187;0.000;0.191
58233;2018;4;25;prediction;61.477;0.052;432.166;0.036;prediction;110.0892;0.0126;;;prediction;;;;;0.000;0.187;0.000;0.191
58234;2018;4;26;prediction;62.715;0.048;432.993;0.033;prediction;108.6692;0.0114;;;prediction;;;;;0.000;0.187;0.000;0.191
58235;2018;4;27;prediction;63.670;0.049;433.944;0.028;prediction;107.1603;0.0147;;;prediction;;;;;0.000;0.187;0.000;0.191
58236;2018;4;28;prediction;64.985;0.047;434.749;0.023;prediction;105.6546;0.0377;;;prediction;;;;;0.000;0.187;0.000;0.191
58237;2018;4;29;prediction;66.418;0.057;435.685;0.026;prediction;104.1989;0.0377;;;prediction;;;;;0.000;0.187;0.000;0.191
58238;2018;4;30;prediction;67.664;0.057;436.719;0.030;prediction;102.8766;0.0377;;;prediction;;;;;0.000;0.187;0.000;0.191
58239;2018;5;1;prediction;68.865;0.066;437.504;0.144;prediction;101.7122;0.0377;;;prediction;;;;;0.000;0.187;0.000;0.191
