MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
57967;2017;8;2;final;211.398;0.062;408.248;0.046;final;346.4191;0.0240;0.1727;0.0134;final;-108.968;0.113;-12.472;0.044;0.100;0.045;0.163;0.044
57968;2017;8;3;final;213.291;0.062;406.601;0.046;final;346.2834;0.0240;0.0993;0.0134;final;-109.173;0.113;-12.355;0.044;0.095;0.045;0.181;0.044
57969;2017;8;4;final;214.709;0.062;405.433;0.046;final;346.2029;0.0241;0.0931;0.0135;final;-109.331;0.113;-12.280;0.043;0.090;0.045;0.198;0.043
57970;2017;8;5;final;215.447;0.062;404.172;0.046;final;346.1412;0.0239;0.1136;0.0135;final;-109.468;0.113;-12.322;0.043;0.083;0.045;0.187;0.043
57971;2017;8;6;final;216.162;0.062;402.972;0.046;final;346.0549;0.0236;0.1351;0.0136;final;-109.578;0.113;-12.420;0.042;0.075;0.045;0.165;0.042
57972;2017;8;7;final;217.134;0.062;401.528;0.046;final;345.8951;0.0234;0.1868;0.0136;final;-109.621;0.111;-12.481;0.041;0.066;0.044;0.143;0.041
57973;2017;8;8;final;218.544;0.062;399.806;0.046;final;345.6309;0.0231;0.2779;0.0136;final;-109.619;0.111;-12.465;0.041;0.058;0.044;0.121;0.041
57974;2017;8;9;final;220.136;0.062;398.184;0.046;final;345.2558;0.0227;0.4027;0.0136;final;-109.583;0.111;-12.372;0.040;0.094;0.044;0.126;0.040
57975;2017;8;10;final;221.888;0.062;396.576;0.046;final;344.7683;0.0223;0.5551;0.0137;final;-109.641;0.111;-12.284;0.040;0.142;0.044;0.138;0.040
57976;2017;8;11;final;223.520;0.063;394.783;0.046;final;344.1670;0.0218;0.6498;0.0137;final;-109.709;0.111;-12.243;0.039;0.189;0.044;0.149;0.039
57977;2017;8;12;final;224.272;0.063;393.044;0.046;final;343.4966;0.0212;0.6914;0.0138;final;-109.761;0.111;-12.230;0.039;0.187;0.044;0.159;0.039
57978;2017;8;13;final;224.896;0.063;391.349;0.047;final;342.8220;0.0204;0.6686;0.0138;final;-109.760;0.106;-12.196;0.038;0.166;0.042;0.168;0.038
57979;2017;8;14;final;225.434;0.063;389.550;0.047;final;342.1944;0.0206;0.5853;0.0139;final;-109.859;0.103;-12.133;0.037;0.146;0.041;0.177;0.037
57980;2017;8;15;final;225.504;0.063;387.912;0.047;final;341.6539;0.0143;0.4652;0.0139;final;-110.205;0.103;-12.107;0.037;0.125;0.041;0.185;0.037
57981;2017;8;16;final;225.102;0.063;385.969;0.047;final;341.2173;0.0144;0.3525;0.0140;final;-110.709;0.103;-12.228;0.037;0.105;0.041;0.174;0.037
57982;2017;8;17;final;225.340;0.064;383.821;0.047;final;340.9056;0.0157;0.2400;0.0141;final;-111.139;0.101;-12.489;0.037;0.085;0.040;0.158;0.037
57983;2017;8;18;final;226.326;0.062;381.367;0.046;final;340.7121;0.0103;0.2003;0.0137;final;-111.247;0.103;-12.725;0.037;0.091;0.041;0.158;0.037
57984;2017;8;19;final;227.537;0.062;379.678;0.046;final;340.5459;0.0074;0.2042;0.0138;final;-111.037;0.106;-12.749;0.037;0.119;0.042;0.173;0.037
57985;2017;8;20;final;228.598;0.063;378.522;0.046;final;340.2929;0.0067;0.2715;0.0138;final;-110.669;0.106;-12.534;0.037;0.150;0.042;0.190;0.037
57986;2017;8;21;final;229.558;0.063;377.439;0.046;final;339.9294;0.0053;0.4262;0.0139;final;-110.260;0.103;-12.254;0.036;0.181;0.041;0.208;0.036
57987;2017;8;22;final;230.232;0.063;375.700;0.047;final;339.4802;0.0051;0.5179;0.0139;final;-109.898;0.103;-12.117;0.036;0.212;0.041;0.225;0.036
57988;2017;8;23;final;230.696;0.063;373.866;0.047;final;338.9711;0.0049;0.5317;0.0140;final;-109.851;0.103;-12.186;0.036;0.182;0.041;0.208;0.036
57989;2017;8;24;final;231.053;0.063;371.801;0.047;final;338.4224;0.0047;0.5062;0.0141;final;-110.115;0.103;-12.287;0.036;0.135;0.041;0.181;0.036
57990;2017;8;25;final;231.824;0.063;369.606;0.047;final;337.8911;0.0045;0.4788;0.0141;final;-110.614;0.103;-12.283;0.036;0.088;0.041;0.153;0.036
57991;2017;8;26;final;232.954;0.064;367.820;0.047;final;337.4314;0.0043;0.4117;0.0142;final;-111.071;0.103;-12.181;0.036;0.072;0.041;0.154;0.036
57992;2017;8;27;final;233.753;0.064;366.218;0.048;final;337.0628;0.0041;0.3326;0.0143;final;-111.317;0.103;-12.132;0.036;0.066;0.041;0.165;0.036
57993;2017;8;28;final;234.249;0.065;364.391;0.048;final;336.7757;0.0039;0.2422;0.0144;final;-111.309;0.106;-12.198;0.036;0.060;0.042;0.177;0.036
57994;2017;8;29;final;234.838;0.065;362.950;0.048;final;336.5670;0.0038;0.1324;0.0145;final;-111.143;0.106;-12.296;0.036;0.055;0.042;0.188;0.036
57995;2017;8;30;final;235.161;0.066;361.473;0.049;final;336.4409;0.0036;0.0910;0.0146;final;-110.913;0.106;-12.302;0.037;0.074;0.042;0.203;0.037
57996;2017;8;31;final;235.389;0.066;359.466;0.049;final;336.3739;0.0035;0.1055;0.0148;final;-110.781;0.108;-12.207;0.037;0.099;0.043;0.219;0.037
57997;2017;9;1;final;235.562;0.067;357.063;0.050;final;336.3065;0.0034;0.1340;0.0149;final;-110.805;0.108;-12.121;0.038;0.125;0.043;0.235;0.038
57998;2017;9;2;prediction;236.017;0.068;355.009;0.050;prediction;336.1875;0.0033;;;prediction;;;;;0.140;0.043;0.227;0.039
57999;2017;9;3;prediction;236.811;0.069;353.220;0.051;prediction;336.0055;0.0031;;;prediction;;;;;0.150;0.044;0.209;0.039
58000;2017;9;4;prediction;237.533;0.070;351.614;0.052;prediction;335.7558;0.0030;;;prediction;;;;;0.161;0.044;0.191;0.040
58001;2017;9;5;prediction;237.924;0.071;350.117;0.053;prediction;335.3882;0.0029;;;prediction;;;;;0.172;0.045;0.173;0.040
58002;2017;9;6;prediction;238.530;0.072;348.102;0.054;prediction;334.8301;0.0029;;;prediction;;;;;0.183;0.045;0.155;0.041
58003;2017;9;7;prediction;239.958;0.074;346.197;0.055;prediction;334.0590;0.0028;;;prediction;;;;;0.153;0.045;0.179;0.042
58004;2017;9;8;prediction;241.009;0.076;344.420;0.057;prediction;333.1364;0.0027;;;prediction;;;;;0.112;0.046;0.212;0.042
58005;2017;9;9;prediction;241.433;0.078;342.791;0.059;prediction;332.1686;0.0027;;;prediction;;;;;0.110;0.046;0.186;0.043
58006;2017;9;10;prediction;241.451;0.081;341.818;0.061;prediction;331.2316;0.0026;;;prediction;;;;;0.121;0.047;0.137;0.044
58007;2017;9;11;prediction;241.131;0.085;340.861;0.064;prediction;330.3594;0.0026;;;prediction;;;;;0.133;0.048;0.088;0.045
58008;2017;9;12;prediction;240.428;0.088;339.426;0.067;prediction;329.5683;0.0026;;;prediction;;;;;0.144;0.048;0.039;0.045
