MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59275;2021;3;2;final;50.706;0.024;373.771;0.020;final;-170.3934;0.0127;0.6476;0.0072;final;-107.298;0.264;-7.344;0.129;0.226;0.105;0.022;0.129
59276;2021;3;3;final;50.584;0.024;375.262;0.020;final;-171.0261;0.0127;0.6133;0.0072;final;-107.867;0.266;-7.504;0.129;0.212;0.106;0.040;0.129
59277;2021;3;4;final;51.059;0.024;376.549;0.020;final;-171.5540;0.0134;0.4339;0.0072;final;-108.333;0.266;-7.617;0.130;0.188;0.106;0.057;0.130
59278;2021;3;5;final;52.201;0.024;377.870;0.020;final;-171.8838;0.0129;0.1699;0.0072;final;-108.535;0.269;-7.596;0.130;0.164;0.107;0.073;0.130
59279;2021;3;6;final;53.360;0.024;379.379;0.019;final;-171.9881;0.0129;-0.0526;0.0072;final;-108.484;0.269;-7.535;0.129;0.164;0.107;0.048;0.129
59280;2021;3;7;final;54.561;0.024;380.833;0.019;final;-171.8731;0.0129;-0.1992;0.0072;final;-108.315;0.271;-7.503;0.127;0.173;0.108;0.007;0.127
59281;2021;3;8;final;56.191;0.024;382.351;0.019;final;-171.6080;0.0128;-0.2890;0.0072;final;-108.062;0.271;-7.541;0.125;0.183;0.108;-0.033;0.125
59282;2021;3;9;final;57.662;0.024;383.909;0.019;final;-171.3243;0.0130;-0.2599;0.0072;final;-107.722;0.274;-7.670;0.123;0.192;0.109;-0.074;0.123
59283;2021;3;10;final;58.750;0.023;385.265;0.018;final;-171.0993;0.0140;-0.1499;0.0070;final;-107.388;0.274;-7.839;0.121;0.195;0.109;-0.074;0.121
59284;2021;3;11;final;59.621;0.023;386.346;0.018;final;-171.0012;0.0141;-0.0302;0.0070;final;-107.198;0.277;-8.012;0.118;0.195;0.110;-0.063;0.118
59285;2021;3;12;final;60.542;0.023;387.744;0.018;final;-171.0599;0.0134;0.1393;0.0070;final;-107.204;0.277;-8.099;0.116;0.196;0.110;-0.052;0.116
