MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
57936;2017;7;2;final;159.023;0.060;448.763;0.045;final;358.9551;0.0068;0.5414;0.0125;final;-104.512;0.090;-12.471;0.036;0.017;0.036;0.166;0.036
57937;2017;7;3;final;162.256;0.060;448.330;0.045;final;358.4813;0.0070;0.4437;0.0126;final;-104.416;0.093;-12.571;0.037;0.011;0.037;0.119;0.037
57938;2017;7;4;final;165.706;0.060;447.677;0.045;final;358.1065;0.0073;0.3016;0.0126;final;-104.620;0.093;-12.592;0.037;0.006;0.037;0.071;0.037
57939;2017;7;5;final;168.964;0.060;447.191;0.045;final;357.8452;0.0075;0.2089;0.0126;final;-105.007;0.096;-12.497;0.038;0.018;0.038;0.073;0.038
57940;2017;7;6;final;171.984;0.060;446.683;0.045;final;357.6820;0.0077;0.1451;0.0126;final;-105.326;0.096;-12.423;0.038;0.036;0.038;0.088;0.038
57941;2017;7;7;final;174.978;0.060;445.959;0.045;final;357.5868;0.0079;0.0805;0.0126;final;-105.446;0.098;-12.431;0.039;0.053;0.039;0.103;0.039
57942;2017;7;8;final;177.783;0.060;445.215;0.045;final;357.5296;0.0080;0.0760;0.0126;final;-105.446;0.098;-12.464;0.039;0.062;0.039;0.121;0.039
57943;2017;7;9;final;180.223;0.060;444.718;0.045;final;357.4751;0.0081;0.0746;0.0126;final;-105.432;0.101;-12.454;0.040;0.067;0.040;0.140;0.040
57944;2017;7;10;final;181.999;0.060;443.929;0.045;final;357.3704;0.0082;0.1456;0.0126;final;-105.466;0.101;-12.414;0.040;0.072;0.040;0.160;0.040
57945;2017;7;11;final;183.760;0.060;442.793;0.045;final;357.1568;0.0083;0.2708;0.0126;final;-105.579;0.103;-12.399;0.041;0.078;0.041;0.179;0.041
57946;2017;7;12;final;185.214;0.060;441.710;0.045;final;356.8033;0.0083;0.4015;0.0126;final;-105.782;0.103;-12.456;0.041;0.074;0.041;0.157;0.041
57947;2017;7;13;final;187.120;0.061;440.571;0.045;final;356.3241;0.0083;0.5125;0.0127;final;-105.965;0.106;-12.494;0.042;0.067;0.042;0.123;0.042
57948;2017;7;14;final;189.363;0.061;439.345;0.045;final;355.7605;0.0083;0.5976;0.0127;final;-106.026;0.106;-12.447;0.042;0.060;0.042;0.090;0.042
57949;2017;7;15;final;191.171;0.061;438.185;0.045;final;355.1532;0.0082;0.6279;0.0127;final;-105.962;0.108;-12.287;0.043;0.075;0.043;0.100;0.043
57950;2017;7;16;final;192.332;0.061;436.683;0.045;final;354.5345;0.0081;0.5904;0.0127;final;-105.997;0.108;-12.108;0.043;0.097;0.043;0.125;0.043
57951;2017;7;17;final;193.497;0.061;435.037;0.045;final;353.9334;0.0080;0.5818;0.0128;final;-106.273;0.111;-11.983;0.043;0.120;0.044;0.151;0.043
57952;2017;7;18;final;194.726;0.061;433.758;0.045;final;353.3744;0.0078;0.5382;0.0128;final;-106.746;0.111;-11.959;0.044;0.142;0.044;0.176;0.044
57953;2017;7;19;final;195.914;0.061;432.318;0.045;final;352.8729;0.0077;0.4646;0.0129;final;-107.259;0.113;-12.080;0.044;0.165;0.045;0.201;0.044
57954;2017;7;20;final;197.069;0.061;430.722;0.045;final;352.4403;0.0076;0.3820;0.0129;final;-107.816;0.113;-12.362;0.045;0.131;0.045;0.200;0.045
57955;2017;7;21;final;197.931;0.061;428.970;0.045;final;352.0877;0.0074;0.3170;0.0130;final;-108.216;0.116;-12.637;0.046;0.081;0.046;0.191;0.046
57956;2017;7;22;final;198.637;0.061;426.593;0.045;final;351.8075;0.0071;0.2699;0.0130;final;-108.273;0.116;-12.720;0.047;0.072;0.046;0.159;0.047
57957;2017;7;23;final;199.927;0.061;424.424;0.045;final;351.5490;0.0069;0.2807;0.0131;final;-108.063;0.118;-12.572;0.048;0.077;0.047;0.119;0.048
57958;2017;7;24;final;201.765;0.061;422.664;0.045;final;351.2294;0.0067;0.3480;0.0132;final;-107.690;0.121;-12.405;0.049;0.082;0.048;0.078;0.049
57959;2017;7;25;final;203.413;0.061;421.228;0.045;final;350.7833;0.0065;0.4825;0.0132;final;-107.321;0.123;-12.433;0.050;0.088;0.049;0.038;0.050
57960;2017;7;26;final;204.786;0.062;419.936;0.046;final;350.2027;0.0063;0.5925;0.0133;final;-107.113;0.126;-12.383;0.051;0.139;0.050;0.231;0.051
57961;2017;7;27;final;206.141;0.062;418.480;0.046;final;349.5302;0.0061;0.6881;0.0134;final;-107.312;0.126;-12.217;0.052;0.202;0.050;0.485;0.052
57962;2017;7;28;final;207.104;0.062;416.895;0.046;final;348.8240;0.0059;0.6949;0.0135;final;-107.962;0.128;-12.210;0.052;0.188;0.051;0.426;0.052
57963;2017;7;29;final;207.750;0.062;415.304;0.046;final;348.1374;0.0056;0.6336;0.0135;final;-108.504;0.128;-12.185;0.052;0.164;0.051;0.339;0.052
57964;2017;7;30;final;208.289;0.062;413.684;0.046;final;347.5196;0.0053;0.5497;0.0136;final;-108.692;0.128;-12.233;0.052;0.145;0.051;0.279;0.052
57965;2017;7;31;final;208.830;0.062;411.806;0.046;final;347.0152;0.0051;0.4615;0.0137;final;-108.698;0.131;-12.380;0.052;0.126;0.052;0.220;0.052
57966;2017;8;1;final;209.830;0.063;409.891;0.046;final;346.6520;0.0049;0.3126;0.0138;final;-108.778;0.131;-12.509;0.052;0.108;0.052;0.161;0.052
57967;2017;8;2;prediction;211.404;0.063;408.243;0.046;prediction;346.4264;0.0047;;;prediction;;;;;0.101;0.052;0.158;0.052
57968;2017;8;3;prediction;213.286;0.063;406.604;0.047;prediction;346.3004;0.0045;;;prediction;;;;;0.098;0.052;0.170;0.052
57969;2017;8;4;prediction;214.713;0.063;405.437;0.047;prediction;346.2156;0.0044;;;prediction;;;;;0.095;0.052;0.182;0.052
57970;2017;8;5;prediction;215.443;0.064;404.189;0.047;prediction;346.1206;0.0042;;;prediction;;;;;0.078;0.052;0.182;0.052
57971;2017;8;6;prediction;216.168;0.064;402.960;0.047;prediction;345.9918;0.0040;;;prediction;;;;;0.056;0.052;0.178;0.051
57972;2017;8;7;prediction;217.133;0.064;401.534;0.047;prediction;345.8252;0.0039;;;prediction;;;;;0.035;0.052;0.174;0.051
