MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59124;2020;10;2;final;192.652;0.047;323.725;0.032;final;-173.2413;0.0153;-0.1769;0.0123;final;-116.497;0.334;-8.830;0.142;0.151;0.133;-0.062;0.142
59125;2020;10;3;final;191.328;0.047;322.856;0.032;final;-173.1044;0.0154;-0.1385;0.0124;final;-116.416;0.334;-8.726;0.140;0.142;0.133;-0.057;0.140
59126;2020;10;4;final;190.376;0.048;321.580;0.033;final;-172.9735;0.0155;-0.1437;0.0125;final;-116.283;0.339;-8.799;0.139;0.118;0.135;-0.038;0.139
59127;2020;10;5;final;190.057;0.048;320.101;0.033;final;-172.7946;0.0156;-0.2063;0.0126;final;-116.084;0.342;-8.917;0.138;0.095;0.136;-0.019;0.138
59128;2020;10;6;final;189.565;0.049;319.194;0.033;final;-172.5157;0.0156;-0.3291;0.0127;final;-115.972;0.344;-8.992;0.137;0.071;0.137;0.001;0.137
59129;2020;10;7;final;188.477;0.046;318.544;0.031;final;-172.0944;0.0157;-0.4769;0.0117;final;-116.068;0.347;-9.102;0.138;0.071;0.138;0.001;0.138
59130;2020;10;8;final;187.213;0.047;317.589;0.031;final;-171.5545;0.0156;-0.5752;0.0117;final;-116.397;0.349;-9.290;0.140;0.077;0.139;-0.004;0.140
59131;2020;10;9;final;185.866;0.047;316.267;0.031;final;-170.9438;0.0156;-0.6027;0.0118;final;-116.638;0.352;-9.458;0.142;0.084;0.140;-0.008;0.142
59132;2020;10;10;final;184.598;0.047;314.938;0.031;final;-170.3470;0.0156;-0.5638;0.0118;final;-116.468;0.357;-9.445;0.144;0.083;0.142;-0.020;0.144
59133;2020;10;11;final;183.096;0.047;313.821;0.032;final;-169.8266;0.0156;-0.4507;0.0118;final;-115.927;0.359;-9.210;0.146;0.080;0.143;-0.035;0.146
59134;2020;10;12;final;181.364;0.048;312.491;0.032;final;-169.4229;0.0156;-0.2698;0.0118;final;-115.389;0.362;-8.902;0.148;0.078;0.144;-0.050;0.148
59135;2020;10;13;final;180.150;0.048;311.276;0.032;final;-169.2873;0.0156;0.0023;0.0119;final;-115.114;0.365;-8.653;0.150;0.075;0.145;-0.065;0.150
59136;2020;10;14;final;179.028;0.048;310.496;0.032;final;-169.4783;0.0157;0.3013;0.0119;final;-115.058;0.367;-8.431;0.152;0.072;0.146;-0.080;0.152
59137;2020;10;15;final;178.273;0.048;309.566;0.032;final;-169.9480;0.0158;0.5931;0.0120;final;-115.144;0.372;-8.144;0.155;0.070;0.148;-0.037;0.155
59138;2020;10;16;final;177.870;0.049;308.850;0.032;final;-170.6403;0.0159;0.7682;0.0120;final;-115.361;0.375;-7.992;0.160;0.068;0.149;0.021;0.160
59139;2020;10;17;final;177.728;0.049;308.173;0.032;final;-171.4530;0.0159;0.7984;0.0121;final;-115.610;0.380;-8.188;0.164;0.045;0.151;0.029;0.164
59140;2020;10;18;final;177.883;0.049;307.413;0.032;final;-172.2056;0.0160;0.6699;0.0122;final;-115.634;0.385;-8.525;0.168;0.014;0.153;0.019;0.168
59141;2020;10;19;final;177.193;0.049;306.640;0.032;final;-172.7351;0.0161;0.3985;0.0122;final;-115.435;0.387;-8.635;0.171;-0.016;0.154;0.008;0.171
