MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58044;2017;10;18;final;202.570;0.060;275.423;0.047;final;298.5786;0.0186;1.3856;0.0136;final;-108.627;0.121;-10.958;0.038;0.195;0.048;0.105;0.038
58045;2017;10;19;final;201.228;0.059;273.719;0.046;final;297.1859;0.0389;1.3915;0.0132;final;-108.620;0.126;-10.839;0.040;0.209;0.050;0.122;0.040
58046;2017;10;20;final;199.944;0.059;272.093;0.046;final;295.8202;0.0404;1.3185;0.0132;final;-108.560;0.128;-10.722;0.041;0.222;0.051;0.138;0.041
58047;2017;10;21;final;198.720;0.059;270.643;0.046;final;294.5282;0.0374;1.1990;0.0132;final;-108.436;0.118;-10.697;0.039;0.236;0.047;0.118;0.039
58048;2017;10;22;final;197.301;0.059;269.564;0.046;final;293.3404;0.0385;1.1196;0.0133;final;-108.256;0.118;-10.781;0.039;0.250;0.047;0.085;0.039
58049;2017;10;23;final;196.022;0.059;268.406;0.046;final;292.2706;0.0395;1.0426;0.0133;final;-107.946;0.121;-10.932;0.039;0.264;0.048;0.052;0.039
58050;2017;10;24;final;194.581;0.059;266.926;0.046;final;291.3088;0.0406;0.9168;0.0133;final;-107.458;0.121;-11.069;0.040;0.278;0.048;0.019;0.040
58051;2017;10;25;final;192.753;0.059;265.646;0.046;final;290.4295;0.0414;0.8477;0.0134;final;-106.940;0.123;-11.068;0.040;0.294;0.049;0.049;0.040
58052;2017;10;26;final;190.523;0.060;264.049;0.047;final;289.6018;0.0422;0.8118;0.0134;final;-106.651;0.123;-10.978;0.041;0.311;0.049;0.095;0.041
58053;2017;10;27;final;188.640;0.060;262.498;0.047;final;288.7904;0.0430;0.8343;0.0135;final;-106.665;0.126;-10.857;0.042;0.327;0.050;0.141;0.042
58054;2017;10;28;final;186.604;0.060;261.200;0.047;final;287.9478;0.0519;0.8937;0.0136;final;-106.791;0.126;-10.783;0.042;0.328;0.050;0.145;0.042
58055;2017;10;29;final;184.642;0.061;259.909;0.047;final;287.0164;0.0519;1.0259;0.0136;final;-106.765;0.128;-10.742;0.043;0.324;0.051;0.134;0.043
58056;2017;10;30;final;183.106;0.061;258.818;0.048;final;285.9540;0.0520;1.1123;0.0137;final;-106.605;0.131;-10.698;0.043;0.319;0.052;0.122;0.043
58057;2017;10;31;final;181.833;0.062;257.814;0.048;final;284.7545;0.0520;1.2724;0.0138;final;-106.504;0.131;-10.595;0.044;0.314;0.052;0.111;0.044
58058;2017;11;1;final;180.290;0.062;256.850;0.048;final;283.4350;0.0519;1.3788;0.0139;final;-106.511;0.133;-10.381;0.044;0.305;0.053;0.085;0.044
58059;2017;11;2;prediction;179.143;0.063;255.948;0.049;prediction;282.0029;0.0517;;;prediction;;;;;0.295;0.054;0.055;0.046
58060;2017;11;3;prediction;178.166;0.064;255.516;0.049;prediction;280.4576;0.0516;;;prediction;;;;;0.285;0.055;0.025;0.047
58061;2017;11;4;prediction;176.818;0.065;255.012;0.050;prediction;278.8468;0.0511;;;prediction;;;;;0.300;0.056;0.038;0.048
58062;2017;11;5;prediction;175.227;0.066;254.005;0.051;prediction;277.3092;0.0506;;;prediction;;;;;0.325;0.057;0.066;0.049
58063;2017;11;6;prediction;173.465;0.067;252.897;0.051;prediction;275.9906;0.0501;;;prediction;;;;;0.349;0.058;0.094;0.050
58064;2017;11;7;prediction;171.794;0.068;251.598;0.052;prediction;274.9130;0.0497;;;prediction;;;;;0.373;0.059;0.122;0.051
58065;2017;11;8;prediction;170.602;0.069;250.260;0.053;prediction;273.9654;0.0488;;;prediction;;;;;0.337;0.060;0.137;0.052
58066;2017;11;9;prediction;169.106;0.071;249.365;0.054;prediction;272.9576;0.0480;;;prediction;;;;;0.284;0.061;0.149;0.053
58067;2017;11;10;prediction;167.663;0.073;247.932;0.056;prediction;271.7846;0.0473;;;prediction;;;;;0.232;0.062;0.161;0.054
58068;2017;11;11;prediction;166.325;0.075;246.933;0.057;prediction;270.4638;0.0468;;;prediction;;;;;0.222;0.063;0.143;0.055
58069;2017;11;12;prediction;164.959;0.051;246.152;0.070;prediction;268.9304;0.0335;;;prediction;;;;;0.228;0.097;0.113;0.064
58070;2017;11;13;prediction;163.382;0.051;245.856;0.072;prediction;267.7721;0.0332;;;prediction;;;;;0.233;0.098;0.084;0.066
58071;2017;11;14;prediction;161.628;0.051;245.348;0.074;prediction;266.3569;0.0329;;;prediction;;;;;0.239;0.098;0.055;0.067
58072;2017;11;15;prediction;160.074;0.051;244.609;0.077;prediction;264.7907;0.0327;;;prediction;;;;;0.245;0.099;0.025;0.069
58073;2017;11;16;prediction;158.468;0.052;244.145;0.079;prediction;263.4211;0.0329;;;prediction;;;;;0.250;0.099;-0.004;0.071
58074;2017;11;17;prediction;156.061;0.052;243.575;0.081;prediction;262.1501;0.0330;;;prediction;;;;;0.256;0.100;-0.034;0.073
58075;2017;11;18;prediction;153.282;0.052;242.383;0.083;prediction;261.0099;0.0333;;;prediction;;;;;0.000;0.100;0.000;0.075
58076;2017;11;19;prediction;150.773;0.051;241.459;0.086;prediction;260.0910;0.0335;;;prediction;;;;;0.000;0.101;0.000;0.078
58077;2017;11;20;prediction;148.232;0.052;240.645;0.088;prediction;259.1754;0.0336;;;prediction;;;;;0.000;0.102;0.000;0.080
58078;2017;11;21;prediction;145.698;0.052;239.874;0.090;prediction;258.4229;0.0338;;;prediction;;;;;0.000;0.103;0.000;0.082
58079;2017;11;22;prediction;143.796;0.052;239.133;0.092;prediction;257.7603;0.0341;;;prediction;;;;;0.000;0.104;0.000;0.084
58080;2017;11;23;prediction;142.038;0.053;238.653;0.094;prediction;257.1055;0.0345;;;prediction;;;;;0.000;0.105;0.000;0.086
58081;2017;11;24;prediction;139.624;0.053;238.234;0.096;prediction;256.4536;0.0350;;;prediction;;;;;0.000;0.105;0.000;0.088
58082;2017;11;25;prediction;136.871;0.053;237.916;0.098;prediction;255.6845;0.0355;;;prediction;;;;;0.000;0.106;0.000;0.089
58083;2017;11;26;prediction;135.324;0.054;237.380;0.100;prediction;254.9126;0.0361;;;prediction;;;;;0.000;0.106;0.000;0.091
58084;2017;11;27;prediction;133.581;0.055;237.061;0.103;prediction;253.9111;0.0368;;;prediction;;;;;0.000;0.107;0.000;0.092
58085;2017;11;28;prediction;131.181;0.056;236.737;0.105;prediction;252.7985;0.0375;;;prediction;;;;;0.000;0.107;0.000;0.093
58086;2017;11;29;prediction;128.858;0.057;236.910;0.108;prediction;251.4640;0.0384;;;prediction;;;;;0.000;0.107;0.000;0.094
58087;2017;11;30;prediction;126.418;0.060;237.142;0.110;prediction;250.0353;0.0395;;;prediction;;;;;0.000;0.108;0.000;0.095
58088;2017;12;1;prediction;124.235;0.062;236.649;0.113;prediction;248.5208;0.0406;;;prediction;;;;;0.000;0.108;0.000;0.096
