MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59155;2020;11;2;final;156.760;0.054;296.584;0.036;final;-175.4892;0.0177;0.1127;0.0124;final;-113.425;0.317;-7.589;0.126;0.174;0.126;0.106;0.126
59156;2020;11;3;final;155.022;0.055;296.077;0.036;final;-175.5506;0.0178;-0.0052;0.0125;final;-113.359;0.317;-7.719;0.127;0.159;0.126;0.096;0.127
59157;2020;11;4;final;153.756;0.055;295.403;0.037;final;-175.5009;0.0178;-0.1017;0.0126;final;-113.374;0.317;-7.814;0.127;0.144;0.126;0.085;0.127
59158;2020;11;5;final;153.116;0.055;294.628;0.037;final;-175.3222;0.0177;-0.2389;0.0127;final;-113.524;0.317;-7.901;0.127;0.103;0.126;0.098;0.127
59159;2020;11;6;final;152.204;0.056;293.485;0.037;final;-175.0506;0.0179;-0.3217;0.0128;final;-113.650;0.317;-7.965;0.126;0.054;0.126;0.116;0.126
59160;2020;11;7;final;150.933;0.056;292.707;0.038;final;-174.7265;0.0179;-0.2549;0.0129;final;-113.365;0.317;-7.933;0.126;0.089;0.126;0.099;0.126
59161;2020;11;8;final;149.316;0.056;292.406;0.038;final;-174.5355;0.0177;-0.0783;0.0130;final;-112.801;0.317;-7.738;0.127;0.154;0.126;0.070;0.127
59162;2020;11;9;final;147.825;0.057;292.052;0.038;final;-174.5810;0.0178;0.1968;0.0131;final;-112.230;0.317;-7.478;0.127;0.219;0.126;0.040;0.127
59163;2020;11;10;final;146.154;0.057;291.593;0.039;final;-174.8950;0.0179;0.4636;0.0132;final;-111.835;0.319;-7.276;0.127;0.284;0.127;0.011;0.127
59164;2020;11;11;final;144.139;0.057;291.248;0.039;final;-175.4908;0.0181;0.6676;0.0133;final;-111.841;0.319;-7.133;0.127;0.270;0.127;-0.032;0.127
59165;2020;11;12;final;142.123;0.057;290.642;0.039;final;-176.2784;0.0183;0.8387;0.0134;final;-112.073;0.319;-6.983;0.127;0.237;0.127;-0.078;0.127
59166;2020;11;13;final;140.177;0.058;290.279;0.040;final;-177.1548;0.0183;0.8941;0.0135;final;-112.498;0.319;-6.851;0.127;0.190;0.127;-0.058;0.127
59167;2020;11;14;final;137.794;0.058;289.624;0.040;final;-177.9689;0.0189;0.7757;0.0136;final;-112.916;0.332;-6.940;0.133;0.138;0.132;-0.027;0.133
59168;2020;11;15;final;135.204;0.058;288.983;0.041;final;-178.6182;0.0190;0.5395;0.0138;final;-113.042;0.332;-7.167;0.133;0.085;0.132;0.000;0.133
59169;2020;11;16;final;132.881;0.059;288.419;0.041;final;-179.0137;0.0123;0.2432;0.0139;final;-112.845;0.332;-7.220;0.132;0.031;0.132;0.026;0.132
59170;2020;11;17;final;130.793;0.060;288.066;0.042;final;-179.1302;0.0123;-0.0359;0.0141;final;-112.604;0.327;-6.993;0.130;-0.022;0.130;0.053;0.130
59171;2020;11;18;final;128.985;0.061;287.303;0.043;final;-179.0234;0.0123;-0.2196;0.0142;final;-112.333;0.327;-6.783;0.130;0.005;0.130;0.059;0.130
59172;2020;11;19;final;127.531;0.062;286.837;0.043;final;-178.7545;0.0123;-0.2519;0.0144;final;-112.110;0.327;-6.856;0.130;0.054;0.130;0.060;0.130
59173;2020;11;20;final;126.311;0.063;286.605;0.044;final;-178.4446;0.0123;-0.2300;0.0146;final;-111.891;0.327;-7.109;0.130;0.102;0.130;0.061;0.130
59174;2020;11;21;final;125.064;0.065;286.907;0.046;final;-178.1848;0.0124;-0.1910;0.0149;final;-111.759;0.317;-7.212;0.128;0.136;0.126;0.062;0.128
59175;2020;11;22;final;124.639;0.068;285.899;0.048;final;-178.0690;0.0124;-0.0393;0.0151;final;-111.724;0.317;-7.035;0.127;0.165;0.126;0.062;0.127
59176;2020;11;23;final;124.615;0.071;285.815;0.050;final;-178.1332;0.0125;0.1367;0.0153;final;-111.673;0.317;-6.749;0.127;0.194;0.126;0.063;0.127
59177;2020;11;24;final;123.737;0.074;286.311;0.052;final;-178.3393;0.0125;0.2514;0.0156;final;-111.536;0.314;-6.565;0.126;0.224;0.125;0.063;0.126
59178;2020;11;25;final;122.575;0.077;286.790;0.055;final;-178.6218;0.0126;0.2858;0.0158;final;-111.392;0.314;-6.486;0.126;0.253;0.125;0.064;0.126
59179;2020;11;26;final;120.989;0.081;287.574;0.057;final;-178.9613;0.0113;0.2866;0.0161;final;-111.639;0.189;-6.359;0.051;0.153;0.075;0.086;0.051
