MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
59180;2020;11;27;final;118.888;0.085;287.884;0.060;final;-179.1700;0.0114;0.1848;0.0164;final;-111.983;0.191;-6.148;0.053;0.019;0.076;0.114;0.053
59181;2020;11;28;final;116.151;0.089;288.168;0.063;final;-179.3068;0.0114;0.0951;0.0167;final;-111.983;0.194;-5.976;0.055;-0.004;0.077;0.131;0.055
59182;2020;11;29;final;113.645;0.093;288.236;0.065;final;-179.3003;0.0114;0.0069;0.0169;final;-111.851;0.196;-5.961;0.056;0.014;0.078;0.143;0.056
59183;2020;11;30;final;111.099;0.097;288.683;0.068;final;-179.2036;0.0115;-0.1302;0.0172;final;-111.765;0.196;-6.091;0.058;0.032;0.078;0.156;0.058
59184;2020;12;1;final;108.488;0.101;288.137;0.071;final;-179.0045;0.0116;-0.2596;0.0174;final;-111.700;0.199;-6.256;0.059;0.050;0.079;0.169;0.059
59185;2020;12;2;prediction;106.496;0.105;287.413;0.074;prediction;-178.7004;0.0116;;;prediction;;;;;0.077;0.080;0.115;0.061
59186;2020;12;3;prediction;104.777;0.109;287.087;0.077;prediction;-178.3214;0.0117;;;prediction;;;;;0.107;0.081;0.043;0.062
59187;2020;12;4;prediction;103.005;0.113;287.760;0.080;prediction;-177.9225;0.0117;;;prediction;;;;;0.137;0.082;-0.029;0.064
59188;2020;12;5;prediction;101.232;0.116;288.655;0.084;prediction;-177.6325;0.0117;;;prediction;;;;;0.148;0.083;-0.058;0.066
59189;2020;12;6;prediction;99.407;0.120;289.633;0.087;prediction;-177.5415;0.0117;;;prediction;;;;;0.154;0.084;-0.070;0.068
59190;2020;12;7;prediction;97.421;0.050;289.702;0.034;prediction;-177.6422;0.0077;;;prediction;;;;;0.125;0.043;-0.016;0.048
59191;2020;12;8;prediction;95.375;0.050;289.740;0.034;prediction;-177.9615;0.0078;;;prediction;;;;;0.127;0.043;-0.025;0.049
59192;2020;12;9;prediction;93.288;0.051;289.709;0.034;prediction;-178.5126;0.0078;;;prediction;;;;;0.123;0.044;-0.020;0.051
59193;2020;12;10;prediction;91.549;0.051;289.421;0.034;prediction;-179.1411;0.0079;;;prediction;;;;;0.118;0.045;-0.010;0.052
59194;2020;12;11;prediction;90.302;0.051;289.384;0.034;prediction;-179.7451;0.0079;;;prediction;;;;;0.113;0.045;-0.001;0.053
59195;2020;12;12;prediction;89.309;0.051;290.020;0.034;prediction;-180.1916;0.0080;;;prediction;;;;;0.101;0.046;0.009;0.055
59196;2020;12;13;prediction;88.080;0.052;291.173;0.035;prediction;-180.4017;0.0081;;;prediction;;;;;0.086;0.047;0.018;0.056
59197;2020;12;14;prediction;86.701;0.052;292.166;0.035;prediction;-180.3683;0.0081;;;prediction;;;;;0.071;0.048;0.028;0.057
59198;2020;12;15;prediction;85.412;0.053;292.879;0.035;prediction;-180.1115;0.0082;;;prediction;;;;;0.057;0.048;0.037;0.059
59199;2020;12;16;prediction;84.073;0.053;293.409;0.035;prediction;-179.7098;0.0083;;;prediction;;;;;0.082;0.500;0.037;0.500
59200;2020;12;17;prediction;82.910;0.054;293.993;0.035;prediction;-179.2451;0.0084;;;prediction;;;;;0.093;0.500;0.039;0.500
59201;2020;12;18;prediction;82.069;0.054;294.698;0.035;prediction;-178.8044;0.0085;;;prediction;;;;;0.106;0.500;0.036;0.500
59202;2020;12;19;prediction;81.249;0.054;294.949;0.036;prediction;-178.4507;0.0086;;;prediction;;;;;0.119;0.500;0.030;0.500
59203;2020;12;20;prediction;80.045;0.055;295.357;0.036;prediction;-178.3030;0.0087;;;prediction;;;;;0.128;0.500;0.024;0.500
59204;2020;12;21;prediction;78.812;0.055;295.483;0.036;prediction;-178.2975;0.0088;;;prediction;;;;;0.131;0.500;0.020;0.500
59205;2020;12;22;prediction;77.815;0.055;295.832;0.036;prediction;-178.4150;0.0089;;;prediction;;;;;0.127;0.500;0.019;0.500
59206;2020;12;23;prediction;77.189;0.056;296.080;0.036;prediction;-178.5616;0.0091;;;prediction;;;;;0.116;0.500;0.022;0.500
59207;2020;12;24;prediction;76.955;0.056;296.524;0.036;prediction;-178.6349;0.0093;;;prediction;;;;;0.101;0.500;0.025;0.500
59208;2020;12;25;prediction;76.635;0.056;297.275;0.037;prediction;-178.6280;0.0094;;;prediction;;;;;0.088;0.500;0.029;0.500
59209;2020;12;26;prediction;75.980;0.056;297.989;0.037;prediction;-178.4893;0.0096;;;prediction;;;;;0.080;0.500;0.030;0.500
59210;2020;12;27;prediction;74.960;0.057;298.682;0.037;prediction;-178.2059;0.0097;;;prediction;;;;;0.082;0.500;0.029;0.500
59211;2020;12;28;prediction;73.949;0.057;299.997;0.037;prediction;-177.7737;0.0099;;;prediction;;;;;0.092;0.500;0.024;0.500
59212;2020;12;29;prediction;72.603;0.057;301.648;0.037;prediction;-177.2371;0.0101;;;prediction;;;;;0.106;0.500;0.014;0.500
59213;2020;12;30;prediction;71.120;0.058;302.704;0.038;prediction;-176.6393;0.0103;;;prediction;;;;;0.117;0.500;-0.001;0.500
59214;2020;12;31;prediction;69.644;0.058;303.110;0.038;prediction;-175.9981;0.0106;;;prediction;;;;;0.123;0.500;-0.019;0.500
59215;2021;1;1;prediction;68.639;0.058;304.061;0.038;prediction;-175.3852;0.0108;;;prediction;;;;;0.123;0.500;-0.036;0.500
