MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58153;2018;2;4;prediction;10.616;0.084;293.295;0.046;prediction;191.8256;0.0242;;;prediction;;;;;0.121;0.123;-0.266;0.140
58154;2018;2;5;prediction;8.245;0.090;295.393;0.052;prediction;190.1446;0.0261;;;prediction;;;;;0.113;0.111;-0.266;0.131
58155;2018;2;6;prediction;6.639;0.092;296.652;0.056;prediction;188.5543;0.0328;;;prediction;;;;;0.105;0.100;-0.267;0.122
58156;2018;2;7;prediction;6.172;0.083;297.839;0.050;prediction;187.1355;0.0259;;;prediction;;;;;0.091;0.109;-0.265;0.128
58157;2018;2;8;prediction;5.610;0.075;299.603;0.045;prediction;185.8943;0.0185;;;prediction;;;;;0.075;0.123;-0.263;0.138
58158;2018;2;9;prediction;4.638;0.072;301.400;0.045;prediction;184.7990;0.0235;;;prediction;;;;;0.060;0.137;-0.262;0.149
58159;2018;2;10;prediction;4.116;0.074;303.125;0.045;prediction;183.9239;0.0304;;;prediction;;;;;0.000;0.148;0.000;0.145
58160;2018;2;11;prediction;3.516;0.041;305.149;0.028;prediction;183.1411;0.0259;;;prediction;;;;;0.075;0.094;-0.258;0.101
58161;2018;2;12;prediction;3.313;0.041;307.209;0.029;prediction;182.3777;0.0163;;;prediction;;;;;0.087;0.066;-0.256;0.071
58162;2018;2;13;prediction;2.998;0.044;309.320;0.024;prediction;181.6292;0.0072;;;prediction;;;;;0.098;0.039;-0.254;0.042
58163;2018;2;14;prediction;2.578;0.040;311.244;0.027;prediction;180.8781;0.0332;;;prediction;;;;;0.000;0.104;0.000;0.089
58164;2018;2;15;prediction;1.930;0.036;313.249;0.024;prediction;180.0416;0.0198;;;prediction;;;;;0.000;0.122;0.000;0.103
58165;2018;2;16;prediction;1.387;0.026;315.055;0.017;prediction;179.1752;0.0272;;;prediction;;;;;0.000;0.122;0.000;0.103
58166;2018;2;17;prediction;1.144;0.030;316.440;0.019;prediction;178.2013;0.0301;;;prediction;;;;;0.000;0.122;0.000;0.103
58167;2018;2;18;prediction;0.701;0.043;317.972;0.025;prediction;177.1504;0.0191;;;prediction;;;;;0.000;0.122;0.000;0.103
58168;2018;2;19;prediction;0.901;0.038;319.554;0.032;prediction;175.9932;0.0147;;;prediction;;;;;0.000;0.122;0.000;0.103
58169;2018;2;20;prediction;1.163;0.033;321.701;0.029;prediction;174.8222;0.0195;;;prediction;;;;;0.000;0.122;0.000;0.103
58170;2018;2;21;prediction;2.003;0.040;324.329;0.027;prediction;173.6774;0.0271;;;prediction;;;;;0.000;0.122;0.000;0.103
58171;2018;2;22;prediction;2.455;0.050;326.991;0.035;prediction;172.5787;0.0278;;;prediction;;;;;0.000;0.122;0.000;0.103
58172;2018;2;23;prediction;2.705;0.044;329.167;0.035;prediction;171.5614;0.0248;;;prediction;;;;;0.000;0.122;0.000;0.103
58173;2018;2;24;prediction;2.452;0.035;331.734;0.030;prediction;170.6427;0.0272;;;prediction;;;;;0.000;0.122;0.000;0.103
58174;2018;2;25;prediction;2.061;0.038;333.876;0.027;prediction;169.8277;0.0193;;;prediction;;;;;0.000;0.122;0.000;0.103
58175;2018;2;26;prediction;1.295;0.040;336.048;0.029;prediction;169.0429;0.0110;;;prediction;;;;;0.000;0.122;0.000;0.103
58176;2018;2;27;prediction;0.363;0.030;337.948;0.032;prediction;168.2502;0.0175;;;prediction;;;;;0.000;0.122;0.000;0.103
58177;2018;2;28;prediction;-0.416;0.037;339.613;0.041;prediction;167.3810;0.0885;;;prediction;;;;;0.000;0.122;0.000;0.103
58178;2018;3;1;prediction;-0.222;0.046;341.440;0.045;prediction;166.3817;0.0885;;;prediction;;;;;0.000;0.122;0.000;0.103
