MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
58277;2018;6;8;prediction;123.500;0.021;447.252;0.022;prediction;73.7273;0.0064;;;prediction;;;;;-0.162;0.031;-0.118;0.055
58278;2018;6;9;prediction;124.612;0.030;446.846;0.017;prediction;73.0116;0.0243;;;prediction;;;;;0.000;0.070;0.000;0.074
58279;2018;6;10;prediction;125.750;0.028;446.300;0.019;prediction;72.1032;0.0225;;;prediction;;;;;0.000;0.084;0.000;0.081
58280;2018;6;11;prediction;127.351;0.028;445.665;0.022;prediction;71.4130;0.0222;;;prediction;;;;;0.000;0.084;0.000;0.081
58281;2018;6;12;prediction;128.948;0.026;445.401;0.018;prediction;70.7075;0.0183;;;prediction;;;;;0.000;0.084;0.000;0.081
58282;2018;6;13;prediction;130.671;0.028;445.299;0.020;prediction;70.0743;0.0726;;;prediction;;;;;0.000;0.084;0.000;0.081
58283;2018;6;14;prediction;132.069;0.028;445.198;0.022;prediction;69.6844;0.0575;;;prediction;;;;;0.000;0.084;0.000;0.081
58284;2018;6;15;prediction;133.142;0.027;444.512;0.021;prediction;69.3655;0.0180;;;prediction;;;;;0.000;0.084;0.000;0.081
58285;2018;6;16;prediction;134.182;0.025;443.397;0.017;prediction;69.1018;0.0220;;;prediction;;;;;0.000;0.084;0.000;0.081
58286;2018;6;17;prediction;135.465;0.031;442.023;0.014;prediction;68.9067;0.0171;;;prediction;;;;;0.000;0.084;0.000;0.081
58287;2018;6;18;prediction;136.834;0.034;440.764;0.020;prediction;68.6658;0.0732;;;prediction;;;;;0.000;0.084;0.000;0.081
58288;2018;6;19;prediction;138.486;0.026;439.669;0.022;prediction;68.2021;0.0170;;;prediction;;;;;0.000;0.084;0.000;0.081
58289;2018;6;20;prediction;140.417;0.030;438.617;0.023;prediction;67.8290;0.0261;;;prediction;;;;;0.000;0.084;0.000;0.081
58290;2018;6;21;prediction;142.534;0.034;438.021;0.023;prediction;67.5547;0.0276;;;prediction;;;;;0.000;0.084;0.000;0.081
58291;2018;6;22;prediction;144.513;0.036;437.400;0.024;prediction;67.1389;0.0199;;;prediction;;;;;0.000;0.084;0.000;0.081
58292;2018;6;23;prediction;146.652;0.036;436.620;0.028;prediction;66.9419;0.0167;;;prediction;;;;;0.000;0.084;0.000;0.081
58293;2018;6;24;prediction;148.530;0.035;435.835;0.026;prediction;67.0768;0.0361;;;prediction;;;;;0.000;0.084;0.000;0.081
58294;2018;6;25;prediction;150.234;0.038;434.983;0.027;prediction;67.3455;0.0322;;;prediction;;;;;0.000;0.084;0.000;0.081
58295;2018;6;26;prediction;152.143;0.036;433.868;0.030;prediction;67.6393;0.0253;;;prediction;;;;;0.000;0.084;0.000;0.081
58296;2018;6;27;prediction;154.026;0.034;432.635;0.031;prediction;68.0537;0.0218;;;prediction;;;;;0.000;0.084;0.000;0.081
58297;2018;6;28;prediction;156.086;0.036;431.568;0.028;prediction;68.7119;0.1113;;;prediction;;;;;0.000;0.084;0.000;0.081
58298;2018;6;29;prediction;158.590;0.036;430.844;0.028;prediction;69.4280;0.1113;;;prediction;;;;;0.000;0.084;0.000;0.081
58299;2018;6;30;prediction;160.991;0.034;430.362;0.030;prediction;70.0481;0.1113;;;prediction;;;;;0.000;0.084;0.000;0.081
58300;2018;7;1;prediction;162.993;0.042;429.717;0.038;prediction;70.6583;0.1113;;;prediction;;;;;0.000;0.084;0.000;0.081
